mix_eta,mix_halflife,dev_imp_wt_ll
1000000.0,10.0,0.42171269818748747
1000000.0,3.0,0.42171269818748747
1000000.0,5.0,0.42171269818748747
150.0,3.0,0.4219367978933963
150.0,10.0,0.4219367978933963
150.0,5.0,0.4219367978933963
60.0,3.0,0.42194756113368354
60.0,5.0,0.42194756113368354
60.0,10.0,0.42194756113368354
30.0,3.0,0.4219511574113386
30.0,10.0,0.4219511574113386
30.0,5.0,0.4219511574113386
10.0,5.0,0.42195355633379034
10.0,3.0,0.42195355633379034
10.0,10.0,0.42195355633379034
