day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,rolling_14
18,rolling_3
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_7
27,rolling_7
28,rolling_7
29,rolling_7
30,rolling_7
31,rolling_7
32,rolling_7
33,rolling_7
34,rolling_7
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_3
40,rolling_3
41,rolling_3
42,rolling_3
43,rolling_7
44,rolling_7
45,rolling_7
46,expanding
47,expanding
48,expanding
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_3
53,rolling_3
54,rolling_3
55,rolling_3
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,expanding
62,rolling_7
63,rolling_3
64,rolling_3
65,rolling_3
66,rolling_3
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_3
71,rolling_7
72,rolling_7
73,rolling_7
74,rolling_7
75,rolling_7
76,rolling_7
77,rolling_7
78,expanding
79,expanding
80,expanding
81,expanding
82,rolling_3
83,rolling_3
84,rolling_3
85,rolling_3
86,rolling_3
87,rolling_7
88,rolling_7
89,rolling_7
90,rolling_7
91,rolling_7
92,rolling_7
93,rolling_7
94,rolling_7
95,rolling_7
96,rolling_7
97,rolling_7
98,rolling_7
99,rolling_7
100,rolling_7
101,rolling_7
102,rolling_7
103,rolling_7
104,rolling_7
105,rolling_14
106,rolling_14
107,rolling_14
108,expanding
109,expanding
110,rolling_3
111,rolling_3
112,rolling_3
113,rolling_3
114,rolling_3
115,rolling_3
116,rolling_3
117,rolling_3
118,rolling_7
119,rolling_7
