mix_eta,mix_halflife,dev_imp_wt_ll
1000000.0,10.0,0.4224436274900754
1000000.0,3.0,0.4224436274900754
1000000.0,5.0,0.4224436274900754
150.0,3.0,0.4225117077896808
150.0,10.0,0.4225117077896808
150.0,5.0,0.4225117077896808
60.0,3.0,0.4225140687827024
60.0,5.0,0.4225140687827024
60.0,10.0,0.4225140687827024
30.0,3.0,0.4225148583734367
30.0,10.0,0.4225148583734367
30.0,5.0,0.4225148583734367
10.0,5.0,0.422515385454882
10.0,3.0,0.422515385454882
10.0,10.0,0.422515385454882
