B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
0.25,0.3,const,block,3600,1800,1e-05,0.4223490021624944,0.42695982405265376
0.25,0.3,const,block,1800,1800,1e-05,0.4223490021624944,0.42695982405265376
0.5,0.3,const,block,1800,1800,1e-05,0.4223490021624944,0.42695982405265376
0.5,0.3,const,block,3600,1800,1e-05,0.4223490021624944,0.42695982405265376
2.0,0.3,const,block,3600,1800,1e-05,0.4223490021624944,0.42695982405265376
2.0,0.3,const,block,1800,1800,1e-05,0.4223490021624944,0.42695982405265376
1.0,0.3,const,block,3600,1800,1e-05,0.4223490021624944,0.42695982405265376
1.0,0.3,const,block,1800,1800,1e-05,0.4223490021624944,0.42695982405265376
0.25,0.3,const,block,900,1800,1e-05,0.4223803539870537,0.42698192820532194
0.5,0.3,const,block,900,1800,1e-05,0.4223803539870537,0.42698192820532194
2.0,0.3,const,block,900,1800,1e-05,0.4223803539870537,0.42698192820532194
1.0,0.3,const,block,900,1800,1e-05,0.4223803539870537,0.42698192820532194
0.5,0.1,const,block,1800,1800,1e-05,0.4224051783289409,0.42701114298234794
0.5,0.1,const,block,3600,1800,1e-05,0.4224051783289409,0.42701114298234794
0.25,0.1,const,block,3600,1800,1e-05,0.4224051783289409,0.42701114298234794
0.25,0.1,const,block,1800,1800,1e-05,0.4224051783289409,0.42701114298234794
1.0,0.1,const,block,1800,1800,1e-05,0.4224051783289409,0.42701114298234794
1.0,0.1,const,block,3600,1800,1e-05,0.4224051783289409,0.42701114298234794
2.0,0.1,const,block,3600,1800,1e-05,0.4224051783289409,0.42701114298234794
2.0,0.1,const,block,1800,1800,1e-05,0.4224051783289409,0.42701114298234794
2.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.4224066386117583,0.42701034708052804
2.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.4224066386117583,0.42701034708052804
1.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.4224066386117583,0.42701034708052804
1.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.4224066386117583,0.42701034708052804
0.25,0.3,inv_sqrt,block,3600,1800,1e-05,0.4224066386117583,0.42701034708052804
0.25,0.3,inv_sqrt,block,1800,1800,1e-05,0.4224066386117583,0.42701034708052804
0.5,0.3,inv_sqrt,block,1800,1800,1e-05,0.4224066386117583,0.42701034708052804
0.5,0.3,inv_sqrt,block,3600,1800,1e-05,0.4224066386117583,0.42701034708052804
1.0,0.3,inv_sqrt,block,900,1800,1e-05,0.42241568389602585,0.42701838231919315
2.0,0.3,inv_sqrt,block,900,1800,1e-05,0.42241568389602585,0.42701838231919315
0.5,0.3,inv_sqrt,block,900,1800,1e-05,0.42241568389602585,0.42701838231919315
