B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
0.25,0.3,inv_sqrt,block,900,1800,1e-05,0.42241568389602585,0.42701838231919315
0.25,0.1,const,block,900,1800,1e-05,0.42241692799860786,0.42701982934607324
0.5,0.1,const,block,900,1800,1e-05,0.42241692799860786,0.42701982934607324
1.0,0.1,const,block,900,1800,1e-05,0.42241692799860786,0.42701982934607324
2.0,0.1,const,block,900,1800,1e-05,0.42241692799860786,0.42701982934607324
0.5,0.1,inv_sqrt,block,1800,1800,1e-05,0.42243013097217913,0.4270354728785576
0.5,0.1,inv_sqrt,block,3600,1800,1e-05,0.42243013097217913,0.4270354728785576
1.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.42243013097217913,0.4270354728785576
0.25,0.1,inv_sqrt,block,1800,1800,1e-05,0.42243013097217913,0.4270354728785576
0.25,0.1,inv_sqrt,block,3600,1800,1e-05,0.42243013097217913,0.4270354728785576
2.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.42243013097217913,0.4270354728785576
2.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.42243013097217913,0.4270354728785576
1.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.42243013097217913,0.4270354728785576
2.0,0.03,const,block,3600,1800,1e-05,0.422431097442247,0.42703704454705266
0.5,0.03,const,block,1800,1800,1e-05,0.422431097442247,0.42703704454705266
0.5,0.03,const,block,3600,1800,1e-05,0.422431097442247,0.42703704454705266
2.0,0.03,const,block,1800,1800,1e-05,0.422431097442247,0.42703704454705266
0.25,0.03,const,block,1800,1800,1e-05,0.422431097442247,0.42703704454705266
1.0,0.03,const,block,1800,1800,1e-05,0.422431097442247,0.42703704454705266
1.0,0.03,const,block,3600,1800,1e-05,0.422431097442247,0.42703704454705266
0.25,0.03,const,block,3600,1800,1e-05,0.422431097442247,0.42703704454705266
0.5,0.1,inv_sqrt,block,900,1800,1e-05,0.42243330535529117,0.42703835575542953
1.0,0.1,inv_sqrt,block,900,1800,1e-05,0.42243330535529117,0.42703835575542953
2.0,0.1,inv_sqrt,block,900,1800,1e-05,0.42243330535529117,0.42703835575542953
0.25,0.1,inv_sqrt,block,900,1800,1e-05,0.42243330535529117,0.42703835575542953
0.5,0.03,const,block,900,1800,1e-05,0.422434804008229,0.4270398490735504
2.0,0.03,const,block,900,1800,1e-05,0.422434804008229,0.4270398490735504
1.0,0.03,const,block,900,1800,1e-05,0.422434804008229,0.4270398490735504
0.25,0.03,const,block,900,1800,1e-05,0.422434804008229,0.4270398490735504
0.5,0.01,const,block,1800,1800,1e-05,0.4224393447493545,0.4270455577060517
0.25,0.01,const,block,3600,1800,1e-05,0.4224393447493545,0.4270455577060517
1.0,0.01,const,block,1800,1800,1e-05,0.4224393447493545,0.4270455577060517
1.0,0.01,const,block,3600,1800,1e-05,0.4224393447493545,0.4270455577060517
2.0,0.01,const,block,1800,1800,1e-05,0.4224393447493545,0.4270455577060517
0.5,0.01,const,block,3600,1800,1e-05,0.4224393447493545,0.4270455577060517
0.25,0.01,const,block,1800,1800,1e-05,0.4224393447493545,0.4270455577060517
2.0,0.01,const,block,3600,1800,1e-05,0.4224393447493545,0.4270455577060517
0.5,0.03,inv_sqrt,block,3600,1800,1e-05,0.42243944301265485,0.42704550793022755
0.25,0.03,inv_sqrt,block,3600,1800,1e-05,0.42243944301265485,0.42704550793022755
1.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.42243944301265485,0.42704550793022755
0.5,0.03,inv_sqrt,block,1800,1800,1e-05,0.42243944301265485,0.42704550793022755
0.25,0.03,inv_sqrt,block,1800,1800,1e-05,0.42243944301265485,0.42704550793022755
2.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.42243944301265485,0.42704550793022755
2.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.42243944301265485,0.42704550793022755
1.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.42243944301265485,0.42704550793022755
1.0,0.03,inv_sqrt,block,900,1800,1e-05,0.42244041404072163,0.42704639666800337
0.5,0.03,inv_sqrt,block,900,1800,1e-05,0.42244041404072163,0.42704639666800337
0.25,0.03,inv_sqrt,block,900,1800,1e-05,0.42244041404072163,0.42704639666800337
2.0,0.03,inv_sqrt,block,900,1800,1e-05,0.42244041404072163,0.42704639666800337
2.0,0.01,const,block,900,1800,1e-05,0.4224405995800195,0.42704651421040246
0.25,0.01,const,block,900,1800,1e-05,0.4224405995800195,0.42704651421040246
0.5,0.01,const,block,900,1800,1e-05,0.4224405995800195,0.42704651421040246
1.0,0.01,const,block,900,1800,1e-05,0.4224405995800195,0.42704651421040246
0.25,0.01,inv_sqrt,block,1800,1800,1e-05,0.42244221931254305,0.4270485058186032
0.5,0.01,inv_sqrt,block,1800,1800,1e-05,0.42244221931254305,0.4270485058186032
1.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.42244221931254305,0.4270485058186032
0.25,0.01,inv_sqrt,block,3600,1800,1e-05,0.42244221931254305,0.4270485058186032
0.5,0.01,inv_sqrt,block,3600,1800,1e-05,0.42244221931254305,0.4270485058186032
2.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.42244221931254305,0.4270485058186032
2.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.42244221931254305,0.4270485058186032
1.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.42244221931254305,0.4270485058186032
1.0,0.01,inv_sqrt,block,900,1800,1e-05,0.4224425448402907,0.42704880442128124
0.5,0.01,inv_sqrt,block,900,1800,1e-05,0.4224425448402907,0.42704880442128124
0.25,0.01,inv_sqrt,block,900,1800,1e-05,0.4224425448402907,0.42704880442128124
2.0,0.01,inv_sqrt,block,900,1800,1e-05,0.4224425448402907,0.42704880442128124
