mix_eta,mix_halflife,dev_imp_wt_ll
1000000.0,10.0,0.6098781583646121
1000000.0,3.0,0.6098781583646121
1000000.0,5.0,0.6098781583646121
150.0,3.0,0.6099109198770807
150.0,5.0,0.6099110209069957
150.0,10.0,0.6099111035386995
60.0,3.0,0.6099211717323676
60.0,5.0,0.6099212158443458
60.0,10.0,0.6099212521582158
30.0,3.0,0.6099249128679073
30.0,5.0,0.6099249355704004
30.0,10.0,0.6099249542968356
10.0,3.0,0.6099275004706267
10.0,5.0,0.6099275081839585
10.0,10.0,0.6099275145546211
