method,block,n,mean_residual,log_loss
expanding,0,53853,-0.011468903779552144,0.40921047625348383
expanding,1,62782,-0.002180907071388051,0.41893979100759293
expanding,2,83657,-0.006303712887792266,0.3952142373971864
expanding,3,93980,-0.008955575952040865,0.4002798153322637
expanding,4,130561,-0.00533290601181,0.35193907482454206
expanding,5,112430,-0.004805166348720398,0.38318716920569623
expanding,6,104351,-0.007944838725728673,0.3941532466165231
expanding,7,119248,-0.006244514941789991,0.4064837492832334
expanding,8,131727,-0.009724779959699045,0.3683599884501772
expanding,9,142156,-0.011333868641338583,0.3716524054888841
expanding,10,139681,-0.01861819523188979,0.37430429731586085
expanding,11,127743,-0.01124134094142907,0.3967247976218973
expanding,12,142011,-0.015344835357873557,0.39032948179617977
expanding,13,175780,-0.010603359562766595,0.3725476152371078
expanding,14,173446,-0.006815761288941022,0.3830736180649621
expanding,15,143487,-0.00967546301958377,0.4054010930493532
expanding,16,134224,-0.011256456300688266,0.4046077324828004
expanding,17,123458,-0.014073406289099715,0.3970732000345133
expanding,18,104397,-0.02014311677773075,0.39171407374384076
expanding,19,92128,-0.01552847920461691,0.38892486831076745
expanding,20,79883,-0.014811162316643945,0.3866756598415085
expanding,21,75127,-0.013724685302313931,0.3929546134093054
expanding,22,63366,-0.013934243240973301,0.3852399796409321
expanding,23,58766,-0.012607978711818606,0.389287519529503
long_only,0,53853,-0.006941930204603126,0.4087425170677603
long_only,1,62782,0.0034146808222887356,0.41884636561864
long_only,2,83657,-0.002307815922099404,0.39562029722608155
long_only,3,93980,-0.005964998340214053,0.3999627862137606
long_only,4,130561,-0.011667146480859484,0.3519775746386751
long_only,5,112430,-0.005204692820900303,0.38224778844370755
long_only,6,104351,-0.006793512865553943,0.39322958247141565
long_only,7,119248,-0.004232855904823199,0.40528462217249817
long_only,8,131727,-0.013489535242181832,0.37019401830270016
long_only,9,142156,-0.015390062787050258,0.37296183130480903
long_only,10,139681,-0.017377488609935647,0.37385686002141005
long_only,11,127743,-0.010209595070598642,0.39772755421888
long_only,12,142011,-0.012585705692953874,0.3904273040499968
long_only,13,175780,-0.008275942550027744,0.3729848205698786
long_only,14,173446,-0.003438086385497651,0.38283569470423
long_only,15,143487,-0.007345358297596813,0.40560019942006814
long_only,16,134224,-0.009466143297841085,0.40452626037035544
long_only,17,123458,-0.01353811922384641,0.39748441487460634
long_only,18,104397,-0.018841331162695384,0.39168248410910894
long_only,19,92128,-0.014777310341732122,0.38882813611374684
long_only,20,79883,-0.013637084852861319,0.3870706738666086
long_only,21,75127,-0.012758110230244044,0.3934979587874665
long_only,22,63366,-0.012434287944193972,0.38578056038354114
long_only,23,58766,-0.009555192502025843,0.39136372064741964
short_only,0,53853,-0.011468903779552144,0.40921047625348383
short_only,1,62782,-0.0017166196446644062,0.4189314180024732
short_only,2,83657,-0.005843305751851622,0.39521338719940075
short_only,3,93980,-0.008225340668589718,0.4002337708589873
short_only,4,130561,-0.004541124007182942,0.351902601017929
short_only,5,112430,-0.003737663793309722,0.38315074549757394
short_only,6,104351,-0.0066798546442174865,0.39407706862476666
short_only,7,119248,-0.004632507215891419,0.40641812064411975
short_only,8,131727,-0.008081548133077467,0.36824030002898434
short_only,9,142156,-0.009385156640431288,0.3714819763844916
short_only,10,139681,-0.016211376555834878,0.3739599252376747
short_only,11,127743,-0.008218528104495443,0.39650754786140135
short_only,12,142011,-0.012012357141334331,0.38997698984429824
short_only,13,175780,-0.0069852077564415875,0.372270477549277
short_only,14,173446,-0.0029043715364716386,0.3829271657997858
short_only,15,143487,-0.005403069699785591,0.4051674973125404
short_only,16,134224,-0.006727686802754416,0.4043039689984517
short_only,17,123458,-0.00932007163642203,0.3966290546561319
short_only,18,104397,-0.014972459172334073,0.3910098529905921
short_only,19,92128,-0.00994540312002328,0.3883465336849388
short_only,20,79883,-0.008897445780453407,0.3861007199941671
short_only,21,75127,-0.007353071681168657,0.3924046038585732
short_only,22,63366,-0.0075426065869318906,0.38467459984715396
short_only,23,58766,-0.005946398035529299,0.38878974219480866
combined,0,53853,-0.006941930204603126,0.4087425170677603
combined,1,62782,0.0036900749306084716,0.41885362195781367
combined,2,83657,-0.0022407492110639643,0.3956438455630734
combined,3,93980,-0.005813483422835423,0.3999596293395047
combined,4,130561,-0.01131239967892443,0.35194263334426684
combined,5,112430,-0.004466015516366066,0.3822018656376868
combined,6,104351,-0.005914820324777874,0.39318442981182095
combined,7,119248,-0.003250498201747161,0.40526005002080234
combined,8,131727,-0.012389869327006853,0.3700567292833033
combined,9,142156,-0.013735066142856321,0.3727697487235798
combined,10,139681,-0.015365472713375801,0.3736111872074124
combined,11,127743,-0.007391236319363739,0.3974997404741837
combined,12,142011,-0.00952621672886717,0.3901288705795073
combined,13,175780,-0.004977925352374336,0.3727652791303602
combined,14,173446,-2.245573523760006e-05,0.3827667087013462
combined,15,143487,-0.0037134572311270635,0.40543060903158046
combined,16,134224,-0.005557298617834263,0.404275437736727
combined,17,123458,-0.00939585438171497,0.39703990421533963
combined,18,104397,-0.014295173018711254,0.3910823075123599
combined,19,92128,-0.00988725189361215,0.3883368591659669
combined,20,79883,-0.008495792790073523,0.38659281183365046
combined,21,75127,-0.00705932538844911,0.3930292177278893
combined,22,63366,-0.0067701184285279825,0.3852852699453363
combined,23,58766,-0.003839161836282952,0.3909661011046502
time_of_day,0,53853,-0.004941394960540793,0.408650139227923
time_of_day,1,62782,-0.005839086136029587,0.41897239843186107
time_of_day,2,83657,0.00024372869383937424,0.39582682328192076
time_of_day,3,93980,-0.00513640606734992,0.3999581373535257
time_of_day,4,130561,-0.0173152615912623,0.3525502488018346
time_of_day,5,112430,-0.011323142069652646,0.3826039384947994
time_of_day,6,104351,-0.009540603011043631,0.39356807691878937
time_of_day,7,119248,-0.0070567193036754055,0.40540501636953674
time_of_day,8,131727,-0.015199800309667728,0.3711126349810722
time_of_day,9,142156,-0.01420598812604125,0.37364549599504554
time_of_day,10,139681,-0.012711097840863416,0.3734979629044637
time_of_day,11,127743,-0.01070234710872096,0.39804031607424334
time_of_day,12,142011,-0.016874212677771984,0.3912049896813646
time_of_day,13,175780,-0.01423033232743376,0.3738738582434965
time_of_day,14,173446,-0.009291139260787363,0.38315939975003654
time_of_day,15,143487,-0.010115508594515682,0.4057853210034282
time_of_day,16,134224,-0.007539548347506062,0.40441361501786793
time_of_day,17,123458,-0.0051968335663251704,0.39699039726435215
time_of_day,18,104397,-0.003560964116600626,0.39038534807595215
time_of_day,19,92128,0.00024492098576911464,0.3879905305638648
time_of_day,20,79883,0.0007746497945868892,0.38635892507639263
time_of_day,21,75127,0.0005594932076241581,0.39288006191592934
time_of_day,22,63366,0.0013364838136767506,0.38522256839074404
time_of_day,23,58766,-0.007322628832520562,0.39124133850912735
