day,block,n,mean_residual
5,0,14585,-0.012624290617958797
5,1,16411,0.0009427502114628796
5,2,20118,-0.0035661283048569223
5,3,22559,0.0042606964645602406
5,4,30204,0.012043493201863563
5,5,34214,0.0011412452200387647
5,6,35953,-0.0008803539190749606
5,7,39781,-0.0007523438645269084
5,8,37734,0.004921643106498471
5,9,40337,0.003287726272692191
5,10,44018,-0.001140728872210378
5,11,48114,0.0013380620820554177
5,12,47613,0.008756895613692594
5,13,46806,0.007894220145606213
5,14,46703,0.004585454490608123
5,15,41428,0.0029037184232430864
5,16,40298,-0.005615790756987822
5,17,36416,-0.009796263772749707
5,18,30689,-0.015627761032380706
5,19,23251,-0.014973577565356095
5,20,20427,-0.015818899442489213
5,21,16446,-0.016317219703440296
5,22,17950,-0.015996215847300946
5,23,15388,-0.006458094560025779
6,0,12513,0.014616744499412604
6,1,14977,0.020645609835716346
6,2,17286,0.005582155107006967
6,3,23981,-0.0003758317557476038
6,4,27458,0.010259833699099354
6,5,33610,0.017418577982078524
6,6,34338,0.016149567908194808
6,7,32242,0.013053262251524521
6,8,32397,0.01659549613111548
6,9,30540,0.014515345652901905
6,10,20392,0.010190218503704288
6,11,23693,0.014645731124346922
6,12,33245,0.015419975731132072
6,13,34620,0.020980959886562605
6,14,20860,0.023316926541813845
6,15,20795,0.014950422640493071
6,16,35801,0.0068417124767404325
6,17,46629,-0.004249110089013296
6,18,40396,-0.013481317370765796
6,19,31801,-0.015010096379907476
6,20,21424,-0.014336867475422031
6,21,18369,-0.00950311152394542
6,22,18679,-0.014200639656633523
6,23,17363,0.0050858274773137565
