day,l_uncal,l_oracle,b_star,improvement,rel_improvement
5,0.42460237490933334,0.4245989626452674,-0.007096814715978202,3.412264065916215e-06,8.036375365646144e-06
6,0.4162689850673695,0.4160944598460571,0.051271043962148106,0.00017452522131239379,0.0004192606885765184
