mix_eta,mix_halflife,dev_imp_wt_ll
1000000.0,10.0,0.4216128302506469
1000000.0,3.0,0.4216128302506469
1000000.0,5.0,0.4216128302506469
150.0,3.0,0.4218808953584298
150.0,10.0,0.4218808953584298
150.0,5.0,0.4218808953584298
60.0,3.0,0.4218855012088626
60.0,5.0,0.4218855012088626
60.0,10.0,0.4218855012088626
30.0,3.0,0.42188703798813415
30.0,10.0,0.42188703798813415
30.0,5.0,0.42188703798813415
10.0,5.0,0.4218880628699448
10.0,3.0,0.4218880628699448
10.0,10.0,0.4218880628699448
