day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,oracle_horizon_A,oracle_horizon_loss_A,oracle_horizon_B,oracle_horizon_loss_B,m5b_low_loss,m5b_high_loss,oracle_persistence
4,expanding,0.3959864096663209,60,expanding,0.40425149229595797,expanding,0.3873839767252701,0.4071183706040209,0.4071183706040209,low
5,expanding,0.3643202693834566,60,expanding,0.36538682553928464,expanding,0.3633077687053118,0.3648294767765023,0.37398027513240445,low
6,expanding,0.38427220751116586,60,expanding,0.3784428418987527,expanding,0.3900013989623611,0.38434028704509243,0.39285280155246677,low
7,expanding,0.3622554761748156,60,expanding,0.3512257776786326,expanding,0.3737813983252235,0.36269598920413104,0.3749800594648517,low
8,expanding,0.3634306502973818,60,expanding,0.36957591074282387,expanding,0.35737486419330294,0.36453078774617614,0.37399873024731234,low
9,expanding,0.35724521008081683,60,expanding,0.3734655553102124,expanding,0.34056424652847683,0.35807879540490634,0.3630358407879471,low
10,expanding,0.3639217251702705,60,expanding,0.37271873902063773,expanding,0.35573608679985164,0.3655956481984286,0.3719067603230851,low
11,expanding,0.36309598034772217,60,expanding,0.34647936904001814,expanding,0.38009355240017473,0.36462718107190406,0.37114271681858,low
12,expanding,0.3538567963505973,60,expanding,0.3578560309991363,expanding,0.34972199442583657,0.3563843188480754,0.3632986462935508,low
13,expanding,0.34585030183318244,60,expanding,0.3422605854348674,expanding,0.3495272178201205,0.3462781689815872,0.3510887908429388,low
14,expanding,0.35883660208820706,60,expanding,0.3626471985233314,expanding,0.3550260056530827,0.3597618557437638,0.3637546252724441,low
15,expanding,0.35642972587461264,60,expanding,0.3521964387705362,expanding,0.3604699640553762,0.35885626168822243,0.3620452915729135,low
16,rolling_14,0.3493063021167819,14,expanding,0.34118815156989585,rolling_14,0.3574183198488699,0.3503453916778953,0.35342206632405815,low
17,expanding,0.35220177737338637,60,expanding,0.34229895773223284,expanding,0.36201260001721,0.3540916287045116,0.3579929741429316,low
18,expanding,0.3490725452146495,60,expanding,0.34826582388969674,expanding,0.3499189413588621,0.3508752210549865,0.3542423257102395,low
19,expanding,0.3335211533690389,60,expanding,0.32903441131270256,expanding,0.33768494226964935,0.33425513753762,0.3374532355427879,low
20,expanding,0.34806257879747976,60,expanding,0.34704793207046114,expanding,0.349007970821946,0.3503702761582963,0.3543546528971947,low
21,expanding,0.3453555622289768,60,expanding,0.3533366332229747,expanding,0.33799825206859047,0.3465583765213499,0.35025377195208,low
22,expanding,0.34238064681199937,60,expanding,0.3348601732035628,expanding,0.3501043764639072,0.34305937280258453,0.3470059841728804,low
23,expanding,0.35844223516895773,60,expanding,0.3546532931600005,expanding,0.36231287943147733,0.35975234927285255,0.36281985281060164,low
24,expanding,0.34959551970735525,60,expanding,0.3442945018191255,expanding,0.3547777277022431,0.3508941916280476,0.35477693190523285,low
25,expanding,0.3544128698234282,60,expanding,0.35213241854987,expanding,0.3568022846390676,0.3564717757775402,0.36224754809985127,low
26,expanding,0.3469934582104843,60,expanding,0.3506528463084591,expanding,0.3432401762923048,0.3482839415498265,0.3536916498072781,low
27,expanding,0.3610304833877975,60,expanding,0.3666162201950553,expanding,0.35536977024755645,0.3616155474103801,0.3652365182392643,low
28,expanding,0.3447753767790153,60,expanding,0.3413009086402151,expanding,0.34834374946210744,0.3460595864245808,0.35004573495788827,low
29,expanding,0.33085871728015537,60,expanding,0.3175614291938734,expanding,0.3443524730211709,0.33253863615603063,0.3370498537615002,low
30,expanding,0.35598806506535235,60,expanding,0.34183034866906364,expanding,0.3698839478691073,0.3576798082304051,0.364368513153619,low
31,expanding,0.34651567764098823,60,expanding,0.3386649687189349,expanding,0.3541699896314826,0.34743609579618223,0.3523855659154059,low
32,expanding,0.3581771689967059,60,expanding,0.3601150162300478,expanding,0.3563546399687117,0.3594416474767334,0.3646923943010922,low
