variant,hidden,lr,weight_decay,dropout,delta_max,dev_imp_wt_ll,seconds,mlp_hidden,rank,cross_dim
v1_transformer,16,0.0003,1e-05,0.0,1.0,0.4170347558566525,42.168601989746094,,,
v1_transformer,16,0.0003,1e-05,0.0,2.0,0.4169656500876881,41.855124711990356,,,
v1_transformer,16,0.0003,1e-05,0.1,1.0,0.4170343760253253,53.860928773880005,,,
v1_transformer,16,0.0003,1e-05,0.1,2.0,0.41696505820089635,54.04341125488281,,,
v1_transformer,16,0.0003,0.0001,0.0,1.0,0.41704555782062014,42.10109901428223,,,
v1_transformer,16,0.0003,0.0001,0.0,2.0,0.41698300409189976,42.32238531112671,,,
v1_transformer,16,0.0003,0.0001,0.1,1.0,0.41704537516965684,54.669010639190674,,,
v1_transformer,16,0.0003,0.0001,0.1,2.0,0.41698291515343927,54.40430474281311,,,
v1_transformer,16,0.001,1e-05,0.0,1.0,0.41680315303700505,42.2134108543396,,,
v1_transformer,16,0.001,1e-05,0.0,2.0,0.4166602906882449,42.49960923194885,,,
v1_transformer,16,0.001,1e-05,0.1,1.0,0.41680233916471815,54.56443548202515,,,
v1_transformer,16,0.001,1e-05,0.1,2.0,0.41666015552272107,54.58545398712158,,,
v1_transformer,16,0.001,0.0001,0.0,1.0,0.4168662895419282,42.74177098274231,,,
v1_transformer,16,0.001,0.0001,0.0,2.0,0.4167035634977692,42.68740224838257,,,
v1_transformer,16,0.001,0.0001,0.1,1.0,0.4168661842921833,54.43216347694397,,,
v1_transformer,16,0.001,0.0001,0.1,2.0,0.4167048930023576,54.22520971298218,,,
v1_transformer,32,0.0003,1e-05,0.0,1.0,0.41704879479563234,62.56456398963928,,,
v1_transformer,32,0.0003,1e-05,0.0,2.0,0.4170162282295995,62.49310231208801,,,
v1_transformer,32,0.0003,1e-05,0.1,1.0,0.4170485798446692,74.41729259490967,,,
v1_transformer,32,0.0003,1e-05,0.1,2.0,0.41701606493120336,74.42899346351624,,,
v1_transformer,32,0.0003,0.0001,0.0,1.0,0.4170606931275463,62.41765022277832,,,
v1_transformer,32,0.0003,0.0001,0.0,2.0,0.41702492268423264,62.38852047920227,,,
v1_transformer,32,0.0003,0.0001,0.1,1.0,0.4170608719237392,74.65679216384888,,,
v1_transformer,32,0.0003,0.0001,0.1,2.0,0.417025096864961,74.64398193359375,,,
v1_transformer,32,0.001,1e-05,0.0,1.0,0.4168736587527486,62.707916498184204,,,
v1_transformer,32,0.001,1e-05,0.0,2.0,0.41674831476800955,62.90125489234924,,,
v1_transformer,32,0.001,1e-05,0.1,1.0,0.41687410426897753,74.82005429267883,,,
v1_transformer,32,0.001,1e-05,0.1,2.0,0.4167477386240666,74.86427140235901,,,
v1_transformer,32,0.001,0.0001,0.0,1.0,0.4169067329446781,62.511687994003296,,,
v1_transformer,32,0.001,0.0001,0.0,2.0,0.41677909576322647,62.52124238014221,,,
v1_transformer,32,0.001,0.0001,0.1,1.0,0.4169079123298595,74.56743550300598,,,
v1_transformer,32,0.001,0.0001,0.1,2.0,0.4167804079960386,74.4926130771637,,,
v1_transformer,64,0.0003,1e-05,0.0,1.0,0.41705538008524334,104.8038580417633,,,
v1_transformer,64,0.0003,1e-05,0.0,2.0,0.4170339314443878,104.88786387443542,,,
v1_transformer,64,0.0003,1e-05,0.1,1.0,0.4170550086953554,116.77537083625793,,,
v1_transformer,64,0.0003,1e-05,0.1,2.0,0.4170330573977038,116.75844430923462,,,
v1_transformer,64,0.0003,0.0001,0.0,1.0,0.4170629813143655,104.54174089431763,,,
v1_transformer,64,0.0003,0.0001,0.0,2.0,0.41702892476091175,104.63959002494812,,,
v1_transformer,64,0.0003,0.0001,0.1,1.0,0.41706260127023087,116.72436237335205,,,
v1_transformer,64,0.0003,0.0001,0.1,2.0,0.4170293574870434,116.51165914535522,,,
v1_transformer,64,0.001,1e-05,0.0,1.0,0.4168891903705157,104.73310661315918,,,
v1_transformer,64,0.001,1e-05,0.0,2.0,0.416751402658041,104.53914523124695,,,
v1_transformer,64,0.001,1e-05,0.1,1.0,0.4168903215733614,116.91699695587158,,,
v1_transformer,64,0.001,1e-05,0.1,2.0,0.41675164248959246,116.87180233001709,,,
v1_transformer,64,0.001,0.0001,0.0,1.0,0.41692679184731035,104.8229866027832,,,
v1_transformer,64,0.001,0.0001,0.0,2.0,0.4168001554371249,104.91115164756775,,,
v1_transformer,64,0.001,0.0001,0.1,1.0,0.41692839953120414,116.7581775188446,,,
v1_transformer,64,0.001,0.0001,0.1,2.0,0.41680293524490153,116.92644047737122,,,
