day,regret,l_long,l_oracle,l_method,captured_gain,denom_negligible
7,0.0027134836737561785,0.3782865726103585,0.37549418832181164,0.3782076719955678,0.028255643434992903,False
8,0.00010074076882060634,0.3859153037028555,0.3858120657740913,0.3859128065429119,0.024188396391673854,False
9,3.6163938715860766e-07,0.40733868154811165,0.4073385993991791,0.40733896103856626,,True
