day,l_uncal,l_oracle,b_star,improvement,rel_improvement
5,0.4256766990364407,0.42565082617626626,0.019533629539583725,2.5872860174414036e-05,6.0780541272237105e-05
6,0.4167807182303507,0.4167804187328501,-0.0021189842132348807,2.9949750057767233e-07,7.185973042355164e-07
