method,block,n,mean_residual,log_loss
expanding,0,53493,-0.009418086017456478,0.40779102352815283
expanding,1,62615,-0.003510562915128302,0.4165290405077945
expanding,2,82863,-0.004573723799876071,0.39720549757052404
expanding,3,93989,-0.0056371738481582265,0.4023969968368181
expanding,4,129362,-0.00613452991230649,0.350296141066392
expanding,5,112641,-0.003937759789838539,0.3796962574674702
expanding,6,104250,-0.005741107680182106,0.3926646083434842
expanding,7,119339,-0.001714617443564055,0.40949153456580084
expanding,8,131667,-0.005482355805506631,0.3717392056831575
expanding,9,142318,-0.00756634027249736,0.371393071921723
expanding,10,139797,-0.015978549792912817,0.3729164482901393
expanding,11,127838,-0.007270611772884149,0.39892605793337077
expanding,12,142686,-0.012696654771685132,0.3910965535054426
expanding,13,174934,-0.007199639517839509,0.37484448872990067
expanding,14,174054,-0.003815466995415777,0.3832181907641036
expanding,15,143529,-0.00779630155477342,0.4054963211692089
expanding,16,134862,-0.008968068147869991,0.4038153065787892
expanding,17,123158,-0.012396330064197747,0.39599687912886145
expanding,18,105038,-0.014628421229538694,0.39554285078618956
expanding,19,92367,-0.01363374563425341,0.3863547873641906
expanding,20,79559,-0.012603818611029636,0.38738179074735823
expanding,21,74803,-0.012913746147875412,0.38930090298345954
expanding,22,63107,-0.009527810188773462,0.3899002672591261
expanding,23,58943,-0.009605531279790058,0.3899512657355232
long_only,0,53493,-0.007902034679455763,0.4083665794902325
long_only,1,62615,-0.0036639293903254536,0.4163239886530751
long_only,2,82863,-0.007168445715511245,0.39882820546159775
long_only,3,93989,-0.006137356297468465,0.4028115380547468
long_only,4,129362,-0.00910863628365299,0.3501842205196599
long_only,5,112641,-0.006648471742674986,0.3795526410580752
long_only,6,104250,-0.008458415855505134,0.3934393749498929
long_only,7,119339,-0.004680525493148796,0.41017028601546335
long_only,8,131667,-0.017665253357731562,0.37553197571512104
long_only,9,142318,-0.020117962162511716,0.3752912423627572
long_only,10,139797,-0.022232840294275094,0.37466318786286473
long_only,11,127838,-0.012212339863131883,0.40125379555936386
long_only,12,142686,-0.014013747190906969,0.39208068285976394
long_only,13,174934,-0.010294893487710637,0.3761508320579336
long_only,14,174054,-0.007243372862068766,0.38350540408565464
long_only,15,143529,-0.01024411792216099,0.4061756793258566
long_only,16,134862,-0.012052822917557732,0.4046664345529855
long_only,17,123158,-0.01678547354395172,0.39759802316808035
long_only,18,105038,-0.017552253609562918,0.39720104917246174
long_only,19,92367,-0.01597516189972819,0.387885181130283
long_only,20,79559,-0.014709266495413115,0.38916893388024426
long_only,21,74803,-0.014843892869583852,0.391548228223899
long_only,22,63107,-0.011308011230937722,0.3911550019029928
long_only,23,58943,-0.011493863212793321,0.3923236991514484
short_only,0,53493,-0.00941808601745648,0.40779102352815283
short_only,1,62615,-0.003498132575280317,0.4165284961097696
short_only,2,82863,-0.004559048029002774,0.39720596984462797
short_only,3,93989,-0.005614982878809552,0.4023961691732893
short_only,4,129362,-0.006110088434366324,0.3502947264481172
short_only,5,112641,-0.0039044972768406223,0.37969510971512915
short_only,6,104250,-0.00570166118137802,0.3926630249960419
short_only,7,119339,-0.0016667097653282955,0.4094909649582761
short_only,8,131667,-0.005436926480337586,0.3717371291056713
short_only,9,142318,-0.007514167307758257,0.37138977854594313
short_only,10,139797,-0.015913350186460732,0.37290764576557034
short_only,11,127838,-0.007185448053547455,0.39892162301175926
short_only,12,142686,-0.012602435035595216,0.39108796418139224
short_only,13,174934,-0.007096034126856611,0.37483852605605117
short_only,14,174054,-0.0037011527787148973,0.3832149048387011
short_only,15,143529,-0.007667761406867951,0.4054888604939407
short_only,16,134862,-0.008829071183139196,0.4038059804455597
short_only,17,123158,-0.012248041083552577,0.3959827762681299
short_only,18,105038,-0.014461332856178804,0.39552455317257085
short_only,19,92367,-0.013452685994249855,0.3863358590888358
short_only,20,79559,-0.01240669898227269,0.3873622979720854
short_only,21,74803,-0.012697330312674181,0.38927881241740747
short_only,22,63107,-0.009300507049326365,0.38988341864922527
short_only,23,58943,-0.009367047955289396,0.38993306132764716
combined,0,53493,-0.007902034679455765,0.4083665794902325
combined,1,62615,-0.003652064391711485,0.416322914013691
combined,2,82863,-0.007148440382570554,0.3988244038463395
combined,3,93989,-0.006117764155467524,0.4028082618162157
combined,4,129362,-0.009093622107183402,0.3501815953033138
combined,5,112641,-0.006604894898642701,0.37954673390861315
combined,6,104250,-0.008402255579601255,0.39342709202328213
combined,7,119339,-0.004607325514841204,0.41015981011154173
combined,8,131667,-0.01757443603655502,0.37550284339019985
combined,9,142318,-0.020003228478975132,0.37525168987187446
combined,10,139797,-0.02211361785448605,0.3746309774674011
combined,11,127838,-0.012055688929027267,0.4012166615663714
combined,12,142686,-0.013844949636135183,0.39204516191433714
combined,13,174934,-0.01008823892086241,0.37611363011627885
combined,14,174054,-0.0070383922788316644,0.38347872848658937
combined,15,143529,-0.010037436612809788,0.40614524241674665
combined,16,134862,-0.011818761206934768,0.4046266821934438
combined,17,123158,-0.016521441338210183,0.3975408116361141
combined,18,105038,-0.017278824174023762,0.3971358466404076
combined,19,92367,-0.01569235487661501,0.38782245990269765
combined,20,79559,-0.01440627676642177,0.3891062245507316
combined,21,74803,-0.014512216155559874,0.39147787051359745
combined,22,63107,-0.010999941063082622,0.3911043331177693
combined,23,58943,-0.011169698479829973,0.3922715670036635
time_of_day,0,53493,0.003702446260814111,0.4082989976272723
time_of_day,1,62615,-0.006402460594984759,0.4166319397655468
time_of_day,2,82863,-0.0021424875867357977,0.39980813052401076
time_of_day,3,93989,-0.00236832836602475,0.40296117230204376
time_of_day,4,129362,-0.011123236558087408,0.35056996952250014
time_of_day,5,112641,-0.007540253950334253,0.3798443532235704
time_of_day,6,104250,-0.006899534018160975,0.39396121123613315
time_of_day,7,119339,-0.004094212442899512,0.410492130174646
time_of_day,8,131667,-0.015594967079833027,0.3771715217170547
time_of_day,9,142318,-0.016263988065353455,0.37692733309036947
time_of_day,10,139797,-0.015105188835565421,0.37453988421970746
time_of_day,11,127838,-0.010428966225983658,0.4023228116338485
time_of_day,12,142686,-0.017161606408145645,0.39351944850183856
time_of_day,13,174934,-0.012317133070770472,0.37730670146503104
time_of_day,14,174054,-0.010623508238066693,0.38441461838769686
time_of_day,15,143529,-0.008316673916708341,0.40650804426910797
time_of_day,16,134862,-0.006178959915290682,0.4046604042767973
time_of_day,17,123158,-0.003363479478763246,0.3969642305606714
time_of_day,18,105038,0.0010923199837623199,0.3963335218030452
time_of_day,19,92367,0.0035659961763321434,0.38712801845039635
time_of_day,20,79559,0.005310876401702198,0.3885849941181142
time_of_day,21,74803,0.004098706742303036,0.39103135375650433
time_of_day,22,63107,0.006771610339794693,0.39084805589535415
time_of_day,23,58943,-0.0030672274529675975,0.3921497061170057
