day,selected_window
7,expanding
8,rolling_7
9,rolling_3
10,rolling_3
11,rolling_3
12,rolling_3
13,rolling_3
14,rolling_3
15,rolling_3
16,expanding
17,expanding
18,expanding
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_7
26,rolling_7
27,rolling_7
28,rolling_7
29,rolling_7
30,rolling_7
31,rolling_7
32,expanding
33,expanding
34,expanding
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_3
40,expanding
41,expanding
42,expanding
43,expanding
44,rolling_3
45,rolling_3
46,rolling_3
47,rolling_3
48,rolling_3
49,rolling_7
50,rolling_7
51,rolling_7
52,rolling_7
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,expanding
58,expanding
59,expanding
60,rolling_3
61,rolling_3
62,rolling_3
63,rolling_3
64,rolling_3
65,rolling_3
66,expanding
67,expanding
68,expanding
69,expanding
70,expanding
71,rolling_3
72,rolling_3
73,expanding
74,expanding
75,rolling_14
76,rolling_3
77,rolling_3
78,rolling_3
79,rolling_3
80,rolling_3
81,rolling_3
82,rolling_7
83,rolling_7
84,rolling_7
85,rolling_7
86,rolling_7
87,rolling_7
88,rolling_7
89,rolling_7
90,rolling_7
91,expanding
92,expanding
93,expanding
94,rolling_3
95,rolling_3
96,rolling_3
97,rolling_3
98,rolling_3
99,rolling_3
100,rolling_7
101,expanding
102,expanding
103,expanding
104,rolling_3
105,rolling_3
106,rolling_3
107,rolling_3
108,rolling_3
109,rolling_3
110,expanding
111,expanding
112,expanding
113,rolling_3
114,rolling_3
115,rolling_3
116,rolling_3
117,rolling_3
118,rolling_3
119,rolling_7
