day,beta,beta_std,beta_A,beta_B
4,0.2689414322376251,0.0,0.2689414322376251,0.2689414322376251
5,0.1962652951478958,0.017820416018366814,0.19904924929141998,0.19362246990203857
6,0.4504181444644928,0.009257514961063862,0.4494754672050476,0.4513311982154846
7,0.8106297254562378,0.023815635591745377,0.8049694299697876,0.8159530162811279
8,0.8894866704940796,0.02252134121954441,0.8841212391853333,0.8948663473129272
9,0.7849239706993103,0.032243724912405014,0.775848925113678,0.7940232157707214
10,0.3960110545158386,0.015546211041510105,0.3887909948825836,0.4031640589237213
11,0.30077803134918213,0.014453267678618431,0.2939966022968292,0.3074875473976135
12,0.5630363821983337,0.025139153003692627,0.5507248640060425,0.57549649477005
13,0.7605738639831543,0.032157331705093384,0.7486315369606018,0.7723895311355591
14,0.7006252408027649,0.030979430302977562,0.6878638863563538,0.7128208875656128
15,0.4225626587867737,0.01781553030014038,0.4111548960208893,0.4345313608646393
16,0.1864197552204132,0.016035588458180428,0.1821976602077484,0.1906985342502594
17,0.11137137562036514,0.015472081489861012,0.10929660499095917,0.11341322958469391
18,0.0975586548447609,0.015695756301283836,0.09659081697463989,0.09851495176553726
19,0.09145619720220566,0.014699981547892094,0.09017237275838852,0.09277822822332382
20,0.0972038060426712,0.01390064600855112,0.09721355140209198,0.09719319641590118
21,0.10994425415992737,0.013953219167888165,0.11025746166706085,0.10963436216115952
22,0.14364837110042572,0.014880893751978874,0.14401711523532867,0.14326661825180054
23,0.18845121562480927,0.014507711865007877,0.18966268002986908,0.1872589886188507
24,0.2503839433193207,0.01238685380667448,0.25151970982551575,0.24923142790794373
25,0.29189810156822205,0.009449727833271027,0.29286137223243713,0.2909909188747406
26,0.4950220584869385,0.016831330955028534,0.4928589165210724,0.4972113370895386
27,0.6686891317367554,0.029473455622792244,0.6640843152999878,0.6734883189201355
28,0.6893971562385559,0.02990816719830036,0.6850680112838745,0.6936858892440796
29,0.6100769639015198,0.025859594345092773,0.6054937243461609,0.6146848201751709
30,0.5459517240524292,0.01998896524310112,0.5420610308647156,0.5496699810028076
31,0.578730046749115,0.021375130861997604,0.5751791596412659,0.5825307965278625
32,0.675154447555542,0.02779972366988659,0.6710548400878906,0.6792705059051514
33,0.7489343285560608,0.02905314229428768,0.7469871044158936,0.7509447932243347
34,0.7788360714912415,0.027595672756433487,0.7773157358169556,0.7803525328636169
35,0.7993707656860352,0.02577865868806839,0.7973761558532715,0.8013182878494263
36,0.8169201612472534,0.02400433085858822,0.8139601349830627,0.8199278116226196
37,0.8252325654029846,0.023165615275502205,0.823117733001709,0.8273558616638184
38,0.8142055869102478,0.021905159577727318,0.8117480278015137,0.8166630864143372
39,0.7687979936599731,0.021192431449890137,0.7666025757789612,0.7708219289779663
40,0.7788740992546082,0.020518135279417038,0.7755900025367737,0.7821844220161438
41,0.8514988422393799,0.01967204175889492,0.8469108939170837,0.8560503125190735
42,0.9151288866996765,0.015819374471902847,0.9105970859527588,0.919678807258606
43,0.9430034160614014,0.012611964717507362,0.938967764377594,0.9468500018119812
