method,day,n,log_loss,brier,ece,clicks
long_only,7,5287222,0.3754848065813655,0.11531909039548734,0.0152191104802043,804622
long_only,8,3832608,0.38564060274344997,0.11894063089976797,0.009634389372951177,600041
long_only,9,4218938,0.40614232058296806,0.1264183870502952,0.01189477531160557,714185
ops,7,5287222,0.3743081888644871,0.1151450681363869,0.010508648225887832,804622
ops,8,3832608,0.3852596767313161,0.11889383962234078,0.006962456003290848,600041
ops,9,4218938,0.4057741465579025,0.12636581306959782,0.00975088714690366,714185
dualtime,7,5287222,0.3744524325778813,0.11514267684106448,0.011503330813594956,804622
dualtime,8,3832608,0.3853796636643465,0.11890455890967563,0.008220329209487207,600041
dualtime,9,4218938,0.40589670381746984,0.12638487719522606,0.010010756817705068,714185
frozen_v5,7,5287222,0.3741798055299472,0.11520327334254402,0.008564478496043885,804622
frozen_v5,8,3832608,0.38519187404631455,0.11890111326349903,0.0038521661801799276,600041
frozen_v5,9,4218938,0.40549744973675306,0.12635679146794393,0.006359417939033938,714185
