day,learner,auc,log_loss,brier,pr_auc,mean_pred,true_rate,calib_error,margin,mean_abs_logit,std_logit,max_abs_logit
29,slow,0.8644780349275688,1.7947983741760254,0.1721973866224289,0.6759465853838893,0.25856173038482666,0.256,0.002561730384826655,41.17430877685547,32.73637390136719,35.94245910644531,191.68336486816406
29,fast,0.8653732172192353,1.7542086839675903,0.17079539597034454,0.6803752826072885,0.2524128556251526,0.256,0.0035871443748474174,40.16480255126953,32.200286865234375,35.016353607177734,188.45176696777344
30,working,0.8825903779795959,1.6449100971221924,0.15910637378692627,0.7469041325859674,0.24990661442279816,0.27366666666666667,0.023760052243868512,48.09740447998047,37.010379791259766,39.85420608520508,226.23524475097656
30,slow,0.8825903779795959,1.6449100971221924,0.15910637378692627,0.7469041325859674,0.24990661442279816,0.27366666666666667,0.023760052243868512,48.09740447998047,37.010379791259766,39.85420608520508,226.23524475097656
30,fast,0.8822533104447894,1.6296842098236084,0.1597607284784317,0.7397539098816839,0.2685425877571106,0.27366666666666667,0.0051240789095560735,46.367645263671875,34.860347747802734,38.46631622314453,215.77423095703125
31,working,0.8843430112126102,1.8066067695617676,0.16526667773723602,0.7038568167670979,0.2762523591518402,0.26566666666666666,0.010585692485173548,54.080684661865234,40.18805694580078,44.83504104614258,227.2400665283203
31,slow,0.8843430112126102,1.8066067695617676,0.16526667773723602,0.7038568167670979,0.2762523591518402,0.26566666666666666,0.010585692485173548,54.080684661865234,40.18805694580078,44.83504104614258,227.2400665283203
31,fast,0.8843393091774591,1.7740790843963623,0.16346268355846405,0.7046364254601387,0.272551029920578,0.26566666666666666,0.006884363253911341,52.57966995239258,39.21624755859375,43.621063232421875,222.8695831298828
32,working,0.8906891275312329,1.7468671798706055,0.15438349545001984,0.720569606820219,0.2565024197101593,0.259,0.0024975802898407062,62.80736541748047,47.624183654785156,51.41905212402344,271.03131103515625
32,slow,0.8906891275312329,1.7468671798706055,0.15438349545001984,0.720569606820219,0.2565024197101593,0.259,0.0024975802898407062,62.80736541748047,47.624183654785156,51.41905212402344,271.03131103515625
32,fast,0.8909458909458909,1.7248892784118652,0.154892235994339,0.7204373259822013,0.2610960602760315,0.259,0.002096060276031486,60.92033004760742,45.87943649291992,49.846282958984375,261.84814453125
33,working,0.8748786159628339,1.958943247795105,0.1663883626461029,0.6847013048937206,0.25197625160217285,0.26566666666666666,0.01369041506449381,66.12061309814453,51.51824951171875,57.074623107910156,347.2568664550781
33,slow,0.8748786159628339,1.958943247795105,0.1663883626461029,0.6847013048937206,0.25197625160217285,0.26566666666666666,0.01369041506449381,66.12061309814453,51.51824951171875,57.074623107910156,347.2568664550781
33,fast,0.8759055035593645,1.9422475099563599,0.16599079966545105,0.6883120300385555,0.24483835697174072,0.26566666666666666,0.02082830969492594,64.89813995361328,51.00837326049805,55.89053726196289,340.5074157714844
34,working,0.8834301537955442,1.9310604333877563,0.15706907212734222,0.7094174682082867,0.2675427794456482,0.2703333333333333,0.002790553887685121,77.66488647460938,59.191490173339844,65.64471435546875,399.4580993652344
34,slow,0.8834301537955442,1.9310604333877563,0.15706907212734222,0.7094174682082867,0.2675427794456482,0.2703333333333333,0.002790553887685121,77.66488647460938,59.191490173339844,65.64471435546875,399.4580993652344
34,fast,0.884544908152465,1.9183059930801392,0.1606362760066986,0.710086903302701,0.2797730267047882,0.2703333333333333,0.009439693371454894,74.9218978881836,56.26836395263672,63.41774368286133,384.3713073730469
35,working,0.8704602180370009,2.0823521614074707,0.16875793039798737,0.673553660698325,0.2675454318523407,0.2623333333333333,0.005212098519007391,82.4403076171875,63.928009033203125,72.87425994873047,466.9686279296875
35,slow,0.8704602180370009,2.0823521614074707,0.16875793039798737,0.673553660698325,0.2675454318523407,0.2623333333333333,0.005212098519007391,82.4403076171875,63.928009033203125,72.87425994873047,466.9686279296875
35,fast,0.8700617409772794,2.0645198822021484,0.16850820183753967,0.6691555918343006,0.27063679695129395,0.2623333333333333,0.008303463617960638,80.19403076171875,61.731327056884766,70.82884979248047,457.63226318359375
36,working,0.8679813232164627,2.138115406036377,0.1743743121623993,0.6850892312159629,0.27420440316200256,0.27366666666666667,0.0005377364953358943,89.21261596679688,68.45149993896484,77.98827362060547,421.82257080078125
36,slow,0.8679813232164627,2.138115406036377,0.1743743121623993,0.6850892312159629,0.27420440316200256,0.27366666666666667,0.0005377364953358943,89.21261596679688,68.45149993896484,77.98827362060547,421.82257080078125
36,fast,0.8697899169293427,2.096972942352295,0.17144547402858734,0.6924224949325896,0.26710155606269836,0.27366666666666667,0.006565110603968305,87.54403686523438,67.34919738769531,76.34246063232422,416.490966796875
37,working,0.8872757749479088,2.061500072479248,0.1638914793729782,0.7129794086880129,0.29330211877822876,0.278,0.015302118778228735,99.91732788085938,73.00113677978516,84.20868682861328,473.3106994628906
37,slow,0.8872757749479088,2.061500072479248,0.1638914793729782,0.7129794086880129,0.29330211877822876,0.278,0.015302118778228735,99.91732788085938,73.00113677978516,84.20868682861328,473.3106994628906
37,fast,0.888572244697317,2.0221407413482666,0.16180309653282166,0.7179360719281719,0.2893485724925995,0.278,0.011348572492599462,97.97947692871094,71.81746673583984,82.47925567626953,465.73858642578125
38,working,0.8793808620009733,2.1373097896575928,0.16449585556983948,0.6904135749366617,0.2563280761241913,0.26066666666666666,0.0043385905424753735,108.27589416503906,83.47106170654297,92.79943084716797,541.3734741210938
38,slow,0.8793808620009733,2.1373097896575928,0.16449585556983948,0.6904135749366617,0.2563280761241913,0.26066666666666666,0.0043385905424753735,108.27589416503906,83.47106170654297,92.79943084716797,541.3734741210938
38,fast,0.8795947594547288,2.131999969482422,0.16595594584941864,0.6898389526670126,0.26012489199638367,0.26066666666666666,0.0005417746702829906,105.64822387695312,80.79544067382812,90.56807708740234,533.8084106445312
39,working,0.8743261257175896,2.1458559036254883,0.16514070332050323,0.6750425484459699,0.27616122364997864,0.25633333333333336,0.01982789031664528,117.53716278076172,90.95598602294922,103.63538360595703,597.221435546875
39,slow,0.8743261257175896,2.1458559036254883,0.16514070332050323,0.6750425484459699,0.27616122364997864,0.25633333333333336,0.01982789031664528,117.53716278076172,90.95598602294922,103.63538360595703,597.221435546875
39,fast,0.8752817463347475,2.127835988998413,0.16637814044952393,0.6778719224077797,0.27687156200408936,0.25633333333333336,0.020538228670755998,115.27919006347656,89.03330993652344,101.475830078125,588.72705078125
40,working,0.8798525203760752,2.1052629947662354,0.15997157990932465,0.6971836479014079,0.23963609337806702,0.26466666666666666,0.025030573288599645,131.51608276367188,102.86253356933594,114.05681610107422,694.79541015625
40,slow,0.8798525203760752,2.1052629947662354,0.15997157990932465,0.6971836479014079,0.23963609337806702,0.26466666666666666,0.025030573288599645,131.51608276367188,102.86253356933594,114.05681610107422,694.79541015625
40,fast,0.8812495575382915,2.084932565689087,0.15734393894672394,0.6987109175871257,0.24413734674453735,0.26466666666666666,0.020529319922129308,128.56637573242188,99.91070556640625,111.4706802368164,680.4768676757812
41,working,0.886073593042039,2.154703378677368,0.15956367552280426,0.7037149574215018,0.2735040783882141,0.2723333333333333,0.0011707450548807952,143.36460876464844,106.2775650024414,122.81968688964844,629.9208984375
41,slow,0.886073593042039,2.154703378677368,0.15956367552280426,0.7037149574215018,0.2735040783882141,0.2723333333333333,0.0011707450548807952,143.36460876464844,106.2775650024414,122.81968688964844,629.9208984375
41,fast,0.8878378098032477,2.1372666358947754,0.16030652821063995,0.7078519700052833,0.27490508556365967,0.2723333333333333,0.002571752230326352,140.44175720214844,103.69342041015625,120.30169677734375,617.06396484375
42,working,0.8832043635092057,2.0241265296936035,0.15432000160217285,0.6925865572394339,0.27677270770072937,0.2643333333333333,0.012439374367396061,153.295654296875,114.48004913330078,134.65191650390625,755.6070556640625
42,slow,0.8832043635092057,2.0241265296936035,0.15432000160217285,0.6925865572394339,0.27677270770072937,0.2643333333333333,0.012439374367396061,153.295654296875,114.48004913330078,134.65191650390625,755.6070556640625
42,fast,0.8840111510378247,1.997044324874878,0.1518428474664688,0.691659676791487,0.27647942304611206,0.2643333333333333,0.012146089712778751,150.54507446289062,112.25870513916016,131.9601287841797,736.3671264648438
43,working,0.877004441300068,2.146897554397583,0.16114340722560883,0.6579967836864506,0.265273779630661,0.25066666666666665,0.014607112963994362,166.23635864257812,128.1085968017578,147.98330688476562,892.6292724609375
43,slow,0.877004441300068,2.146897554397583,0.16114340722560883,0.6579967836864506,0.265273779630661,0.25066666666666665,0.014607112963994362,166.23635864257812,128.1085968017578,147.98330688476562,892.6292724609375
43,fast,0.8766495158817292,2.1465063095092773,0.16105486452579498,0.6553177547512236,0.2662414014339447,0.25066666666666665,0.015574734767278053,163.1577606201172,125.45121765136719,145.2600860595703,877.577880859375
44,working,0.8758605646938159,2.1587162017822266,0.1587441861629486,0.6864113875532531,0.2524119019508362,0.2673333333333333,0.01492143138249713,171.6389923095703,132.33938598632812,152.4725341796875,811.6719970703125
44,slow,0.8758605646938159,2.1587162017822266,0.1587441861629486,0.6864113875532531,0.2524119019508362,0.2673333333333333,0.01492143138249713,171.6389923095703,132.33938598632812,152.4725341796875,811.6719970703125
44,fast,0.8779444700351032,2.1498444080352783,0.15956278145313263,0.6881903449456354,0.25576072931289673,0.2673333333333333,0.011572604020436583,168.6248779296875,129.60549926757812,149.63954162597656,801.3239135742188
45,working,0.8750423162787293,2.170743703842163,0.15763245522975922,0.6784281638040564,0.26197582483291626,0.264,0.0020241751670837527,183.6560821533203,141.20484924316406,168.59902954101562,1022.9916381835938
45,slow,0.8750423162787293,2.170743703842163,0.15763245522975922,0.6784281638040564,0.26197582483291626,0.264,0.0020241751670837527,183.6560821533203,141.20484924316406,168.59902954101562,1022.9916381835938
45,fast,0.8752358846618358,2.1697285175323486,0.15846052765846252,0.68029370198242,0.2592036724090576,0.264,0.004796327590942395,181.01719665527344,139.43405151367188,166.04391479492188,1012.3782958984375
46,working,0.8903627251740558,2.0517590045928955,0.1533876359462738,0.7153604171690344,0.2729847729206085,0.277,0.0040152270793915035,206.92437744140625,153.3777618408203,186.74066162109375,1096.5517578125
46,slow,0.8903627251740558,2.0517590045928955,0.1533876359462738,0.7153604171690344,0.2729847729206085,0.277,0.0040152270793915035,206.92437744140625,153.3777618408203,186.74066162109375,1096.5517578125
46,fast,0.8920068862247211,2.020329475402832,0.15209151804447174,0.7183190052727071,0.2720997631549835,0.277,0.0049002368450165035,204.03416442871094,151.0499725341797,183.97140502929688,1081.401123046875
47,working,0.8815957001031459,2.2300190925598145,0.16324639320373535,0.6756725756175714,0.2830432951450348,0.2613333333333333,0.021709961811701484,211.7217559814453,158.97874450683594,192.68699645996094,1354.9290771484375
47,slow,0.8815957001031459,2.2300190925598145,0.16324639320373535,0.6756725756175714,0.2830432951450348,0.2613333333333333,0.021709961811701484,211.7217559814453,158.97874450683594,192.68699645996094,1354.9290771484375
47,fast,0.8830502191851469,2.208566188812256,0.1636580228805542,0.6805315716969536,0.2834230959415436,0.2613333333333333,0.022089762608210273,208.73472595214844,156.6900177001953,189.7994384765625,1342.4471435546875
48,working,0.8853460227272727,2.094632387161255,0.1563013792037964,0.6944312927912235,0.2750929296016693,0.26666666666666666,0.008426262935002649,232.3839569091797,174.05747985839844,211.5784454345703,1279.25048828125
48,slow,0.8853460227272727,2.094632387161255,0.1563013792037964,0.6944312927912235,0.2750929296016693,0.26666666666666666,0.008426262935002649,232.3839569091797,174.05747985839844,211.5784454345703,1279.25048828125
48,fast,0.8854178977272726,2.081944704055786,0.1545569896697998,0.6968686121101331,0.2776261270046234,0.26666666666666666,0.01095946033795675,227.91082763671875,170.06126403808594,207.6420135498047,1264.527099609375
49,working,0.8735963068181819,2.2083232402801514,0.16051548719406128,0.6838569508051229,0.2534172236919403,0.26666666666666666,0.013249442974726355,247.04258728027344,190.6392059326172,226.71139526367188,1463.3759765625
49,slow,0.8735963068181819,2.2083232402801514,0.16051548719406128,0.6838569508051229,0.2534172236919403,0.26666666666666666,0.013249442974726355,247.04258728027344,190.6392059326172,226.71139526367188,1463.3759765625
49,fast,0.8741539772727271,2.191488027572632,0.16110332310199738,0.6889428782524966,0.2513405680656433,0.26666666666666666,0.015326098601023352,243.74232482910156,188.33184814453125,223.57666015625,1446.359130859375
50,working,0.8801263875870419,2.1185462474823,0.15060852468013763,0.6732967835951306,0.2561243176460266,0.25533333333333336,0.0007909843126932548,265.1694641113281,204.59112548828125,246.76657104492188,1493.9754638671875
50,slow,0.8801263875870419,2.1185462474823,0.15060852468013763,0.6732967835951306,0.2561243176460266,0.25533333333333336,0.0007909843126932548,265.1694641113281,204.59112548828125,246.76657104492188,1493.9754638671875
50,fast,0.8804974626645878,2.1207363605499268,0.15032801032066345,0.6747111230251156,0.25903433561325073,0.25533333333333336,0.003701002279917376,260.119384765625,200.3482666015625,242.34356689453125,1468.4837646484375
