day,learner,auc,log_loss,brier,pr_auc,mean_pred,true_rate,calib_error,margin,mean_abs_logit,std_logit,max_abs_logit
4,working,0.6703909422788208,0.6317451000213623,0.20269723236560822,0.410979728781662,0.282710462808609,0.26066666666666666,0.02204379614194235,1.1474299430847168,1.9838626384735107,1.9498610496520996,9.168133735656738
4,slow,0.6703909422788208,0.6317451000213623,0.20269723236560822,0.410979728781662,0.282710462808609,0.26066666666666666,0.02204379614194235,1.1474299430847168,1.9838626384735107,1.9498610496520996,9.168133735656738
4,fast,0.6683903380617546,0.6082478761672974,0.195264533162117,0.410884936364302,0.2551659047603607,0.26066666666666666,0.00550076190630594,1.0235596895217896,1.935976266860962,1.752320647239685,8.530570030212402
5,working,0.6891758276435155,0.683114230632782,0.2006043940782547,0.4163334028684865,0.22654299437999725,0.25533333333333336,0.028790338953336103,1.664064645767212,2.822417974472046,2.5859131813049316,12.02231502532959
5,slow,0.6891758276435155,0.683114230632782,0.2006043940782547,0.4163334028684865,0.22654299437999725,0.25533333333333336,0.028790338953336103,1.664064645767212,2.822417974472046,2.5859131813049316,12.02231502532959
5,fast,0.6878422948451537,0.6489102244377136,0.19847925007343292,0.41445825685265764,0.24005164206027985,0.25533333333333336,0.01528169127305351,1.4948225021362305,2.5142245292663574,2.3344218730926514,10.973328590393066
6,working,0.7136779018022841,0.7336178421974182,0.2052193582057953,0.49606518002534966,0.23191072046756744,0.2743333333333333,0.042422612865765874,2.3636250495910645,3.3274190425872803,3.1476352214813232,14.29520320892334
6,slow,0.7136779018022841,0.7336178421974182,0.2052193582057953,0.49606518002534966,0.23191072046756744,0.2743333333333333,0.042422612865765874,2.3636250495910645,3.3274190425872803,3.1476352214813232,14.29520320892334
6,fast,0.7145156672179211,0.6839074492454529,0.20177042484283447,0.49617707828764623,0.25084683299064636,0.2743333333333333,0.023486500342686956,2.1335904598236084,2.9191627502441406,2.8365259170532227,12.701448440551758
7,working,0.7036214491734245,0.7890307903289795,0.2103598415851593,0.47418005190165813,0.24864400923252106,0.26466666666666666,0.016022657434145604,2.4912595748901367,3.542722225189209,3.4850175380706787,14.232780456542969
7,slow,0.7036214491734245,0.7890307903289795,0.2103598415851593,0.47418005190165813,0.24864400923252106,0.26466666666666666,0.016022657434145604,2.4912595748901367,3.542722225189209,3.4850175380706787,14.232780456542969
7,fast,0.7031013425715531,0.7502503395080566,0.2071886658668518,0.47425857059804866,0.25190481543540955,0.26466666666666666,0.012761851231257115,2.288466691970825,3.2681236267089844,3.2149133682250977,13.478403091430664
8,working,0.7298326166757592,0.813989520072937,0.21540093421936035,0.47306270374843457,0.26307809352874756,0.2723333333333333,0.009255239804585758,3.082751750946045,3.8914437294006348,3.944040298461914,18.636606216430664
8,slow,0.7298326166757592,0.813989520072937,0.21540093421936035,0.47306270374843457,0.26307809352874756,0.2723333333333333,0.009255239804585758,3.082751750946045,3.8914437294006348,3.944040298461914,18.636606216430664
8,fast,0.7304311551765029,0.7740522623062134,0.21275395154953003,0.4749239686251023,0.2699524760246277,0.2723333333333333,0.0023808573087056306,2.884352684020996,3.6043272018432617,3.6812102794647217,17.756502151489258
9,working,0.7333325268403736,0.8086071610450745,0.20336921513080597,0.5171209297303432,0.24409806728363037,0.261,0.01690193271636964,3.4519519805908203,4.254064559936523,4.204616546630859,20.18686866760254
9,slow,0.7333325268403736,0.8086071610450745,0.20336921513080597,0.5171209297303432,0.24409806728363037,0.261,0.01690193271636964,3.4519519805908203,4.254064559936523,4.204616546630859,20.18686866760254
9,fast,0.7330502543045122,0.7707453370094299,0.20244987308979034,0.5157632839412357,0.2520345151424408,0.261,0.008965484857559214,3.215679883956909,3.9327590465545654,3.923581123352051,18.916099548339844
10,working,0.7623363793245885,0.7908207178115845,0.19902722537517548,0.5321294712591447,0.2743421494960785,0.26266666666666666,0.011675482829411832,4.282938480377197,4.536921977996826,4.749028205871582,21.434368133544922
10,slow,0.7623363793245885,0.7908207178115845,0.19902722537517548,0.5321294712591447,0.2743421494960785,0.26266666666666666,0.011675482829411832,4.282938480377197,4.536921977996826,4.749028205871582,21.434368133544922
10,fast,0.7621384510882038,0.7566174864768982,0.19673407077789307,0.5331486683653479,0.27477672696113586,0.26266666666666666,0.012110060294469205,4.025447368621826,4.269989490509033,4.4670329093933105,20.468170166015625
11,working,0.7603189241157369,0.9206663370132446,0.20617464184761047,0.5448676989399919,0.24734050035476685,0.27266666666666667,0.025326166311899823,4.9986677169799805,5.518588542938232,5.576982498168945,27.35481834411621
11,slow,0.7603189241157369,0.9206663370132446,0.20617464184761047,0.5448676989399919,0.24734050035476685,0.27266666666666667,0.025326166311899823,4.9986677169799805,5.518588542938232,5.576982498168945,27.35481834411621
11,fast,0.7605234201143385,0.8734913468360901,0.20469067990779877,0.5454852277454684,0.254595547914505,0.27266666666666667,0.018071118752161663,4.701004981994629,5.130192756652832,5.243648052215576,25.70869255065918
12,working,0.7672474154135338,0.8915901780128479,0.19221414625644684,0.53053759054945,0.2369680553674698,0.25333333333333335,0.016365277965863567,5.308742046356201,5.832274913787842,5.804050445556641,23.630451202392578
12,slow,0.7672474154135338,0.8915901780128479,0.19221414625644684,0.53053759054945,0.2369680553674698,0.25333333333333335,0.016365277965863567,5.308742046356201,5.832274913787842,5.804050445556641,23.630451202392578
12,fast,0.7664597039473683,0.8606364130973816,0.19390714168548584,0.5305023449331722,0.24999549984931946,0.25333333333333335,0.003337833484013897,5.047670841217041,5.452154159545898,5.533383369445801,22.503576278686523
13,working,0.7679720092831905,0.9438436031341553,0.20504316687583923,0.5264489779425005,0.2518429160118103,0.25933333333333336,0.007490417321523057,5.638486385345459,6.016695499420166,6.179121494293213,28.059913635253906
13,slow,0.7679720092831905,0.9438436031341553,0.20504316687583923,0.5264489779425005,0.2518429160118103,0.25933333333333336,0.007490417321523057,5.638486385345459,6.016695499420166,6.179121494293213,28.059913635253906
13,fast,0.7668541275721403,0.9157902002334595,0.204005166888237,0.5246272444492089,0.2501620352268219,0.25933333333333336,0.00917129810651146,5.367849349975586,5.7773942947387695,5.905616760253906,26.82581329345703
14,working,0.7842698863636364,0.925176739692688,0.1964360773563385,0.5655153587780634,0.2537027895450592,0.26666666666666666,0.012963877121607459,6.195146083831787,6.2748894691467285,6.420741558074951,31.27574920654297
14,slow,0.7842698863636364,0.925176739692688,0.1964360773563385,0.5655153587780634,0.2537027895450592,0.26666666666666666,0.012963877121607459,6.195146083831787,6.2748894691467285,6.420741558074951,31.27574920654297
14,fast,0.7841221590909091,0.8896747827529907,0.19557902216911316,0.5654397646978114,0.26011544466018677,0.26666666666666666,0.006551222006479895,5.891233444213867,5.913402557373047,6.106992244720459,29.729616165161133
15,working,0.8062873449420536,0.888420581817627,0.18488220870494843,0.5967165587707947,0.24896776676177979,0.25666666666666665,0.007698899904886869,7.43272590637207,6.936633586883545,7.223042964935303,36.66367721557617
15,slow,0.8062873449420536,0.888420581817627,0.18488220870494843,0.5967165587707947,0.24896776676177979,0.25666666666666665,0.007698899904886869,7.43272590637207,6.936633586883545,7.223042964935303,36.66367721557617
15,fast,0.8060899190495604,0.8556264638900757,0.18332917988300323,0.5958427786510713,0.2455361783504486,0.25666666666666665,0.011130488316218046,7.078830242156982,6.653765678405762,6.885699272155762,35.307647705078125
16,working,0.8011498246564236,1.0284212827682495,0.19212426245212555,0.5978206762429201,0.2565785050392151,0.267,0.010421494960784927,8.285841941833496,7.8045806884765625,8.124645233154297,36.06735610961914
16,slow,0.8011498246564236,1.0284212827682495,0.19212426245212555,0.5978206762429201,0.2565785050392151,0.267,0.010421494960784927,8.285841941833496,7.8045806884765625,8.124645233154297,36.06735610961914
16,fast,0.8004347680451731,0.9935315847396851,0.1913958489894867,0.5954367963454834,0.25895944237709045,0.267,0.008040557622909561,7.874836444854736,7.416960716247559,7.73661470413208,34.625274658203125
17,working,0.8132764890282133,1.0694677829742432,0.19409187138080597,0.6164788066886029,0.2668018043041229,0.275,0.008198195695877097,9.514220237731934,8.496855735778809,9.138285636901855,42.94764709472656
17,slow,0.8132764890282133,1.0694677829742432,0.19409187138080597,0.6164788066886029,0.2668018043041229,0.275,0.008198195695877097,9.514220237731934,8.496855735778809,9.138285636901855,42.94764709472656
17,fast,0.8140625566004875,1.022937536239624,0.1920129805803299,0.6181261271272744,0.26795294880867004,0.275,0.007047051191329978,9.10423755645752,8.099055290222168,8.727068901062012,40.98712158203125
18,working,0.8262459853560021,1.1070802211761475,0.1835191696882248,0.6613574506977657,0.24791210889816284,0.276,0.02808789110183718,11.372303009033203,10.018617630004883,10.40153980255127,53.517940521240234
18,slow,0.8262459853560021,1.1070802211761475,0.1835191696882248,0.6613574506977657,0.24791210889816284,0.276,0.02808789110183718,11.372303009033203,10.018617630004883,10.40153980255127,53.517940521240234
18,fast,0.8258144945329668,1.0537970066070557,0.18371281027793884,0.661780621390749,0.2617094814777374,0.276,0.014290518522262596,10.776342391967773,9.314388275146484,9.870455741882324,50.41012954711914
19,working,0.8323707516910559,1.1354358196258545,0.182997927069664,0.6441588612372444,0.26169517636299133,0.271,0.009304823637008686,12.738667488098145,10.910456657409668,11.684372901916504,55.95036697387695
19,slow,0.8323707516910559,1.1354358196258545,0.182997927069664,0.6441588612372444,0.26169517636299133,0.271,0.009304823637008686,12.738667488098145,10.910456657409668,11.684372901916504,55.95036697387695
19,fast,0.8326612415644048,1.0881010293960571,0.18138332664966583,0.6460548462772471,0.26299670338630676,0.271,0.008003296613693256,12.204487800598145,10.422422409057617,11.18721866607666,54.595237731933594
20,working,0.825026388455403,1.3306885957717896,0.19621358811855316,0.6644949030472074,0.28032344579696655,0.288,0.0076765542030334255,14.077104568481445,12.049903869628906,13.086666107177734,60.94548797607422
20,slow,0.825026388455403,1.3306885957717896,0.19621358811855316,0.6644949030472074,0.28032344579696655,0.288,0.0076765542030334255,14.077104568481445,12.049903869628906,13.086666107177734,60.94548797607422
20,fast,0.8255660784262728,1.2763071060180664,0.19581620395183563,0.6650985082025376,0.2863011360168457,0.288,0.0016988639831542751,13.457049369812012,11.392257690429688,12.486658096313477,58.376075744628906
21,working,0.8339521282040034,1.2800590991973877,0.1868487298488617,0.6430319692979114,0.27175626158714294,0.255,0.01675626158714294,15.406814575195312,12.829995155334473,13.897430419921875,61.79927062988281
21,slow,0.8339521282040034,1.2800590991973877,0.1868487298488617,0.6430319692979114,0.27175626158714294,0.255,0.01675626158714294,15.406814575195312,12.829995155334473,13.897430419921875,61.79927062988281
21,fast,0.8340170490269188,1.2366751432418823,0.1834530234336853,0.643604827059036,0.255297988653183,0.255,0.00029798865318297896,14.89151382446289,12.697169303894043,13.423077583312988,60.56904220581055
22,working,0.8391897624434389,1.3654745817184448,0.18082934617996216,0.6640508744441939,0.2554679811000824,0.272,0.016532018899917622,17.192113876342773,14.55386734008789,15.404895782470703,75.56122589111328
22,slow,0.8391897624434389,1.3654745817184448,0.18082934617996216,0.6640508744441939,0.2554679811000824,0.272,0.016532018899917622,17.192113876342773,14.55386734008789,15.404895782470703,75.56122589111328
22,fast,0.8399815054226819,1.3185076713562012,0.18087300658226013,0.6652967962326639,0.2597099244594574,0.272,0.012290075540542622,16.54645347595215,13.880206108093262,14.796089172363281,72.015869140625
23,working,0.8378998285401992,1.4458529949188232,0.18146981298923492,0.6539954141408326,0.27302029728889465,0.254,0.01902029728889465,19.46843719482422,16.116445541381836,17.555309295654297,117.35198974609375
23,slow,0.8378998285401992,1.4458529949188232,0.18146981298923492,0.6539954141408326,0.27302029728889465,0.254,0.01902029728889465,19.46843719482422,16.116445541381836,17.555309295654297,117.35198974609375
23,fast,0.8385771064809928,1.3955613374710083,0.17856964468955994,0.6587777680972978,0.2665270268917084,0.254,0.01252702689170837,18.85722541809082,15.722677230834961,16.976102828979492,112.82034301757812
24,working,0.8522602829292516,1.424817681312561,0.1772865206003189,0.673221720420965,0.26476970314979553,0.261,0.0037697031497955225,21.94867515563965,17.693389892578125,18.961301803588867,93.47884368896484
24,slow,0.8522602829292516,1.424817681312561,0.1772865206003189,0.673221720420965,0.26476970314979553,0.261,0.0037697031497955225,21.94867515563965,17.693389892578125,18.961301803588867,93.47884368896484
24,fast,0.8529933274228921,1.3787388801574707,0.17402945458889008,0.675120469232841,0.2591269910335541,0.261,0.0018730089664459326,21.27658462524414,17.225313186645508,18.337665557861328,91.36231231689453
25,working,0.8578869466868742,1.4379647970199585,0.1731986105442047,0.6978800215970545,0.2592123746871948,0.25766666666666665,0.0015457080205281692,25.326662063598633,20.343229293823242,21.785850524902344,95.99370574951172
25,slow,0.8578869466868742,1.4379647970199585,0.1731986105442047,0.6978800215970545,0.2592123746871948,0.25766666666666665,0.0015457080205281692,25.326662063598633,20.343229293823242,21.785850524902344,95.99370574951172
25,fast,0.8585866389849147,1.390933632850647,0.1706491857767105,0.701488281877257,0.25667330622673035,0.25766666666666665,0.0009933604399363083,24.410749435424805,19.61807632446289,20.9818172454834,93.50712585449219
26,working,0.8679257449007274,1.4719228744506836,0.1702268123626709,0.7055340299448798,0.2558710277080536,0.25766666666666665,0.001795638958613066,28.768707275390625,22.457368850708008,24.077281951904297,116.23410034179688
26,slow,0.8679257449007274,1.4719228744506836,0.1702268123626709,0.7055340299448798,0.2558710277080536,0.25766666666666665,0.001795638958613066,28.768707275390625,22.457368850708008,24.077281951904297,116.23410034179688
26,fast,0.8689016544571473,1.4268463850021362,0.16789622604846954,0.7075540277894101,0.25000065565109253,0.25766666666666665,0.007666011015574126,27.91022300720215,21.887367248535156,23.322776794433594,113.10304260253906
27,working,0.8617562234365514,1.6632837057113647,0.1700199842453003,0.6821509552967187,0.2508293092250824,0.268,0.01717069077491762,31.55165672302246,25.51280403137207,26.929033279418945,144.08770751953125
27,slow,0.8617562234365514,1.6632837057113647,0.1700199842453003,0.6821509552967187,0.2508293092250824,0.268,0.01717069077491762,31.55165672302246,25.51280403137207,26.929033279418945,144.08770751953125
27,fast,0.8618380660450027,1.635663390159607,0.17165623605251312,0.6795141749977228,0.2642054855823517,0.268,0.0037945144176483314,30.461559295654297,24.208293914794922,25.997726440429688,139.21958923339844
28,working,0.8662508022076755,1.7430206537246704,0.17629669606685638,0.669680415479163,0.25985127687454224,0.265,0.005148723125457777,35.88191223144531,28.222984313964844,30.727787017822266,152.84780883789062
28,slow,0.8662508022076755,1.7430206537246704,0.17629669606685638,0.669680415479163,0.25985127687454224,0.265,0.005148723125457777,35.88191223144531,28.222984313964844,30.727787017822266,152.84780883789062
28,fast,0.8670537229566879,1.7107874155044556,0.1755989044904709,0.6714636616379889,0.2699662148952484,0.265,0.0049662148952484,34.656227111816406,26.82925796508789,29.65866470336914,146.63458251953125
29,working,0.8644780349275688,1.7947983741760254,0.1721973866224289,0.6759465853838893,0.25856173038482666,0.256,0.002561730384826655,41.17430877685547,32.73637390136719,35.94245910644531,191.68336486816406
