day,beta,beta_std,beta_A,beta_B
4,0.2689414322376251,0.0,0.2689414322376251,0.2689414322376251
5,0.25732630491256714,0.01386470440775156,0.25425487756729126,0.2605617642402649
6,0.5261178612709045,0.04423142969608307,0.5162304639816284,0.5356428027153015
7,0.786115288734436,0.043657928705215454,0.7771295309066772,0.7954678535461426
8,0.7395581007003784,0.043050918728113174,0.7266609072685242,0.7523014545440674
9,0.40489956736564636,0.027243757620453835,0.39251014590263367,0.41688281297683716
10,0.13219954073429108,0.013343293219804764,0.1290014684200287,0.1354578584432602
11,0.13872629404067993,0.014617995359003544,0.13561484217643738,0.14182120561599731
12,0.2706418037414551,0.020791998133063316,0.26404884457588196,0.27727892994880676
13,0.27091601490974426,0.019936351105570793,0.2651531994342804,0.27664050459861755
14,0.1281055361032486,0.0148230055347085,0.12719443440437317,0.12901543080806732
15,0.06408108025789261,0.011255795136094093,0.0650591179728508,0.0631108358502388
16,0.04902755841612816,0.010442208498716354,0.050339896231889725,0.0476958267390728
17,0.0527108833193779,0.010706949047744274,0.05462250858545303,0.05075543373823166
18,0.07858746498823166,0.013332082889974117,0.08205350488424301,0.07501823455095291
19,0.12264217436313629,0.014147465117275715,0.12685631215572357,0.11820895969867706
20,0.20270411670207977,0.01475945208221674,0.21005956828594208,0.19534868001937866
21,0.30218902230262756,0.012554235756397247,0.3113355040550232,0.2933306097984314
22,0.41449031233787537,0.012220676988363266,0.4233860969543457,0.40547510981559753
23,0.5187720656394958,0.01497140247374773,0.5262283682823181,0.5112859010696411
24,0.4971761107444763,0.012473205104470253,0.5033090710639954,0.49100208282470703
25,0.7812678217887878,0.03091963566839695,0.7821155786514282,0.7804017663002014
26,0.9519625902175903,0.015255555510520935,0.9504223465919495,0.9535636305809021
27,0.9860284924507141,0.006184467580169439,0.9853572249412537,0.9867205619812012
28,0.9921620488166809,0.0038985128048807383,0.9914575219154358,0.9928731322288513
29,0.9931577444076538,0.0034196728374809027,0.9924370646476746,0.9938584566116333
30,0.9916672110557556,0.0038589120376855135,0.9909243583679199,0.9924003481864929
31,0.9841314554214478,0.00662093423306942,0.982779324054718,0.9855652451515198
32,0.968488335609436,0.010507632046937943,0.9660664796829224,0.9709591865539551
33,0.9336363673210144,0.014890044927597046,0.9302411079406738,0.9370180368423462
34,0.8696515560150146,0.018428068608045578,0.8631054162979126,0.8759661912918091
35,0.8070197105407715,0.01790931448340416,0.7970683574676514,0.8168392181396484
36,0.8151882886886597,0.015037672594189644,0.8055048584938049,0.8247690200805664
37,0.8171945810317993,0.014048337005078793,0.8078013062477112,0.8263285160064697
38,0.7904508709907532,0.013491330668330193,0.7812064290046692,0.7999576926231384
39,0.7392496466636658,0.012337394058704376,0.7300005555152893,0.7489795088768005
40,0.6674189567565918,0.011516304686665535,0.6580337882041931,0.6773183345794678
41,0.7130123972892761,0.012444976717233658,0.7030991911888123,0.7228596806526184
42,0.8289246559143066,0.015098744072020054,0.8199150562286377,0.8380551934242249
43,0.8695852756500244,0.015266487374901772,0.8618603348731995,0.8776901960372925
44,0.864790678024292,0.016827968880534172,0.8559074401855469,0.8735097050666809
45,0.8452008366584778,0.018198287114501,0.8363668322563171,0.8545562624931335
46,0.838950514793396,0.018749376758933067,0.8312793970108032,0.8465704917907715
47,0.817385733127594,0.019296014681458473,0.8113817572593689,0.8234946131706238
48,0.7217193841934204,0.017181213945150375,0.7155120968818665,0.7278771996498108
49,0.49760138988494873,0.006822415627539158,0.49343398213386536,0.5018529891967773
50,0.2913355827331543,0.015556789003312588,0.2903200089931488,0.2923218309879303
51,0.20176644623279572,0.019398950040340424,0.20306849479675293,0.20046266913414001
52,0.19394588470458984,0.020243603736162186,0.19515900313854218,0.1927725225687027
53,0.22896958887577057,0.01961728371679783,0.23053215444087982,0.22736689448356628
54,0.5149958729743958,0.0054733362048864365,0.5135659575462341,0.5164011716842651
55,0.8283942937850952,0.020528778433799744,0.823988139629364,0.8326671719551086
56,0.8932773470878601,0.01857537403702736,0.8886948227882385,0.8979834318161011
57,0.8750506043434143,0.02068820595741272,0.8696578145027161,0.8805965781211853
58,0.8285025954246521,0.023610692471265793,0.8216382265090942,0.8353577852249146
59,0.8063563108444214,0.024496853351593018,0.7991607189178467,0.8133811950683594
60,0.8214917182922363,0.024322010576725006,0.8162588477134705,0.8264925479888916
61,0.8282483816146851,0.022579461336135864,0.8243493437767029,0.832095742225647
62,0.7551882863044739,0.022460293024778366,0.7542315125465393,0.7561747431755066
63,0.4784521758556366,0.010146775282919407,0.47842827439308167,0.4784742295742035
64,0.17587102949619293,0.017519764602184296,0.17749431729316711,0.17420388758182526
65,0.08582686632871628,0.015294576063752174,0.08711707592010498,0.08452976495027542
66,0.06751663237810135,0.01473731268197298,0.06953306496143341,0.06561513245105743
67,0.07838184386491776,0.01551356352865696,0.08080602437257767,0.07587883621454239
68,0.11944491416215897,0.01806001178920269,0.12219392508268356,0.1166178360581398
69,0.173141747713089,0.01963171362876892,0.17674970626831055,0.1696520745754242
70,0.19247794151306152,0.01776425540447235,0.19711430370807648,0.18784159421920776
71,0.2316364347934723,0.015933692455291748,0.2365080565214157,0.22665977478027344
72,0.3498646318912506,0.009044080041348934,0.3545437157154083,0.34511637687683105
73,0.6415150761604309,0.022077763453125954,0.6432995796203613,0.639758825302124
74,0.8695549964904785,0.023660577833652496,0.8703076243400574,0.8688023090362549
75,0.9414070844650269,0.01537830475717783,0.9410271644592285,0.9417961835861206
76,0.9591904878616333,0.011302554979920387,0.9596824645996094,0.9587005972862244
77,0.9612433314323425,0.010523487813770771,0.960915744304657,0.961574375629425
78,0.9483110308647156,0.012256065383553505,0.9475929141044617,0.9490187168121338
79,0.9259194135665894,0.014817471615970135,0.9246063828468323,0.9271727800369263
80,0.8413798809051514,0.019553538411855698,0.8384776711463928,0.8441983461380005
81,0.4809214770793915,0.0072315167635679245,0.4779145121574402,0.4840344190597534
82,0.5011414289474487,0.01181555911898613,0.49312376976013184,0.5086217522621155
83,0.9386258721351624,0.013936457224190235,0.9335829019546509,0.9435821175575256
84,0.992812991142273,0.002942423801869154,0.9918916821479797,0.9936981201171875
85,0.9976440668106079,0.0011828428832814097,0.9972537159919739,0.9980433583259583
86,0.9986104369163513,0.0007292180089280009,0.9983890056610107,0.9988301396369934
87,0.9981681108474731,0.0009112354018725455,0.9978918433189392,0.9984470009803772
88,0.9964427351951599,0.001526400214061141,0.9960237741470337,0.9968489408493042
89,0.9914541244506836,0.002965543419122696,0.9905943274497986,0.9923443794250488
90,0.9787118434906006,0.005408189259469509,0.9766547083854675,0.9807716608047485
91,0.9432154297828674,0.009174521081149578,0.9390161633491516,0.9474090933799744
92,0.8743395209312439,0.01248158235102892,0.8665605187416077,0.8821600675582886
93,0.8048147559165955,0.012492731213569641,0.796085774898529,0.8134973645210266
94,0.7323043346405029,0.011768264696002007,0.7237628102302551,0.740811824798584
95,0.6360287070274353,0.011428776197135448,0.6283376812934875,0.6434577107429504
96,0.6926335692405701,0.00995970331132412,0.6855236887931824,0.699964702129364
97,0.851242184638977,0.01583540439605713,0.845305323600769,0.8576481938362122
98,0.895037829875946,0.016072824597358704,0.8891600966453552,0.9007002115249634
99,0.8669201135635376,0.018662963062524796,0.8600125908851624,0.8737544417381287
100,0.7686312794685364,0.020682258531451225,0.7594789266586304,0.7776143550872803
101,0.6644200682640076,0.018570702522993088,0.656197726726532,0.6727195978164673
102,0.6815965175628662,0.020304057747125626,0.6753549575805664,0.6878131628036499
103,0.7468141317367554,0.022248324006795883,0.745453953742981,0.7481511235237122
104,0.7217381000518799,0.0215062964707613,0.7231857776641846,0.7203636169433594
105,0.5928873419761658,0.01598934642970562,0.5975910425186157,0.5878860354423523
106,0.4255291223526001,0.011160786263644695,0.43214356899261475,0.41891467571258545
107,0.28456637263298035,0.016545843333005905,0.2919841706752777,0.27739179134368896
108,0.22341221570968628,0.019502125680446625,0.23028923571109772,0.2167072296142578
109,0.18692666292190552,0.018924864009022713,0.19284392893314362,0.18133172392845154
110,0.37032219767570496,0.010380761697888374,0.37485018372535706,0.3655460774898529
111,0.5057350397109985,0.0039035272784531116,0.5071337223052979,0.5043714046478271
112,0.28330278396606445,0.011845022439956665,0.2863002121448517,0.28044965863227844
113,0.11270663142204285,0.013389009982347488,0.1153726875782013,0.11012454330921173
114,0.07462795823812485,0.011757242493331432,0.07710640877485275,0.07221150398254395
115,0.08001002669334412,0.011932835914194584,0.08182816207408905,0.07815764099359512
116,0.11669453978538513,0.012780328281223774,0.11900365352630615,0.11425238847732544
117,0.19935964047908783,0.01162452157586813,0.2017526477575302,0.1970696598291397
118,0.3113110065460205,0.00896691158413887,0.31487998366355896,0.3075863718986511
119,0.420672208070755,0.011237465776503086,0.42432495951652527,0.41695067286491394
