origin,eta,halflife,seed,inner_loss
20,10.0,5.0,0,0.6124761909066442
20,10.0,10.0,0,0.6124763718094746
20,30.0,3.0,0,0.6124740379949709
20,30.0,5.0,0,0.6124747043511951
20,30.0,10.0,0,0.6124752413922637
20,60.0,3.0,0,0.6124712008526568
20,60.0,5.0,0,0.6124725053236539
20,60.0,10.0,0,0.6124735625420258
20,150.0,3.0,0,0.6124630710133626
20,150.0,5.0,0,0.6124661261075818
20,150.0,10.0,0,0.6124686452432903
20,1000000.0,3.0,0,0.612366755537539
20,1000000.0,5.0,0,0.612366755537539
20,1000000.0,10.0,0,0.612366755537539
21,10.0,3.0,0,0.6091995352183569
21,10.0,5.0,0,0.6091997375632384
21,10.0,10.0,0,0.6091999044139732
21,30.0,3.0,0,0.6091977808275924
21,30.0,5.0,0,0.6091983772691049
21,30.0,10.0,0,0.6091988711937146
21,60.0,3.0,0,0.609195212022938
21,60.0,5.0,0,0.6091963734776521
21,60.0,10.0,0,0.6091973416120544
21,150.0,3.0,0,0.6091879465856122
21,150.0,5.0,0,0.6091906210957124
21,150.0,10.0,0,0.609192896694032
21,1000000.0,3.0,0,0.609148420125968
21,1000000.0,5.0,0,0.609148420125968
21,1000000.0,10.0,0,0.609148420125968
22,10.0,3.0,0,0.6060131139378575
22,10.0,5.0,0,0.606013190877582
22,10.0,10.0,0,0.6060132634643723
22,30.0,3.0,0,0.6060123218822027
22,30.0,5.0,0,0.6060125442082195
22,30.0,10.0,0,0.6060127559941052
22,60.0,3.0,0,0.6060111891962474
22,60.0,5.0,0,0.6060116087694828
22,60.0,10.0,0,0.6060120146350308
22,150.0,3.0,0,0.6060081764417764
22,150.0,5.0,0,0.6060090447110518
22,150.0,10.0,0,0.6060099305823579
22,1000000.0,3.0,0,0.6060324894164898
22,1000000.0,5.0,0,0.6060324894164898
22,1000000.0,10.0,0,0.6060324894164898
23,10.0,3.0,0,0.6067879033000392
23,10.0,5.0,0,0.606787989414891
23,10.0,10.0,0,0.6067880849212595
23,30.0,3.0,0,0.606786815634408
23,30.0,5.0,0,0.6067870687580285
23,30.0,10.0,0,0.6067873505955375
23,60.0,3.0,0,0.6067852278838848
23,60.0,5.0,0,0.6067857186345093
23,60.0,10.0,0,0.6067862683834755
23,150.0,3.0,0,0.6067807727467537
23,150.0,5.0,0,0.6067818865268353
23,150.0,10.0,0,0.6067831586742523
23,1000000.0,3.0,0,0.6068366243918373
23,1000000.0,5.0,0,0.6068366243918373
23,1000000.0,10.0,0,0.6068366243918373
24,10.0,3.0,0,0.607137848750944
24,10.0,5.0,0,0.6071379072802598
24,10.0,10.0,0,0.6071379883657261
24,30.0,3.0,0,0.6071368659330874
24,30.0,5.0,0,0.6071370371488657
24,30.0,10.0,0,0.6071372756339809
24,60.0,3.0,0,0.6071354372688498
24,60.0,5.0,0,0.6071357667297878
24,60.0,10.0,0,0.607136229512935
24,150.0,3.0,0,0.6071314722280471
24,150.0,5.0,0,0.6071322013340981
24,150.0,10.0,0,0.6071332542571422
24,1000000.0,3.0,0,0.6072364214875301
24,1000000.0,5.0,0,0.6072364214875301
24,1000000.0,10.0,0,0.6072364214875301
25,10.0,3.0,0,0.6096278962912407
25,10.0,5.0,0,0.6096280032398341
25,10.0,10.0,0,0.6096281598874511
25,30.0,3.0,0,0.6096259142251
25,30.0,5.0,0,0.6096262303226873
25,30.0,10.0,0,0.6096266944220032
25,60.0,3.0,0,0.6096229984363952
25,60.0,5.0,0,0.6096236164727268
25,60.0,10.0,0,0.609624527233531
25,150.0,3.0,0,0.6096146585001176
25,150.0,5.0,0,0.6096160990754159
25,150.0,10.0,0,0.6096182469869733
25,1000000.0,3.0,0,0.6096689301669767
25,1000000.0,5.0,0,0.6096689301669767
25,1000000.0,10.0,0,0.6096689301669767
26,10.0,3.0,0,0.6109482671392971
26,10.0,5.0,0,0.6109484336012326
26,10.0,10.0,0,0.6109486502198369
26,30.0,3.0,0,0.6109456025434842
26,30.0,5.0,0,0.6109460942615004
26,30.0,10.0,0,0.6109467356669175
26,60.0,3.0,0,0.6109416882604651
26,60.0,5.0,0,0.6109426488665317
26,60.0,10.0,0,0.6109439064811729
26,150.0,3.0,0,0.6109305311790303
26,150.0,5.0,0,0.61093276487289
26,150.0,10.0,0,0.6109357229497543
26,1000000.0,3.0,0,0.610996858749626
26,1000000.0,5.0,0,0.610996858749626
26,1000000.0,10.0,0,0.610996858749626
27,10.0,3.0,0,0.6076368807764956
27,10.0,5.0,0,0.6076370147730306
27,10.0,10.0,0,0.6076371845328478
27,30.0,3.0,0,0.6076348257962606
27,30.0,5.0,0,0.6076352186444189
27,30.0,10.0,0,0.6076357184009828
27,60.0,3.0,0,0.6076318355836376
27,60.0,5.0,0,0.6076325942112746
27,60.0,10.0,0,0.6076335654546403
27,150.0,3.0,0,0.6076235120265503
27,150.0,5.0,0,0.6076252123284035
27,150.0,10.0,0,0.607627434054475
27,1000000.0,3.0,0,0.6077683611871083
27,1000000.0,5.0,0,0.6077683611871083
27,1000000.0,10.0,0,0.6077683611871083
28,10.0,3.0,0,0.6041259667119819
28,10.0,5.0,0,0.6041260517525335
28,10.0,10.0,0,0.6041261566402367
28,30.0,3.0,0,0.6041247127510736
28,30.0,5.0,0,0.6041249598396519
28,30.0,10.0,0,0.6041252659275264
28,60.0,3.0,0,0.6041229149943712
28,60.0,5.0,0,0.6041233854307827
28,60.0,10.0,0,0.6041239722042798
28,150.0,3.0,0,0.6041181022533347
28,150.0,5.0,0,0.604119107053436
28,150.0,10.0,0,0.6041203895350958
28,1000000.0,3.0,0,0.6043106360679296
28,1000000.0,5.0,0,0.6043106360679296
28,1000000.0,10.0,0,0.6043106360679296
29,10.0,3.0,0,0.602541551549904
29,10.0,5.0,0,0.6025415679276632
29,10.0,10.0,0,0.6025416116069563
29,30.0,3.0,0,0.6025408693003881
29,30.0,5.0,0,0.602540913590201
29,30.0,10.0,0,0.602541038250584
29,60.0,3.0,0,0.6025399097339735
29,60.0,5.0,0,0.6025399840731913
29,60.0,10.0,0,0.6025402145554357
29,150.0,3.0,0,0.6025374740152375
29,150.0,5.0,0,0.6025375584437219
29,150.0,10.0,0,0.6025379988197256
29,1000000.0,3.0,0,0.6027126324179175
29,1000000.0,5.0,0,0.6027126324179175
29,1000000.0,10.0,0,0.6027126324179175
30,10.0,3.0,0,0.605663850198526
30,10.0,5.0,0,0.6056638734145888
30,10.0,10.0,0,0.6056639499600465
30,30.0,3.0,0,0.6056625258538769
30,30.0,5.0,0,0.6056625935548487
30,30.0,10.0,0,0.6056628185866211
30,60.0,3.0,0,0.6056605893620122
30,60.0,5.0,0,0.6056607189945719
30,60.0,10.0,0,0.605661155385582
30,150.0,3.0,0,0.6056551321575364
30,150.0,5.0,0,0.6056554143315044
30,150.0,10.0,0,0.6056564054308237
30,1000000.0,3.0,0,0.6057059630976341
30,1000000.0,5.0,0,0.6057059630976341
30,1000000.0,10.0,0,0.6057059630976341
16,10.0,3.0,1,0.6043521109990044
16,10.0,5.0,1,0.6043521169817797
16,10.0,10.0,1,0.6043521225204793
16,30.0,3.0,1,0.6043520285789621
16,30.0,5.0,1,0.6043520464137966
16,30.0,10.0,1,0.6043520629539866
16,60.0,3.0,1,0.6043519056565345
16,60.0,5.0,1,0.6043519409852819
16,60.0,10.0,1,0.6043519738374886
16,150.0,3.0,1,0.6043515420135862
16,150.0,5.0,1,0.6043516277706793
16,150.0,10.0,1,0.6043517081819185
16,1000000.0,3.0,1,0.6043911497580265
16,1000000.0,5.0,1,0.6043911497580265
16,1000000.0,10.0,1,0.6043911497580265
17,10.0,3.0,1,0.6067835564455366
17,10.0,5.0,1,0.6067835714864794
17,10.0,10.0,1,0.6067835776429085
17,30.0,3.0,1,0.6067834217142076
17,30.0,5.0,1,0.6067834667266067
17,30.0,10.0,1,0.6067834851457625
17,60.0,3.0,1,0.6067832202432717
17,60.0,5.0,1,0.6067833099354281
17,60.0,10.0,1,0.6067833466224235
17,150.0,3.0,1,0.6067826204004575
17,150.0,5.0,1,0.6067828421118621
17,150.0,10.0,1,0.6067829326779259
17,1000000.0,3.0,1,0.6067889795801827
17,1000000.0,5.0,1,0.6067889795801827
17,1000000.0,10.0,1,0.6067889795801827
18,10.0,3.0,1,0.6111307071937292
18,10.0,5.0,1,0.6111308650534429
18,10.0,10.0,1,0.6111309698516859
18,30.0,3.0,1,0.6111295694493157
18,30.0,5.0,1,0.6111300408982652
18,30.0,10.0,1,0.6111303542562315
18,60.0,3.0,1,0.6111278736418552
18,60.0,5.0,1,0.6111288101493592
18,60.0,10.0,1,0.611129433753155
18,150.0,3.0,1,0.6111228641055546
18,150.0,5.0,1,0.6111251574714328
18,150.0,10.0,1,0.6111266931123687
18,1000000.0,3.0,1,0.6110241143330868
18,1000000.0,5.0,1,0.6110241143330868
18,1000000.0,10.0,1,0.6110241143330868
19,10.0,3.0,1,0.614614374302472
19,10.0,5.0,1,0.614614581353799
19,10.0,10.0,1,0.6146147209833536
19,30.0,3.0,1,0.6146129367060604
19,30.0,5.0,1,0.614613553342185
19,30.0,10.0,1,0.61461396994136
19,60.0,3.0,1,0.6146108034733108
19,60.0,5.0,1,0.6146120232499637
19,60.0,10.0,1,0.6146128495998012
19,150.0,3.0,1,0.6146045689629783
19,150.0,5.0,1,0.6146075183222832
19,150.0,10.0,1,0.6146095332172646
19,1000000.0,3.0,1,0.6145585747900659
19,1000000.0,5.0,1,0.6145585747900659
19,1000000.0,10.0,1,0.6145585747900659
20,10.0,3.0,1,0.6125675917680486
20,10.0,5.0,1,0.6125677427675834
20,10.0,10.0,1,0.61256784804404
20,30.0,3.0,1,0.6125665000217014
20,30.0,5.0,1,0.6125669464014267
20,30.0,10.0,1,0.612567258657587
20,60.0,3.0,1,0.6125648972003348
20,60.0,5.0,1,0.6125657703177767
20,60.0,10.0,1,0.6125663842090301
20,150.0,3.0,1,0.6125603327589032
20,150.0,5.0,1,0.612562372216725
20,150.0,10.0,1,0.6125638290946914
20,1000000.0,3.0,1,0.6125099335579497
20,1000000.0,5.0,1,0.6125099335579497
20,1000000.0,10.0,1,0.6125099335579497
21,10.0,3.0,1,0.6093175153647946
21,10.0,5.0,1,0.6093175719732954
21,10.0,10.0,1,0.6093176256750767
21,30.0,3.0,1,0.6093169051920913
21,30.0,5.0,1,0.6093170692599053
21,30.0,10.0,1,0.6093172267064576
21,60.0,3.0,1,0.6093160248946439
21,60.0,5.0,1,0.6093163359553466
21,60.0,10.0,1,0.6093166399672657
21,150.0,3.0,1,0.6093136295262316
21,150.0,5.0,1,0.6093142827997602
21,150.0,10.0,1,0.6093149629769856
21,1000000.0,3.0,1,0.6094011247831752
21,1000000.0,5.0,1,0.6094011247831752
21,1000000.0,10.0,1,0.6094011247831752
22,10.0,3.0,1,0.6059803422552648
22,10.0,5.0,1,0.6059803728478403
22,10.0,10.0,1,0.6059804195073948
22,30.0,3.0,1,0.6059797374377506
22,30.0,5.0,1,0.6059798244937816
22,30.0,10.0,1,0.6059799608160235
22,60.0,3.0,1,0.6059788647349377
22,60.0,5.0,1,0.6059790248554249
22,60.0,10.0,1,0.6059792866291787
22,150.0,3.0,1,0.605976489180106
22,150.0,5.0,1,0.6059767877412868
22,150.0,10.0,1,0.6059773624572655
22,1000000.0,3.0,1,0.6060633113762209
22,1000000.0,5.0,1,0.6060633113762209
22,1000000.0,10.0,1,0.6060633113762209
23,10.0,3.0,1,0.6067694102841137
23,10.0,5.0,1,0.6067694881444818
23,10.0,10.0,1,0.6067695784849616
23,30.0,3.0,1,0.6067683610814584
23,30.0,5.0,1,0.6067685907360744
23,30.0,10.0,1,0.6067688579113892
23,60.0,3.0,1,0.6067668241637587
23,60.0,5.0,1,0.6067672717539144
23,60.0,10.0,1,0.6067677946213276
23,150.0,3.0,1,0.6067624759157456
23,150.0,5.0,1,0.6067635081605303
23,150.0,10.0,1,0.6067647302494242
23,1000000.0,3.0,1,0.6069336781384924
23,1000000.0,5.0,1,0.6069336781384924
23,1000000.0,10.0,1,0.6069336781384924
24,10.0,3.0,1,0.6071448160281288
24,10.0,5.0,1,0.607144866424615
24,10.0,10.0,1,0.6071449275138501
24,30.0,3.0,1,0.6071441111005126
24,30.0,5.0,1,0.6071442583471747
24,30.0,10.0,1,0.6071444374567427
24,60.0,3.0,1,0.607143093965418
24,60.0,5.0,1,0.6071433767386115
24,60.0,10.0,1,0.6071437225771346
24,150.0,3.0,1,0.6071403271331373
24,150.0,5.0,1,0.6071409481893688
24,150.0,10.0,1,0.6071417216782047
24,1000000.0,3.0,1,0.6073728573879422
24,1000000.0,5.0,1,0.6073728573879422
24,1000000.0,10.0,1,0.6073728573879422
25,10.0,3.0,1,0.6097267141490454
25,10.0,5.0,1,0.6097267758791294
25,10.0,10.0,1,0.6097268630824139
25,30.0,3.0,1,0.6097256157335857
25,30.0,5.0,1,0.6097257970564274
25,30.0,10.0,1,0.6097260541825227
25,60.0,3.0,1,0.6097240124146434
25,60.0,5.0,1,0.6097243635537425
25,60.0,10.0,1,0.6097248644386312
25,150.0,3.0,1,0.6097195167096523
25,150.0,5.0,1,0.6097203100610691
25,150.0,10.0,1,0.609721463601874
25,1000000.0,3.0,1,0.6099317290826654
25,1000000.0,5.0,1,0.6099317290826654
25,1000000.0,10.0,1,0.6099317290826654
26,10.0,3.0,1,0.611107070801334
26,10.0,5.0,1,0.6111071849872686
26,10.0,10.0,1,0.6111073359346261
26,30.0,3.0,1,0.6111051640248456
26,30.0,5.0,1,0.6111055017913748
26,30.0,10.0,1,0.6111059492865907
26,60.0,3.0,1,0.6111023566852257
26,60.0,5.0,1,0.6111030179373231
26,60.0,10.0,1,0.6111038969657205
26,150.0,3.0,1,0.6110943104986871
26,150.0,5.0,1,0.6110958583193098
26,150.0,10.0,1,0.6110979376923976
26,1000000.0,3.0,1,0.6112007911719185
26,1000000.0,5.0,1,0.6112007911719185
26,1000000.0,10.0,1,0.6112007911719185
27,10.0,3.0,1,0.6078143485219679
27,10.0,5.0,1,0.6078143900418576
27,10.0,10.0,1,0.607814466360312
27,30.0,3.0,1,0.6078131787787694
27,30.0,5.0,1,0.6078132976911209
27,30.0,10.0,1,0.6078135210942605
27,60.0,3.0,1,0.6078114765508643
27,60.0,5.0,1,0.6078116977047823
27,60.0,10.0,1,0.6078121280712362
27,150.0,3.0,1,0.6078067348408528
27,150.0,5.0,1,0.607807167697228
27,150.0,10.0,1,0.6078081243057791
27,1000000.0,3.0,1,0.607739098387872
27,1000000.0,5.0,1,0.607739098387872
27,1000000.0,10.0,1,0.607739098387872
28,10.0,3.0,1,0.6042062796476365
28,10.0,5.0,1,0.604206287923032
28,10.0,10.0,1,0.6042063241080282
28,30.0,3.0,1,0.6042056058696469
28,30.0,5.0,1,0.6042056253183248
28,30.0,10.0,1,0.6042057282601656
28,60.0,3.0,1,0.6042046496822432
28,60.0,5.0,1,0.6042046726601996
28,60.0,10.0,1,0.6042048619038385
28,150.0,3.0,1,0.6042021622305036
28,150.0,5.0,1,0.6042021042420829
28,150.0,10.0,1,0.6042024562387028
28,1000000.0,3.0,1,0.6042800959988079
28,1000000.0,5.0,1,0.6042800959988079
28,1000000.0,10.0,1,0.6042800959988079
29,10.0,3.0,1,0.6025835179896412
29,10.0,5.0,1,0.6025834604706934
29,10.0,10.0,1,0.6025834230250547
29,30.0,3.0,1,0.602583714271228
29,30.0,5.0,1,0.6025835383585096
29,30.0,10.0,1,0.6025834218714504
29,60.0,3.0,1,0.6025840504787805
29,60.0,5.0,1,0.6025836887725892
29,60.0,10.0,1,0.6025834435465914
29,150.0,3.0,1,0.6025853488872293
29,150.0,5.0,1,0.6025843739412643
29,150.0,10.0,1,0.6025836726217093
29,1000000.0,3.0,1,0.6027397245332403
29,1000000.0,5.0,1,0.6027397245332403
29,1000000.0,10.0,1,0.6027397245332403
30,10.0,3.0,1,0.6056007016774336
30,10.0,5.0,1,0.605600695443089
30,10.0,10.0,1,0.6056007405354975
30,30.0,3.0,1,0.6055997903168479
30,30.0,5.0,1,0.6055997706582937
30,30.0,10.0,1,0.6055999027853652
30,60.0,3.0,1,0.6055984612224735
30,60.0,5.0,1,0.6055984189948501
30,60.0,10.0,1,0.6055986738232272
30,150.0,3.0,1,0.6055947457083027
30,150.0,5.0,1,0.6055946175529152
30,150.0,10.0,1,0.6055951844404768
30,1000000.0,3.0,1,0.6058392678558032
30,1000000.0,5.0,1,0.6058392678558032
30,1000000.0,10.0,1,0.6058392678558032
16,10.0,3.0,2,0.6042985168447328
16,10.0,5.0,2,0.6042985366479271
16,10.0,10.0,2,0.6042985522921903
16,30.0,3.0,2,0.604298248646983
16,30.0,5.0,2,0.6042983078025337
16,30.0,10.0,2,0.6042983545937046
16,60.0,3.0,2,0.6042978497747683
16,60.0,5.0,2,0.6042979673310737
16,60.0,10.0,2,0.6042980604917394
16,150.0,3.0,2,0.6042966774592486
16,150.0,5.0,2,0.6042969658217007
16,150.0,10.0,2,0.604297195618717
16,1000000.0,3.0,2,0.6042456027961813
16,1000000.0,5.0,2,0.6042456027961813
16,1000000.0,10.0,2,0.6042456027961813
17,10.0,3.0,2,0.6067600782701166
17,10.0,5.0,2,0.6067600786277172
17,10.0,10.0,2,0.6067600790734832
17,30.0,3.0,2,0.6067602298213375
17,30.0,5.0,2,0.6067602304432024
17,30.0,10.0,2,0.6067602314906401
17,60.0,3.0,2,0.6067604610211313
17,60.0,5.0,2,0.6067604609174267
17,60.0,10.0,2,0.6067604621454344
17,150.0,3.0,2,0.6067611821639254
17,150.0,5.0,2,0.6067611718999137
17,150.0,10.0,2,0.6067611685193448
17,1000000.0,3.0,2,0.6068591704440292
17,1000000.0,5.0,2,0.6068591704440292
17,1000000.0,10.0,2,0.6068591704440292
18,10.0,3.0,2,0.6111023304136213
18,10.0,5.0,2,0.6111023760864959
18,10.0,10.0,2,0.6111024031309816
18,30.0,3.0,2,0.6111024427175574
18,30.0,5.0,2,0.61110257914571
18,30.0,10.0,2,0.6111026598953581
18,60.0,3.0,2,0.6111026155949311
18,60.0,5.0,2,0.6111028866707843
18,60.0,10.0,2,0.6111030470143939
18,150.0,3.0,2,0.611103166167932
18,150.0,5.0,2,0.6111038303462882
18,150.0,10.0,2,0.6111042224635246
18,1000000.0,3.0,2,0.6112856771485856
18,1000000.0,5.0,2,0.6112856771485856
18,1000000.0,10.0,2,0.6112856771485856
19,10.0,3.0,2,0.6143908219331987
19,10.0,5.0,2,0.6143909404798698
19,10.0,10.0,2,0.6143910201763001
19,30.0,3.0,2,0.6143906090628826
19,30.0,5.0,2,0.6143909630582691
19,30.0,10.0,2,0.6143912012430066
19,60.0,3.0,2,0.6143902980802978
19,60.0,5.0,2,0.6143910011396071
19,60.0,10.0,2,0.6143914747952572
19,150.0,3.0,2,0.6143894249499073
19,150.0,5.0,2,0.6143911456661
19,150.0,10.0,2,0.6143923094519644
19,1000000.0,3.0,2,0.6145975413300528
19,1000000.0,5.0,2,0.6145975413300528
19,1000000.0,10.0,2,0.6145975413300528
20,10.0,3.0,2,0.6123027692123911
20,10.0,5.0,2,0.612302921806347
20,10.0,10.0,2,0.6123030339571758
20,30.0,3.0,2,0.6123020554329596
20,30.0,5.0,2,0.612302509568079
20,30.0,10.0,2,0.6123028442584734
20,60.0,3.0,2,0.6123010006402205
20,60.0,5.0,2,0.6123018980281817
20,60.0,10.0,2,0.6123025621453482
20,150.0,3.0,2,0.6122979491194389
20,150.0,5.0,2,0.6123001120487225
20,150.0,10.0,2,0.6123017332791804
20,1000000.0,3.0,2,0.6123824533473154
20,1000000.0,5.0,2,0.6123824533473154
20,1000000.0,10.0,2,0.6123824533473154
21,10.0,3.0,2,0.6091010066238144
21,10.0,5.0,2,0.6091011621852002
21,10.0,10.0,2,0.6091012884816922
21,30.0,3.0,2,0.6090999280114895
21,30.0,5.0,2,0.6091003899932095
21,30.0,10.0,2,0.6091007664048839
21,60.0,3.0,2,0.6090983320259413
21,60.0,5.0,2,0.6090992419709926
21,60.0,10.0,2,0.609099987398224
21,150.0,3.0,2,0.6090936997615068
21,150.0,5.0,2,0.6090958711326498
21,150.0,10.0,2,0.6090976799125966
21,1000000.0,3.0,2,0.6091000755082174
21,1000000.0,5.0,2,0.6091000755082174
21,1000000.0,10.0,2,0.6091000755082174
22,10.0,3.0,2,0.6059186407730524
22,10.0,5.0,2,0.6059187422148465
22,10.0,10.0,2,0.6059188363903583
22,30.0,3.0,2,0.6059177701665074
22,30.0,5.0,2,0.6059180695591666
22,30.0,10.0,2,0.6059183492030965
22,60.0,3.0,2,0.6059164895254568
22,60.0,5.0,2,0.6059170736210707
22,60.0,10.0,2,0.6059176243100582
22,150.0,3.0,2,0.6059128266836286
22,150.0,5.0,2,0.6059141787604401
22,150.0,10.0,2,0.6059154918908373
22,1000000.0,3.0,2,0.6059593414411544
22,1000000.0,5.0,2,0.6059593414411544
22,1000000.0,10.0,2,0.6059593414411544
23,10.0,3.0,2,0.6067636306859594
23,10.0,5.0,2,0.6067637523276955
23,10.0,10.0,2,0.6067638732226588
23,30.0,3.0,2,0.6067626458137333
23,30.0,5.0,2,0.6067630065089078
23,30.0,10.0,2,0.6067633661001584
23,60.0,3.0,2,0.6067611947830756
23,60.0,5.0,2,0.6067619035717899
23,60.0,10.0,2,0.6067626135200354
23,150.0,3.0,2,0.606757028372785
23,150.0,5.0,2,0.6067587074783002
23,150.0,10.0,2,0.6067604139551038
23,1000000.0,3.0,2,0.6068751548202499
23,1000000.0,5.0,2,0.6068751548202499
23,1000000.0,10.0,2,0.6068751548202499
24,10.0,3.0,2,0.6071489429348205
24,10.0,5.0,2,0.6071490544987794
24,10.0,10.0,2,0.607149171756219
24,30.0,3.0,2,0.6071480459872054
24,30.0,5.0,2,0.6071483763302375
24,30.0,10.0,2,0.6071487244410143
24,60.0,3.0,2,0.607146732497098
24,60.0,5.0,2,0.6071473802343063
24,60.0,10.0,2,0.6071480655318413
24,150.0,3.0,2,0.6071430188135368
24,150.0,5.0,2,0.6071445428663944
24,150.0,10.0,2,0.6071461753080667
24,1000000.0,3.0,2,0.6073900879204595
24,1000000.0,5.0,2,0.6073900879204595
24,1000000.0,10.0,2,0.6073900879204595
25,10.0,3.0,2,0.609603512622458
25,10.0,5.0,2,0.609603650503167
25,10.0,10.0,2,0.6096038091807074
25,30.0,3.0,2,0.609602143206189
25,30.0,5.0,2,0.6096025516074164
25,30.0,10.0,2,0.6096030226302325
25,60.0,3.0,2,0.6096001329475647
25,60.0,5.0,2,0.6096009341481533
25,60.0,10.0,2,0.6096018612508568
25,150.0,3.0,2,0.6095944137242335
25,150.0,5.0,2,0.6095963019774522
25,150.0,10.0,2,0.6095985092781833
25,1000000.0,3.0,2,0.6098783074694525
25,1000000.0,5.0,2,0.6098783074694525
25,1000000.0,10.0,2,0.6098783074694525
26,10.0,3.0,2,0.6109295303891166
26,10.0,5.0,2,0.6109297097613879
26,10.0,10.0,2,0.6109299149353353
26,30.0,3.0,2,0.610927609729672
26,30.0,5.0,2,0.6109281406996814
26,30.0,10.0,2,0.6109287495131185
26,60.0,3.0,2,0.6109247873232071
26,60.0,5.0,2,0.6109258279691115
26,60.0,10.0,2,0.610927025581142
26,150.0,3.0,2,0.6109167362964601
26,150.0,5.0,2,0.6109191810196628
26,150.0,10.0,2,0.6109220270339355
26,1000000.0,3.0,2,0.6111519408322144
26,1000000.0,5.0,2,0.6111519409088887
26,1000000.0,10.0,2,0.6111519409088887
27,10.0,3.0,2,0.6075531286016346
27,10.0,5.0,2,0.6075533177316157
27,10.0,10.0,2,0.6075535377172326
27,30.0,3.0,2,0.6075509065098957
27,30.0,5.0,2,0.6075514653682736
27,30.0,10.0,2,0.6075521174533056
27,60.0,3.0,2,0.607547640739446
27,60.0,5.0,2,0.6075487330546551
27,60.0,10.0,2,0.607550013758486
27,150.0,3.0,2,0.6075383207177731
27,150.0,5.0,2,0.6075408647246612
27,150.0,10.0,2,0.6075438933238054
27,1000000.0,3.0,2,0.6076263800094689
27,1000000.0,5.0,2,0.6076263800823979
27,1000000.0,10.0,2,0.6076263800823979
28,10.0,3.0,2,0.6040877851067952
28,10.0,5.0,2,0.6040879409976012
28,10.0,10.0,2,0.6040881220777585
28,30.0,3.0,2,0.6040859351473883
28,30.0,5.0,2,0.6040863943937265
28,30.0,10.0,2,0.6040869297310282
28,60.0,3.0,2,0.6040832277291724
28,60.0,5.0,2,0.6040841211679474
28,60.0,10.0,2,0.6040851683169709
28,150.0,3.0,2,0.6040755820897608
28,150.0,5.0,2,0.604077632092703
28,150.0,10.0,2,0.604080077002255
28,1000000.0,3.0,2,0.6041873155624746
28,1000000.0,5.0,2,0.6041873156316786
28,1000000.0,10.0,2,0.6041873156316786
29,10.0,3.0,2,0.6024891523162291
29,10.0,5.0,2,0.6024892380823026
29,10.0,10.0,2,0.6024893502760906
29,30.0,3.0,2,0.6024879134497767
29,30.0,5.0,2,0.6024881642831603
29,30.0,10.0,2,0.6024884940587596
29,60.0,3.0,2,0.6024861142679246
29,60.0,5.0,2,0.6024865967578458
29,60.0,10.0,2,0.6024872360895458
29,150.0,3.0,2,0.6024811324991768
29,150.0,5.0,2,0.602482199020919
