origin,method,cfg,seed,inner_loss
16,ops,-,0,0.6040840416774628
16,persistent_ons,hl4,0,0.6039243202134363
16,reset_ons,hl4,0,0.6039227468411366
16,persistent_ons,hl16,0,0.6039180874530413
16,reset_ons,hl16,0,0.603919516886702
16,ap_ops,lam0_tau4,0,0.6040840416774628
16,no_slope,lam0_tau4,0,0.6042972268739665
16,ap_ops,lam0_tau16,0,0.6040840416774628
16,no_slope,lam0_tau16,0,0.6042972268739665
16,ap_ops,lam0_tauinf,0,0.6040840416774628
16,no_slope,lam0_tauinf,0,0.6042972268739665
16,ap_ops,lam0.25_tau4,0,0.6039631734786785
16,no_slope,lam0.25_tau4,0,0.6042114917341292
16,ap_ops,lam0.25_tau16,0,0.6039260506168598
16,no_slope,lam0.25_tau16,0,0.6041765392140434
16,ap_ops,lam0.25_tauinf,0,0.6039191654011514
16,no_slope,lam0.25_tauinf,0,0.6041568438927074
16,ap_ops,lam0.5_tau4,0,0.6039282618109155
16,no_slope,lam0.5_tau4,0,0.6041776839954657
16,ap_ops,lam0.5_tau16,0,0.6039186764758157
16,no_slope,lam0.5_tau16,0,0.6041644851535959
16,ap_ops,lam0.5_tauinf,0,0.603919165401187
16,no_slope,lam0.5_tauinf,0,0.6041568438927728
16,ap_ops,lam0.75_tau4,0,0.6039172289936554
16,no_slope,lam0.75_tau4,0,0.6041616863532127
16,ap_ops,lam0.75_tau16,0,0.6039177250309703
16,no_slope,lam0.75_tau16,0,0.6041587912911486
16,ap_ops,lam0.75_tauinf,0,0.6039191654011988
16,no_slope,lam0.75_tauinf,0,0.6041568438927947
16,ap_ops,lam1_tau4,0,0.6039209851048106
16,no_slope,lam1_tau4,0,0.6041569561128051
16,ap_ops,lam1_tau16,0,0.6039208918639519
16,no_slope,lam1_tau16,0,0.6041569532224558
16,ap_ops,lam1_tauinf,0,0.6039191654012048
16,no_slope,lam1_tauinf,0,0.6041568438928056
17,ops,-,0,0.6064074171789338
17,persistent_ons,hl4,0,0.6062355568668159
17,reset_ons,hl4,0,0.6062350888614937
17,persistent_ons,hl16,0,0.6062298890722185
17,reset_ons,hl16,0,0.6062324568530583
17,ap_ops,lam0_tau4,0,0.6064074171789338
17,no_slope,lam0_tau4,0,0.6066342603586996
17,ap_ops,lam0_tau16,0,0.6064074171789338
17,no_slope,lam0_tau16,0,0.6066342603586996
17,ap_ops,lam0_tauinf,0,0.6064074171789338
17,no_slope,lam0_tauinf,0,0.6066342603586996
17,ap_ops,lam0.25_tau4,0,0.6062800729487582
17,no_slope,lam0.25_tau4,0,0.6065395969101914
17,ap_ops,lam0.25_tau16,0,0.6062402909173203
17,no_slope,lam0.25_tau16,0,0.6065013726066523
17,ap_ops,lam0.25_tauinf,0,0.6062307941066659
17,no_slope,lam0.25_tauinf,0,0.6064803876989853
17,ap_ops,lam0.5_tau4,0,0.606243098499514
17,no_slope,lam0.5_tau4,0,0.606502891860838
17,ap_ops,lam0.5_tau16,0,0.606231902999937
17,no_slope,lam0.5_tau16,0,0.6064887172959443
17,ap_ops,lam0.5_tauinf,0,0.6062307941066668
17,no_slope,lam0.5_tauinf,0,0.6064803876989798
17,ap_ops,lam0.75_tau4,0,0.6062302240144618
17,no_slope,lam0.75_tau4,0,0.6064855979963859
17,ap_ops,lam0.75_tau16,0,0.6062300879741747
17,no_slope,lam0.75_tau16,0,0.6064826158507857
17,ap_ops,lam0.75_tauinf,0,0.6062307941066671
17,no_slope,lam0.75_tauinf,0,0.606480387698978
17,ap_ops,lam1_tau4,0,0.6062325248817132
17,no_slope,lam1_tau4,0,0.606480491084465
17,ap_ops,lam1_tau16,0,0.6062324455105977
17,no_slope,lam1_tau16,0,0.6064804886084308
17,ap_ops,lam1_tauinf,0,0.6062307941066672
17,no_slope,lam1_tauinf,0,0.6064803876989772
18,ops,-,0,0.6106646826453692
18,persistent_ons,hl4,0,0.610476593237554
18,reset_ons,hl4,0,0.6104782236424597
18,persistent_ons,hl16,0,0.6104716121377024
18,reset_ons,hl16,0,0.6104759052134802
18,ap_ops,lam0_tau4,0,0.6106646826453692
18,no_slope,lam0_tau4,0,0.6107885823000933
18,ap_ops,lam0_tau16,0,0.6106646826453692
18,no_slope,lam0_tau16,0,0.6107885823000933
18,ap_ops,lam0_tauinf,0,0.6106646826453692
18,no_slope,lam0_tauinf,0,0.6107885823000933
18,ap_ops,lam0.25_tau4,0,0.6105115910751877
18,no_slope,lam0.25_tau4,0,0.6106947568430926
18,ap_ops,lam0.25_tau16,0,0.6104763116646549
18,no_slope,lam0.25_tau16,0,0.6106569478284671
18,ap_ops,lam0.25_tauinf,0,0.6104723649801671
18,no_slope,lam0.25_tauinf,0,0.6106412580313076
18,ap_ops,lam0.5_tau4,0,0.6104801611914301
18,no_slope,lam0.5_tau4,0,0.6106610149652485
18,ap_ops,lam0.5_tau16,0,0.6104712663590757
18,no_slope,lam0.5_tau16,0,0.6106471715494789
18,ap_ops,lam0.5_tauinf,0,0.6104723649801673
18,no_slope,lam0.5_tauinf,0,0.6106412580313072
18,ap_ops,lam0.75_tau4,0,0.6104702323962562
18,no_slope,lam0.75_tau4,0,0.6106456140933366
18,ap_ops,lam0.75_tau16,0,0.6104710260520244
18,no_slope,lam0.75_tau16,0,0.6106426979145346
18,ap_ops,lam0.75_tauinf,0,0.6104723649801674
18,no_slope,lam0.75_tauinf,0,0.6106412580313071
18,ap_ops,lam1_tau4,0,0.6104739364017465
18,no_slope,lam1_tau4,0,0.6106413528145379
18,ap_ops,lam1_tau16,0,0.6104738675704864
18,no_slope,lam1_tau16,0,0.61064135052946
18,ap_ops,lam1_tauinf,0,0.6104723649801674
18,no_slope,lam1_tauinf,0,0.6106412580313069
19,ops,-,0,0.6139652980431431
19,persistent_ons,hl4,0,0.6138157562989967
19,reset_ons,hl4,0,0.6138165014767727
19,persistent_ons,hl16,0,0.6138112433657862
19,reset_ons,hl16,0,0.6138144499148962
19,ap_ops,lam0_tau4,0,0.6139652980431431
19,no_slope,lam0_tau4,0,0.6140325319640254
19,ap_ops,lam0_tau16,0,0.6139652980431431
19,no_slope,lam0_tau16,0,0.6140325319640254
19,ap_ops,lam0_tauinf,0,0.6139652980431431
19,no_slope,lam0_tauinf,0,0.6140325319640254
19,ap_ops,lam0.25_tau4,0,0.6138343059515798
19,no_slope,lam0.25_tau4,0,0.61395510509385
19,ap_ops,lam0.25_tau16,0,0.6138081897933253
19,no_slope,lam0.25_tau16,0,0.6139262954478497
19,ap_ops,lam0.25_tauinf,0,0.6138118884768426
19,no_slope,lam0.25_tauinf,0,0.6139186440127343
19,ap_ops,lam0.5_tau4,0,0.6138113799180065
19,no_slope,lam0.5_tau4,0,0.6139301005210859
