day,m2,m5b,m5b_hs
4,0.3322637379169464,0.3322637379169464,0.3322637379169464
5,0.4594331383705139,0.2702893912792206,0.2702893614768982
6,0.4200543165206909,0.28884080052375793,0.2910745143890381
7,0.2899658977985382,0.3546087145805359,0.3540051579475403
8,0.30508238077163696,0.3519303798675537,0.3427906036376953
9,0.3101481795310974,0.35101941227912903,0.3392961919307709
10,0.3350008428096771,0.3397712707519531,0.32682010531425476
11,0.2843532860279083,0.3632453978061676,0.3518257737159729
12,0.3068952262401581,0.35955795645713806,0.3325124979019165
13,0.2966718077659607,0.3917139172554016,0.3117169737815857
14,0.2989840805530548,0.3970407247543335,0.303231805562973
15,0.3280312716960907,0.3735945522785187,0.29881608486175537
16,0.3028092086315155,0.38781100511550903,0.3098706901073456
17,0.2896965742111206,0.40142565965652466,0.30905771255493164
18,0.30118852853775024,0.3983757197856903,0.29966944456100464
19,0.30609312653541565,0.3395789861679077,0.35651469230651855
20,0.3097546696662903,0.3471335768699646,0.343221515417099
21,0.3331732749938965,0.32770365476608276,0.3403802216053009
22,0.29690536856651306,0.35980749130249023,0.34358492493629456
23,0.32605257630348206,0.3547666370868683,0.3211227059364319
24,0.3272060751914978,0.35677534341812134,0.3175073564052582
25,0.33042511343955994,0.33765551447868347,0.33065855503082275
26,0.31299829483032227,0.3438529074192047,0.34329953789711
27,0.3092888593673706,0.3362303078174591,0.3559402525424957
28,0.32866692543029785,0.3271111845970154,0.34407520294189453
29,0.32311463356018066,0.3279341757297516,0.34930676221847534
30,0.3193073868751526,0.3354848027229309,0.34440597891807556
