day,mean_alpha
4,0.10871428571428571
5,0.10871428571428574
6,0.10849655147671233
7,0.108067549352807
8,0.10916990091170362
9,0.11556859267326634
10,0.11966015135376556
11,0.1214872116537084
12,0.12164634268465345
13,0.12125382587053667
14,0.12029850001889954
15,0.11876471368578749
16,0.11721946838189137
17,0.11585743380289887
18,0.11450220844666206
19,0.11331998778461863
20,0.12414006120111434
21,0.13253399156119158
22,0.1358756883745322
23,0.13474126924494031
24,0.1328664356665272
25,0.13059917266528837
26,0.12819082219786956
27,0.12597074568149774
28,0.13783501991219516
29,0.14496913736355235
30,0.14653657064778602
31,0.14508421238013786
32,0.14352680466175777
33,0.14214035017019494
34,0.14053411969592
35,0.13973451421838856
36,0.1389014193829215
37,0.1380636736711416
38,0.13760090759588522
39,0.137295237735164
40,0.1368863380451155
41,0.1389550707179846
42,0.14130640659440838
43,0.14111085642116816
44,0.13972939251562233
45,0.13879446242346324
46,0.13747818718113206
47,0.13667102286064453
48,0.13861846585952253
49,0.13941923277933832
50,0.13846550114508793
51,0.13770877915818858
52,0.13752648823920302
53,0.13787171579879254
54,0.13837949324437918
55,0.13965248660751478
56,0.14107312657241963
57,0.14258321799177556
58,0.14409932612161597
59,0.14609200540904022
60,0.14800453474757003
61,0.1497489346196173
62,0.1514925283722977
63,0.15324315776788977
64,0.15452807447760847
65,0.15630330680969112
66,0.15715839861410735
67,0.14941002805459386
68,0.15058640234611165
69,0.15322338483247733
70,0.1568324074343309
71,0.16097743779297238
72,0.1641570586512771
73,0.1555116819716436
74,0.15194421208594208
75,0.14969282732730665
76,0.14951928553992896
77,0.1495099501149823
78,0.14997026949349912
79,0.15142784405156712
80,0.1550914250890127
81,0.15773589339392702
82,0.16048567581699263
83,0.16285618779152783
84,0.16605257835391998
85,0.16886425572821437
86,0.17192490307046082
87,0.17450141966997648
88,0.1776809228412109
89,0.18028761875866467
90,0.18254780849114005
91,0.18449798416345053
92,0.16916863789832753
93,0.16891554612739237
94,0.1737816275448754
95,0.1828719566167433
96,0.19279749651157416
97,0.1999370684005415
98,0.20641980123436338
99,0.2113182597760925
100,0.2143425780420838
101,0.21602884297064984
102,0.2166516112685763
103,0.21676820994175508
104,0.21666983554005304
105,0.2163261252541466
106,0.21593737189027312
107,0.22218211688182665
108,0.228066651912979
109,0.22975422851346072
110,0.22898848147264664
111,0.22780644383121706
112,0.22672835218454285
113,0.22584148977219315
114,0.22482801710288264
115,0.22456157094953244
116,0.22428706775251447
117,0.22389307187294835
118,0.22369933640541503
119,0.22374672375953814
