method,is_test,day,n,log_loss,brier,ece,clicks
expanding,False,5,767428,0.4268523353896544,0.13532703130219517,0.014014842738259953,140669
expanding,False,6,644039,0.41799563957197483,0.13235254918414688,0.012114192621016555,116615
expanding,True,7,1057658,0.3756014128399066,0.11559373292182136,0.015355147574443857,161413
expanding,True,8,765904,0.38670086940889586,0.1193927508063524,0.009020901842263193,120344
expanding,True,9,843702,0.40636092112914646,0.12648303744535053,0.011734951927829045,143172
rolling_3,False,5,767428,0.42588184080790814,0.1348497095528505,0.007783022862227734,140669
rolling_3,False,6,644039,0.4164548167293157,0.13178068469495727,0.007865602221079905,116615
rolling_3,True,7,1057658,0.37612123262067787,0.11565832275008027,0.01521160330821156,161413
rolling_3,True,8,765904,0.38636766498866665,0.11930665043671432,0.009562993849398616,120344
rolling_3,True,9,843702,0.40629295110444297,0.1265307054902833,0.01244896642372824,143172
rolling_7,False,5,767428,0.4268523353896544,0.13532703130219517,0.014014842738259953,140669
rolling_7,False,6,644039,0.41799563957197483,0.13235254918414688,0.012114192621016555,116615
rolling_7,True,7,1057658,0.3756014128399066,0.11559373292182136,0.015355147574443857,161413
rolling_7,True,8,765904,0.3867367150987048,0.11936245466485791,0.010733621173430621,120344
rolling_7,True,9,843702,0.4064827495614567,0.1265694542946837,0.01233619291218939,143172
equal_ensemble,False,5,767428,0.4260911701359646,0.1350248213748133,0.01024712881951213,140669
equal_ensemble,False,6,644039,0.4171396961619186,0.1320613991550511,0.01058885721203919,116615
equal_ensemble,True,7,1057658,0.37520024838222793,0.11545554881792391,0.01635524981648336,161413
equal_ensemble,True,8,765904,0.3863033938037469,0.11927239335191504,0.009502022460924034,120344
equal_ensemble,True,9,843702,0.40598123860247376,0.12641908426407392,0.011381122962778796,143172
long_only,False,5,767428,0.4260911701359646,0.1350248213748133,0.010247128819512135,140669
long_only,False,6,644039,0.4164548167293157,0.13178068469495727,0.007865602221079905,116615
long_only,True,7,1057658,0.37612123262067787,0.11565832275008027,0.01521160330821156,161413
long_only,True,8,765904,0.38636766498866665,0.11930665043671432,0.009562993849398616,120344
long_only,True,9,843702,0.40629295110444297,0.1265307054902833,0.01244896642372824,143172
short_only,False,5,767428,0.4266411817170879,0.1352374739473317,0.011972012347503936,140669
short_only,False,6,644039,0.41794653186802705,0.13231912122410194,0.01036675847766784,116615
short_only,True,7,1057658,0.3751087777777196,0.11547774598346794,0.012669482827430899,161413
short_only,True,8,765904,0.386641076149981,0.11938693831297716,0.008757264037480015,120344
short_only,True,9,843702,0.4062465380417021,0.126454518358374,0.011070410830392308,143172
combined,False,5,767428,0.4260466396414515,0.1349983519570296,0.009865114270424247,140669
combined,False,6,644039,0.41646505166750025,0.13177597725665396,0.007934509248353224,116615
combined,True,7,1057658,0.3759023015002652,0.11562207899560172,0.013111103811730194,161413
combined,True,8,765904,0.3863446222108358,0.11931143522988383,0.009583039535476017,120344
combined,True,9,843702,0.40605727254065804,0.12647299901290313,0.010967398679207195,143172
time_of_day,False,5,767428,0.4260911701359646,0.1350248213748133,0.010247128819512128,140669
time_of_day,False,6,644039,0.41609007560586597,0.1316238550147821,0.00860242785819215,116615
time_of_day,True,7,1057658,0.3765777407372439,0.11578691550377095,0.01660148545718596,161413
time_of_day,True,8,765904,0.3863987785395866,0.11935806825585217,0.009225133794864305,120344
time_of_day,True,9,843702,0.40618749882353083,0.12650437004258627,0.010895505624512808,143172
oracle_intercept,False,5,767428,0.4260071935766397,0.13496735912799918,0.01023553107169451,140669
oracle_intercept,False,6,644039,0.4164400335796675,0.13178662229206392,0.008024387164504043,116615
oracle_intercept,True,7,1057658,0.3756549471361979,0.11563974866087598,0.014271400337406549,161413
oracle_intercept,True,8,765904,0.38630841858936377,0.11932590872320986,0.009246224482016905,120344
oracle_intercept,True,9,843702,0.40580037593873153,0.12648238541244405,0.010618785545515626,143172
online_platt,False,5,767428,0.4260197941332595,0.13498960007593627,0.009917072999709163,140669
online_platt,False,6,644039,0.4163448506176037,0.1317404771683591,0.00746644014826527,116615
online_platt,True,7,1057658,0.37541268697896,0.11557804739247747,0.012349870852360301,161413
online_platt,True,8,765904,0.3861524022810698,0.11930245524446129,0.007760524103878211,120344
online_platt,True,9,843702,0.4055964915283089,0.12639644288504173,0.007742625543479974,143172
