day,method,n,log_loss,brier,ece,clicks
16,expanding,477680,0.6111355561521893,0.21144176626863884,0.020424127545668788,178684
16,best_fixed_window,477680,0.6101403427735983,0.2109962151810174,0.014714294370365815,178684
16,arw,477680,0.6101403427735983,0.2109962151810174,0.014714294370365815,178684
16,adamoe,477680,0.6098715751541247,0.2108669223541559,0.01362755775232158,178684
16,ops,477680,0.6095309883719665,0.2107133738378555,0.007364046436180826,178684
16,amgtp_only,477680,0.6098566292608243,0.21085982397239705,0.013495993808654632,178684
16,expanding_apops,477680,0.6098695512902512,0.21085549445037868,0.005797515641046324,178684
16,ttam,477680,0.6093251484270713,0.2106309683601714,0.0069545254865004584,178684
17,expanding,450258,0.619185581104016,0.21505242077315287,0.029127346513857236,172509
17,best_fixed_window,450258,0.617445435978668,0.21426749842416296,0.01842036315066811,172509
17,arw,450258,0.6180714873726566,0.2145638960107331,0.024557548599489967,172509
17,adamoe,450258,0.6179706795055226,0.21451639673543474,0.024914168736506873,172509
17,ops,450258,0.616632472666596,0.21387156106164848,0.0067388286044229966,172509
17,amgtp_only,450258,0.6179578028885977,0.21451047206663704,0.024876308782964512,172509
17,expanding_apops,450258,0.6171184415467477,0.21409209613401411,0.005865613399946516,172509
17,ttam,450258,0.6164556049845042,0.21380785241415187,0.0059276235962821364,172509
18,expanding,538532,0.6171417436295262,0.21411635168700446,0.02144883291666949,204091
18,best_fixed_window,538532,0.6156897153133393,0.21346807661637368,0.009639135414928272,204091
18,arw,538532,0.6159455379411146,0.21358187167014653,0.011896270236816912,204091
18,adamoe,538532,0.6158737998986555,0.21355753174371928,0.014731306299113008,204091
18,ops,538532,0.6154298247771599,0.21332864819072825,0.0067416402070949715,204091
18,amgtp_only,538532,0.6158344843927337,0.21353968903140227,0.014321666767742946,204091
18,expanding_apops,538532,0.6159568893246408,0.2135548840716467,0.006086852551264324,204091
18,ttam,538532,0.6153152897094893,0.2132850138785332,0.006147394568386379,204091
19,expanding,582350,0.6059998445703662,0.20909157281084134,0.012904013365684976,212241
19,best_fixed_window,582350,0.6063229290258746,0.20917178448176538,0.018433388968150978,212241
19,arw,582350,0.6052131028857751,0.20873497767827343,0.006598192634649664,212241
19,adamoe,582350,0.6053111025956587,0.20876119748306804,0.009179266292449221,212241
19,ops,582350,0.605041974855996,0.20867820513898414,0.005044729679201582,212241
19,amgtp_only,582350,0.6053089638130701,0.20875890244162243,0.009298708941341436,212241
19,expanding_apops,582350,0.6054944691636391,0.20887694138025628,0.004808528353574372,212241
19,ttam,582350,0.6048763802621051,0.20861936477059834,0.00465938676852276,212241
20,expanding,552965,0.607558680242429,0.20977407142457916,0.011820924194931708,202913
20,best_fixed_window,552965,0.6067028112999007,0.20937780262256045,0.0071457915289874045,202913
20,arw,552965,0.6067028112999007,0.20937780262256045,0.0071457915289874045,202913
20,adamoe,552965,0.6065524283824957,0.20932269695227063,0.008475460797132035,202913
20,ops,552965,0.6064438225644219,0.2092751803927409,0.005456502620679892,202913
20,amgtp_only,552965,0.606549699554838,0.20932121750138236,0.008407115653920483,202913
20,expanding_apops,552965,0.6071315475645933,0.20957725253574633,0.005580146775117797,202913
20,ttam,552965,0.6063467099049727,0.20924304495381008,0.0049403203399565445,202913
21,expanding,562085,0.60685320563642,0.20947220418208617,0.01348686128436813,205782
21,best_fixed_window,562085,0.605934372045665,0.20905636034983116,0.0071948212212183385,205782
21,arw,562085,0.605934372045665,0.20905636034983116,0.0071948212212183385,205782
21,adamoe,562085,0.6059495632346215,0.20906388695536507,0.009370645401962741,205782
21,ops,562085,0.6058585861959381,0.20902381812913212,0.006455406701087343,205782
21,amgtp_only,562085,0.6059412028995024,0.20905949884535013,0.009135725874664663,205782
21,expanding_apops,562085,0.6063172882004296,0.20923732829321748,0.0061148366594701384,205782
21,ttam,562085,0.6056397245415415,0.20895030972971065,0.005458432220441605,205782
22,expanding,528347,0.6083902597869365,0.21017686381278236,0.00989729923110627,195055
22,best_fixed_window,528347,0.6084258800476641,0.21016756054900093,0.016204627667221028,195055
22,arw,528347,0.6084258800476641,0.21016756054900093,0.016204627667221028,195055
22,adamoe,528347,0.6076325686176665,0.20985200508304314,0.00756240395992654,195055
22,ops,528347,0.6075122590398009,0.20982582251704618,0.005685060088390481,195055
22,amgtp_only,528347,0.6076315179598688,0.2098507847268985,0.007457367723084137,195055
22,expanding_apops,528347,0.6080987588852503,0.21007008535844263,0.005763699764324303,195055
22,ttam,528347,0.6074115752177294,0.20978696441673084,0.005561473059193372,195055
23,expanding,506792,0.6084598198990531,0.21025587463563405,0.00907953748420885,186589
23,best_fixed_window,506792,0.6079703271600686,0.21006025695518335,0.005189095486832452,186589
23,arw,506792,0.6079777631900427,0.21003175127897283,0.009732961280782979,186589
23,adamoe,506792,0.6076698282314941,0.20990942307514565,0.007152417568956114,186589
23,ops,506792,0.6076462829318735,0.20991875962262666,0.007335042987406049,186589
23,amgtp_only,506792,0.6076700765875962,0.20990876580952553,0.007140171701936309,186589
23,expanding_apops,506792,0.6081483130028045,0.21013497385441174,0.00679687748355327,186589
23,ttam,506792,0.6074181653622072,0.20982970788681868,0.006120017780187985,186589
24,expanding,436408,0.6154126975048224,0.21341757372976194,0.019290859409573487,164916
24,best_fixed_window,436408,0.6144967680877416,0.2130168583745931,0.014104509711100232,164916
24,arw,436408,0.6143661948180814,0.21296715363759297,0.014538462534874987,164916
24,adamoe,436408,0.6144173501092764,0.2129911514482506,0.01709588460567041,164916
24,ops,436408,0.6137895855506148,0.21268645682960813,0.0073472762814751034,164916
24,amgtp_only,436408,0.6143809063089085,0.21297463071179265,0.016718904548537975,164916
24,expanding_apops,436408,0.614541309371838,0.21300424240801857,0.006934517133707059,164916
24,ttam,436408,0.6137316922165728,0.21266706683300757,0.006748799816004324,164916
25,expanding,507128,0.6126552430087617,0.2121397912399315,0.015760993630285065,188189
25,best_fixed_window,507128,0.6117835565582692,0.21173751429970344,0.013218840314374914,188189
25,arw,507128,0.6115002160028095,0.21158646170040205,0.008903362606773211,188189
25,adamoe,507128,0.6111844153699637,0.2114655943926603,0.007626711494115619,188189
25,ops,507128,0.6112549628848568,0.21148749090927163,0.006856902716386196,188189
25,amgtp_only,507128,0.6111761405457917,0.2114610784122104,0.00769629825252434,188189
25,expanding_apops,507128,0.6121225343436281,0.21187510228173043,0.0068985471504402415,188189
25,ttam,507128,0.6111383047786426,0.21144347241460298,0.006548392253500637,188189
26,expanding,581336,0.6000515159398743,0.20644235745434847,0.010267427461793039,206145
26,best_fixed_window,581336,0.5991704087684487,0.20606359967825336,0.008195545985515106,206145
26,arw,581336,0.5991704087684487,0.20606359967825336,0.008195545985515106,206145
26,adamoe,581336,0.5992245524197826,0.20607619531964624,0.009178823101514428,206145
26,ops,581336,0.5988767706695717,0.20598092609419402,0.008061559756121084,206145
26,amgtp_only,581336,0.5992284063967082,0.2060769046286798,0.00916329364598841,206145
26,expanding_apops,581336,0.5996346217936352,0.2062972192233017,0.006760973376062686,206145
26,ttam,581336,0.5987410778770932,0.20593082522163056,0.007364989433640121,206145
27,expanding,518487,0.6028694397444451,0.20771409963199253,0.008481409299422822,185940
27,best_fixed_window,518487,0.6023206022411299,0.20750273701308003,0.007345536805386047,185940
27,arw,518487,0.6023206022411299,0.20750273701308003,0.007345536805386047,185940
27,adamoe,518487,0.6021256781718198,0.20739743044028974,0.0074780451329706545,185940
27,ops,518487,0.6021641846649481,0.2074235007695613,0.005326805979598569,185940
27,amgtp_only,518487,0.6021317817921534,0.20739948662741273,0.0075420705262223,185940
27,expanding_apops,518487,0.6025058302489327,0.20759102033725518,0.006592077849631231,185940
27,ttam,518487,0.6017400384717813,0.2072796142582695,0.00620652570593913,185940
28,expanding,459375,0.607463772749941,0.20974791001546228,0.011021798848959867,168527
28,best_fixed_window,459375,0.6072049453214854,0.2096451891414569,0.010230647365025105,168527
28,arw,459375,0.6072049453214854,0.2096451891414569,0.010230647365025105,168527
28,adamoe,459375,0.6066397938486466,0.20941872291343716,0.009709979016302566,168527
28,ops,459375,0.606482902004863,0.2093579270027396,0.007179730894345329,168527
28,amgtp_only,459375,0.6066367678087496,0.20941693888772886,0.009637897750373653,168527
28,expanding_apops,459375,0.6070521381623927,0.20958946248028826,0.006200438040344212,168527
28,ttam,459375,0.6063172344807718,0.20930505415743741,0.0065837406597243475,168527
29,expanding,493827,0.6091536829913741,0.2105940421710542,0.013943492235891154,185143
29,best_fixed_window,493827,0.6081552869473922,0.21012479157223543,0.010366141402111353,185143
29,arw,493827,0.6081552869473922,0.21012479157223543,0.010366141402111353,185143
29,adamoe,493827,0.6079779205133943,0.21009589669723397,0.012704147790373006,185143
29,ops,493827,0.6076666601285688,0.20994613929090017,0.007951819929414445,185143
29,amgtp_only,493827,0.6079687955905906,0.2100924007987869,0.012704109900641114,185143
29,expanding_apops,493827,0.6085439836449764,0.2103181487144342,0.00700438547094018,185143
29,ttam,493827,0.607448648374968,0.20986749339913943,0.006980140886533794,185143
30,expanding,468451,0.610233658760751,0.21109282980150285,0.015842123701073414,176695
30,best_fixed_window,468451,0.6089980418641637,0.21054337149251579,0.009052988126673598,176695
30,arw,468451,0.6089980418641637,0.21054337149251579,0.009052988126673598,176695
30,adamoe,468451,0.6087523131832797,0.2104280276153929,0.010576571999470175,176695
