label,baseline,method,n_days,mean_delta_daywt,median_delta,imp_wt_delta,ci95_lo,ci95_hi,ci_excludes_0,n_days_won,n_days_lost,n_days_tied,frac_days_won,sign_test_p,sign_test_p_notie,sign_test_p_floor,mbb_ci_lo,mbb_ci_hi,loo_reverses_sign,per_seed_spread
"Avazu (fixed origin, test days 7-9)",expanding,adamoe,3,-0.00021130800131045438,-0.00021775349254027354,-0.00019421254122298755,-0.0003633392348934006,-5.283127649768904e-05,True,3,0,0,1.0,0.25,0.25,0.25,,,False,0.00011046526517823527
"Avazu (fixed origin, test days 7-9)",expanding,arw,3,-7.618803255871054e-05,-4.782883680276573e-06,-6.581150228555775e-05,-0.00022378121399585504,0.0,False,2,0,1,0.6666666666666666,1.0,0.5,0.25,,,False,0.0001615695774680829
"Avazu (fixed origin, test days 7-9)",expanding,best_fixed,3,0.0004433163049676521,5.616030944960437e-05,0.0005511082247239982,-0.00026080097589759044,0.0015345895813509425,False,1,2,0,0.3333333333333333,1.0,1.0,0.25,,,True,0.00045664756152484037
"Avazu (fixed origin, test days 7-9)",expanding,dualtime,3,-4.0520286027578845e-05,-0.0003219487124981879,1.4001085876655998e-05,-0.00033807992534651277,0.0005384677797619641,False,2,1,0,0.6666666666666666,1.0,1.0,0.25,,,True,0.00022769044035952923
"Avazu (fixed origin, test days 7-9)",expanding,ops,3,-0.00020062195718462128,-0.00044710726343138996,-0.0001525460984393943,-0.0004652816815112204,0.0003105230733887465,False,2,1,0,0.6666666666666666,1.0,1.0,0.25,,,False,0.00017622721148763398
