day,l_uncal,l_oracle,b_star,improvement,rel_improvement
16,0.610025448419447,0.6097121492982119,0.05433364909799814,0.00031329912123501114,0.000513583690724309
17,0.6173094852317002,0.6166011643399999,0.08142692568996349,0.0007083208917002537,0.0011474323797801252
18,0.6163465138856026,0.6155523758229506,0.08634314017342004,0.000794138062651939,0.001288460378635865
19,0.6053398652618543,0.6052474614883906,-0.029520663661088596,9.240377346375617e-05,0.00015264775833619465
20,0.6066423920963016,0.606634548406484,0.008617006458211013,7.843689817543797e-06,1.2929676395411961e-05
21,0.6059796471824027,0.6059698237226707,-0.009630127412285,9.82345973199461e-06,1.6210874041183274e-05
