method,is_test,day,n,log_loss,brier,ece,clicks
equal_ensemble,True,23,506792,0.6078298258459723,0.2099644270500498,0.00773618724040969,186589
equal_ensemble,True,24,436408,0.6143655291121212,0.2129691153798338,0.016149374304558414,164916
equal_ensemble,True,25,507128,0.6115808414700105,0.21166165574684734,0.011669674989246818,188189
equal_ensemble,True,26,581336,0.5996122526477811,0.20623187100290666,0.011983572001149767,206145
equal_ensemble,True,27,518487,0.6021452551140547,0.2074267285774211,0.008416394416288666,185940
equal_ensemble,True,28,459375,0.6068379883540312,0.2094906826205023,0.010028474604941577,168527
equal_ensemble,True,29,493827,0.6080791148989048,0.2101331385969447,0.012660289549209948,185143
equal_ensemble,True,30,468451,0.6089308967999911,0.2105232822845937,0.011894862759358289,176695
long_only,False,16,477680,0.610025448419447,0.2109415498661718,0.01491558445824897,178684
long_only,False,17,450258,0.6173094852317002,0.2142131310565833,0.017721049699582457,172509
long_only,False,18,538532,0.6163465138856026,0.21377445299518633,0.01878463266187496,204091
long_only,False,19,582350,0.6053398652618543,0.20876527198396622,0.009808962132089897,212241
long_only,False,20,552965,0.6066423920963016,0.20936276960547956,0.008562410858542868,202913
long_only,False,21,562085,0.6059796471824027,0.20906260441987232,0.01015138791417744,205782
long_only,True,22,528347,0.6077082049451651,0.20989409961444402,0.006759811834837987,195055
long_only,True,23,506792,0.6078279020826012,0.2099630644962821,0.007967284681998714,186589
long_only,True,24,436408,0.6143421603564251,0.21295889955566458,0.016016159138879802,164916
long_only,True,25,507128,0.6115552189548085,0.2116497823497827,0.011378243654580325,188189
long_only,True,26,581336,0.5996246079511843,0.20623704773621115,0.01226068531716165,206145
long_only,True,27,518487,0.6021389426847366,0.20742383200339207,0.008333098732276686,185940
long_only,True,28,459375,0.6068347559240909,0.20948971265151178,0.009912626628590666,168527
long_only,True,29,493827,0.6080636462562292,0.21012696522075433,0.012597319869250816,185143
long_only,True,30,468451,0.6089089462165049,0.21051365990698462,0.011713262330494176,176695
short_only,False,16,477680,0.6103829125341134,0.21105860734544385,0.011340582493804315,178684
short_only,False,17,450258,0.6172718400668706,0.2141418521141318,0.006716776635169025,172509
short_only,False,18,538532,0.6161336189784898,0.21362688219939427,0.006768324447004212,204091
short_only,False,19,582350,0.6057739888085462,0.20896080779006015,0.010072507660466528,212241
short_only,False,20,552965,0.6073308171152123,0.209644451418891,0.008018001924197708,202913
short_only,False,21,562085,0.6067707052783257,0.20939882127580117,0.010663182727057038,205782
short_only,True,22,528347,0.6084050692040832,0.21017933907916383,0.00889860383446756,195055
short_only,True,23,506792,0.6085650696488913,0.21029669036694526,0.008940106450837601,186589
short_only,True,24,436408,0.6146825312750411,0.21305609438472065,0.007709839528930218,164916
short_only,True,25,507128,0.6121857486468464,0.2118890990380822,0.007842361184610505,188189
short_only,True,26,581336,0.5999990150952189,0.20642696559488782,0.009742342772703475,206145
short_only,True,27,518487,0.603035859537314,0.20776688009889796,0.00747555534635983,185940
short_only,True,28,459375,0.6073694686538426,0.209701174033076,0.009764682572183653,168527
short_only,True,29,493827,0.608988332003193,0.21047789817142024,0.011164135790137366,185143
short_only,True,30,468451,0.6098971199951495,0.2108944192294222,0.011031551418575642,176695
combined,False,16,477680,0.6097464896032644,0.21079000746493068,0.010139474404446748,178684
combined,False,17,450258,0.6166740956332626,0.21389229468573165,0.006126118395031077,172509
combined,False,18,538532,0.6155741642363164,0.2133910747538848,0.0071214318712711265,204091
combined,False,19,582350,0.6052835706134153,0.20875353127497911,0.009264839276058125,212241
combined,False,20,552965,0.6066721488966592,0.2093599679742976,0.00790032768067192,202913
combined,False,21,562085,0.6060054960947051,0.20907153133957845,0.009676226950217713,205782
combined,True,22,528347,0.6077386219861992,0.20990390843344886,0.0069643173601593306,195055
combined,True,23,506792,0.6077876925665447,0.20997043975728144,0.007937109346628045,186589
combined,True,24,436408,0.6138504779216786,0.21270927109694446,0.00804623958653115,164916
combined,True,25,507128,0.6113963135505107,0.21154914351429563,0.007732989931294538,188189
combined,True,26,581336,0.5992497755327411,0.20611971646738997,0.009059266618298324,206145
combined,True,27,518487,0.6023486041188904,0.20749858798720638,0.007591218039007174,185940
combined,True,28,459375,0.6068193340839002,0.20948301627268764,0.009857039513502463,168527
combined,True,29,493827,0.6080166927287025,0.21007747210059982,0.010659756579367421,185143
combined,True,30,468451,0.608857539220604,0.21046129484239154,0.010068969902939618,176695
time_of_day,False,16,477680,0.610025448419447,0.2109415498661718,0.014915584458248969,178684
time_of_day,False,17,450258,0.6166975292567024,0.2139252879799789,0.007923876897376331,172509
time_of_day,False,18,538532,0.6156100548594217,0.21342268533314077,0.007813335613894334,204091
time_of_day,False,19,582350,0.6063528527119841,0.20916561302489142,0.0223672715675966,212241
time_of_day,False,20,552965,0.6067060120343478,0.20936421456706802,0.009824481244165345,202913
time_of_day,False,21,562085,0.6060938542377456,0.2090899091695677,0.011059091883893611,205782
time_of_day,True,22,528347,0.6076508196856059,0.2098561734292845,0.007545132531978885,195055
time_of_day,True,23,506792,0.6078867988074831,0.20997355774057042,0.011657307623073895,186589
time_of_day,True,24,436408,0.6140021809240787,0.21280359195478954,0.012295358171409589,164916
time_of_day,True,25,507128,0.6113637475542827,0.21155868931920682,0.00828318481787471,188189
time_of_day,True,26,581336,0.6000067369535607,0.20638925268941122,0.017990150655279105,206145
time_of_day,True,27,518487,0.6020391982051326,0.20737185630042218,0.00848823192170692,185940
time_of_day,True,28,459375,0.6068117451955147,0.20947077914693124,0.00941767484609232,168527
time_of_day,True,29,493827,0.6078225697686618,0.2100130125075442,0.01211458962367062,185143
time_of_day,True,30,468451,0.6086764128091797,0.21040462167706084,0.010560844800426688,176695
oracle_intercept,False,16,477680,0.6097121492982119,0.21076744871336953,0.009928799935005178,178684
oracle_intercept,False,17,450258,0.6166011643399999,0.21386986325226792,0.006235690235942624,172509
oracle_intercept,False,18,538532,0.6155523758229506,0.21338807375816998,0.0071657991985902515,204091
oracle_intercept,False,19,582350,0.6052474614883906,0.20874474440399102,0.009745906032631497,212241
oracle_intercept,False,20,552965,0.606634548406484,0.20935402130226372,0.00831992175849904,202913
oracle_intercept,False,21,562085,0.6059698237226707,0.20906540135642976,0.010623169608214586,205782
oracle_intercept,True,22,528347,0.6077080480891289,0.20989340724710695,0.006875108784452206,195055
oracle_intercept,True,23,506792,0.6077521792410607,0.20994732065547433,0.008002289959773453,186589
oracle_intercept,True,24,436408,0.6138217948896875,0.2126985518072,0.008438203877288242,164916
oracle_intercept,True,25,507128,0.6113240607908098,0.2115268992946494,0.007749780519336627,188189
oracle_intercept,True,26,581336,0.5992697598980752,0.2061236439957761,0.008651266615112028,206145
oracle_intercept,True,27,518487,0.602137461857284,0.2074257949484531,0.008360461796786267,185940
oracle_intercept,True,28,459375,0.6068343138640061,0.20949101208355722,0.010007092649049585,168527
oracle_intercept,True,29,493827,0.6079869226041278,0.21007082222919682,0.01130001250722257,185143
oracle_intercept,True,30,468451,0.6088255916186467,0.21045503333303586,0.01060428359705083,176695
online_platt,False,16,477680,0.6095820654389381,0.21073417071312667,0.007439256736084169,178684
online_platt,False,17,450258,0.616698644953703,0.21390374240471172,0.0056280857626690595,172509
online_platt,False,18,538532,0.6155660955014738,0.2133883459875198,0.006905466617715037,204091
online_platt,False,19,582350,0.6050205393522706,0.20866638296700232,0.004825522506915558,212241
online_platt,False,20,552965,0.6065378240193596,0.20931555519072123,0.005542067893936996,202913
online_platt,False,21,562085,0.6058406610972182,0.20901636852818875,0.007104572534755971,205782
online_platt,True,22,528347,0.6076316768611879,0.20987586277862819,0.005584076512573989,195055
online_platt,True,23,506792,0.607705704865387,0.20994501241743624,0.00771853239118557,186589
online_platt,True,24,436408,0.6138153108047364,0.21270104891216302,0.007378581400291167,164916
online_platt,True,25,507128,0.6114008520756748,0.21155464048570338,0.007345872966691889,188189
online_platt,True,26,581336,0.599030632189737,0.20604681001319347,0.006882556394326118,206145
online_platt,True,27,518487,0.6022459473633344,0.2074641904631976,0.006153217215541975,185940
online_platt,True,28,459375,0.6066376529556001,0.2094180545655014,0.007027676960253611,168527
online_platt,True,29,493827,0.6078053485885179,0.21000682449577784,0.008179018359192786,185143
online_platt,True,30,468451,0.6087184691499604,0.2104181527501719,0.007488290195947867,176695
