day,block,n,mean_residual
18,67,8873,0.012281349813898992
18,68,9045,0.01297528918186558
18,69,9535,0.027526618704165902
18,70,9428,0.010672080974980923
18,71,9737,0.01924698775606696
18,72,9537,0.015757916131934935
18,73,9919,0.01392154058697143
18,74,9825,0.021210745466865855
18,75,10024,0.019810925456136108
18,76,9994,0.0164433531978135
18,77,9817,0.016714666147101466
18,78,9662,0.01631040812090414
18,79,9681,0.018965324000639383
18,80,9379,0.013134028633495849
18,81,8966,0.010191515910364081
18,82,8735,0.0025767273020937923
18,83,8449,0.014038083052942053
18,84,7737,0.0158530333616357
18,85,7419,0.011775036653495352
18,86,6879,0.01530232150013867
18,87,6125,0.012773437042471048
18,88,5394,0.014997061444259592
18,89,5024,0.010929632075102927
18,90,4273,0.0069919336231034895
18,91,3732,0.010213198850714261
18,92,2743,0.022788229906124773
18,93,2332,0.01930924269720726
18,94,1924,0.02352617632564494
18,95,1591,0.004264571258429966
19,0,1360,0.012045424113655502
19,1,1164,-0.01372745041140576
19,2,1007,0.022127315873375797
19,3,911,-0.008321836700965382
19,4,813,0.03802485829003761
19,5,797,0.011619687218131093
19,6,758,0.00185360516157094
19,7,689,0.035638215208324574
19,8,740,-0.002484873792351275
19,9,773,-0.011652100665254475
19,10,726,0.017763064866448876
19,11,851,0.020382629407162636
19,12,957,0.019786206536528544
19,13,965,0.013295708179695546
19,14,1025,0.0013451104230694766
19,15,1253,0.003571956786064163
19,16,1354,0.015565706988840014
19,17,1557,0.018582836613581462
19,18,1826,0.011490234649911158
19,19,2188,-0.0006266873039061872
19,20,2538,0.01401617092514215
19,21,2980,0.022467169804212525
19,22,3661,0.013099303750218737
19,23,4149,0.0010364318997951759
19,24,4599,0.005384367892598327
19,25,5203,0.010477466407733848
19,26,5826,-0.0011279948847227185
19,27,6105,0.0032394252261321622
19,28,6393,-0.005094375364193856
19,29,6757,-0.007935262858482861
19,30,7178,-0.002310764185259919
19,31,7708,-0.010711404666100051
19,32,7784,-0.005506771544127945
19,33,8042,-0.009121352451602619
19,34,8115,-0.004914632106106787
19,35,8180,-0.014294354591273041
19,36,8299,-0.012092531632894277
19,37,8170,-0.007729146724835163
19,38,8288,-0.01117484875067115
19,39,8564,-0.015295460662603988
19,40,8175,-0.019837862721554685
19,41,8347,-0.021003084259464823
19,42,8280,-0.01252079283775311
19,43,8382,-0.011960430033822021
19,44,8232,-0.019675996511407216
19,45,8408,-0.009454915008046325
19,46,8353,-0.015287103816474235
19,47,8507,-0.018736886298591
19,48,8422,-0.014473070096541557
19,49,8516,-0.006784574025149413
19,50,8506,-0.007939517564046891
19,51,8671,-0.00448563132938101
19,52,8316,-0.012798938035978105
19,53,8398,-0.01044952342338618
19,54,8478,-0.01461994742460035
19,55,8590,-0.007752259606055634
19,56,8291,-0.00765128068115913
19,57,8482,-0.008153438935707734
19,58,8588,-0.00779569468370573
19,59,8294,-0.014650678390593759
19,60,7921,-0.007191284505075566
19,61,7434,-0.010628743985545402
19,62,8028,-0.0048321034212471
19,63,8735,-0.006705535221048949
19,64,8214,-0.015908831679012976
19,65,8860,0.000283775054298488
19,66,8757,-0.004952727219991652
19,67,8922,-0.007569191660089746
19,68,8829,-0.008147606970393486
19,69,9065,-0.008829278467440051
19,70,9026,-0.0075091799100703025
19,71,9181,-0.021835048885530124
19,72,8818,-0.009919365587836905
19,73,8988,-0.0026195909278365188
19,74,9162,-0.00476476762162774
19,75,9176,0.0007625619119971147
19,76,9170,-0.008422934425185673
19,77,9299,-0.006533375204797003
19,78,9400,-0.0006975992874179551
19,79,9324,0.0008273457764443157
19,80,9106,-0.001715389705251061
19,81,8781,0.0033046739570823116
19,82,8604,-0.0003263124529808194
19,83,8437,-0.0014203045657145614
19,84,7504,0.004554018013727432
19,85,7077,0.0021317784850218525
19,86,6431,-0.008676675035638898
19,87,5921,-0.005601027636811881
19,88,5179,0.0017752797231468972
19,89,4581,-0.004964310391127693
19,90,4040,-0.008287775003025324
19,91,3561,-0.005158787256951773
19,92,2565,-0.0011937062183075948
19,93,2227,0.013132556352410311
19,94,1929,0.010493615186583672
19,95,1609,0.024540952945282742
20,0,1247,-0.008579356700713886
20,1,1091,0.012388547111324899
20,2,961,0.014419601724933536
20,3,873,0.014578826979826251
20,4,819,-0.001452297633810232
20,5,677,0.010611393535346843
20,6,669,-0.005568671128313573
20,7,686,0.03513115907447177
20,8,645,0.026783754959638535
20,9,660,0.04042992245443149
20,10,709,0.02888882385461151
20,11,725,-0.008096177814231621
20,12,804,-0.012437651331967052
20,13,857,0.03393072231366826
20,14,1039,0.0494347535254661
20,15,1188,0.02571476062924135
20,16,1350,0.05580616205021271
20,17,1552,0.03298564593744771
20,18,1756,0.022345468866933723
20,19,1958,0.020616523822226278
20,20,2394,0.015763652333101064
20,21,2908,0.01990537915796229
20,22,3529,0.015950868645512768
20,23,3934,0.004159929250366652
20,24,4322,0.019649555000521606
20,25,4724,0.013872184831745097
20,26,5322,0.007147188348952358
20,27,5760,0.02258376272260977
20,28,5860,0.017276451548645055
20,29,6320,0.01357860961448312
20,30,6659,-0.0031850035643616655
20,31,6811,0.0077801804752661565
20,32,6998,-0.002400230531413019
20,33,7082,0.0042279510466986135
20,34,7363,-0.012219396827269486
20,35,7328,-0.008860572161704649
20,36,7415,0.004514285662034566
20,37,7294,-0.003297886207096192
20,38,7564,-0.012720399173362979
20,39,7443,0.002282753926539971
20,40,7496,-0.011264186916994651
20,41,7431,-0.014126915543211651
20,42,7677,0.009245971845839406
20,43,7491,-0.00493398850757392
20,44,7524,-0.011923751031118085
20,45,7562,2.099890461554386e-05
20,46,7727,-0.0005183366174388869
20,47,7836,-0.0002556900978540809
20,48,7543,-0.009306681104974833
20,49,7720,0.0025596830996148425
20,50,7786,0.0017993396356634228
20,51,8019,-0.00462814999347253
20,52,7879,-0.008573940528995848
20,53,7981,0.0005424504358455392
20,54,7918,-0.003164197543919256
20,55,8030,0.0027165464315861763
20,56,7544,-0.002026801834851927
20,57,7736,-0.005941180919897661
20,58,7720,0.009480059371265798
20,59,8104,0.008443152220099726
20,60,7607,-0.0056725982704539015
20,61,7871,-0.0028861935482066255
20,62,8049,-0.010920422486319895
20,63,8116,0.003732611704324392
20,64,8135,0.006306253840049189
20,65,8174,-0.0024106269853665014
20,66,8383,-0.0013022058199244674
20,67,8541,0.0018999924756241322
20,68,8502,-0.011669374760793255
20,69,8540,-0.00801163745214541
20,70,8617,4.549954636058912e-05
20,71,8653,0.007730840017709296
20,72,8397,-0.005411193623591462
20,73,8681,-0.0035227946054288174
20,74,8928,0.013729782344993566
20,75,9318,0.0016735511864022369
20,76,9366,-0.004923343182472723
20,77,9304,-0.000800142121348181
20,78,9599,-0.0015890846758557333
20,79,9258,0.0010338445977005875
20,80,9102,0.0035901370855560407
20,81,8883,0.00027150597564939353
20,82,8641,0.0067287681770850935
20,83,8536,0.010165236520388664
20,84,7736,0.013877481644181828
20,85,7331,0.005336739334430314
20,86,6699,0.01404926938724149
20,87,6171,0.000331079599920077
20,88,5334,0.0094778214228807
20,89,4718,0.005345150882632069
20,90,4138,0.004482803160002271
20,91,3516,0.017597154100592666
20,92,2502,-0.0026783837437176976
20,93,2192,0.0016063956059711331
20,94,1860,0.01330771046613116
20,95,1547,-0.009743118568808209
21,0,1234,-0.005438633407078624
21,1,1093,0.013494601868609284
21,2,908,0.005376788876601401
21,3,845,0.024552865314829645
21,4,789,0.018220860646338946
21,5,739,0.0009516160302695678
21,6,723,-0.00968534304893132
21,7,680,0.011475905906153012
21,8,648,0.010657436960369934
21,9,751,0.017682424210993218
21,10,784,0.009801543865737004
21,11,841,0.014696985154351715
21,12,878,0.022213008123057175
21,13,911,0.027387303279977772
21,14,1011,0.030613961542898707
21,15,1219,0.022616191711399874
21,16,1417,0.028089215209856213
21,17,1568,-0.005006072244943165
21,18,1783,0.013071187256552222
21,19,2097,0.015618479164483945
21,20,2582,0.003414870786021919
21,21,2933,0.014522419038572444
21,22,3481,0.018317462220389852
21,23,4096,0.01437186210371652
21,24,4196,-0.0008233936185893232
21,25,4987,0.006603819445416595
21,26,5328,0.019346169455481448
21,27,5659,0.02188697949113129
21,28,6148,0.003743317215666745
21,29,6522,0.006592845077865947
21,30,6723,-0.004004720713389612
21,31,6914,-0.006270524921647878
21,32,7095,0.0004464734982228195
21,33,7415,-0.012090621944553103
21,34,7433,-0.013362850301031418
21,35,7535,-0.01195375693527532
21,36,7463,-0.004691239755184471
21,37,7860,-0.0035629671302940267
21,38,7565,-0.010949620350963571
21,39,7707,-0.011600509533682656
21,40,7769,-0.010166270568520883
21,41,7910,-0.013021590934233848
21,42,7894,-0.012433946998989531
21,43,8005,-0.013191624019359352
21,44,7484,-0.00664884105418128
21,45,7740,-0.015184271146913881
21,46,7933,-0.009209473034164375
21,47,8116,-0.01690793114602329
21,48,7830,-0.0054094550739601606
21,49,8117,-0.005810828256191634
21,50,8007,0.003108124907498756
21,51,8122,-0.006183089984121505
21,52,8130,-0.0075546297514469335
21,53,8087,-0.009256894514096062
21,54,7966,-0.010231613081943968
21,55,8089,-0.011647186466608195
21,56,7764,-0.007676673003371246
21,57,7742,-0.007015450294120835
21,58,7784,-0.01006103442783445
21,59,7928,-0.004391873873581327
21,60,8018,-0.009085807758643389
21,61,8125,-0.011962246779618673
21,62,8227,-0.007477054190901671
21,63,8340,-0.006159115594768685
21,64,8248,-0.007796892380744861
21,65,8517,-0.0024595972224142723
21,66,8595,-0.011150839641016784
21,67,8633,-0.007462286096135411
21,68,8667,-0.010148567901807605
21,69,8631,-0.0008843660408288129
21,70,8737,-0.0010513711462299972
21,71,8937,0.0004966734301901408
21,72,8608,-0.00031085840545445355
21,73,9011,-0.0009004547151393656
21,74,8899,0.002156545148507149
21,75,9252,0.008872641303586554
21,76,8869,0.005518497055695597
21,77,8931,0.006424128666850247
21,78,9409,-0.0025477007762664925
21,79,9581,0.006252500473509107
21,80,8976,-0.0022303396581317067
21,81,8932,-0.000951598784585436
21,82,8604,0.0044947400869826855
21,83,8516,0.012580477826418409
21,84,7807,0.0037221926747510897
21,85,7309,0.0048944607774538025
21,86,6807,0.00013649757555258385
21,87,6034,0.01074091880320842
21,88,5114,0.01711618161592785
21,89,4774,-0.0018346586147399827
21,90,4096,0.019133262968194426
21,91,3685,0.0065612105227847925
21,92,2607,0.013819150554391361
21,93,2209,-0.01124034869557838
21,94,1824,0.013248608787542927
21,95,1578,0.0036219461444916474
