day,regret,l_long,l_oracle,l_method,captured_gain,denom_negligible
22,3.716523929586657e-05,0.6086285675723723,0.6083679039647873,0.6084050692040832,0.8574206823875152,False
23,5.962183259533571e-05,0.6085714392032008,0.608505447816296,0.6085650696488913,,True
24,3.573807454826383e-05,0.6155365662640803,0.6146467932004929,0.6146825312750411,0.9598346184990421,False
25,5.7413557334351495e-05,0.612758407397628,0.612128335089512,0.6121857486468464,0.9088778278384755,False
26,-2.7129604690201425e-05,0.6000305409141455,0.6000261446999091,0.5999990150952189,,True
27,0.00016680516102907106,0.6029768680310758,0.6028690543762849,0.603035859537314,-0.5471617333877417,False
28,-2.2228183868100437e-05,0.6074785105415562,0.6073916968377107,0.6073694686538426,,True
29,2.730982830012607e-05,0.6091070882587667,0.6089610221748929,0.608988332003193,0.8130310091443124,False
30,2.874941131936204e-05,0.6100312647959804,0.6098683705838301,0.6098971199951495,0.8235086996654545,False
