method,day,n,log_loss,brier,ece,clicks
expanding,16,477680,0.6104762813424542,0.2111122420350983,0.01273108940746439,178684
best_fixed,16,477680,0.6104347001279438,0.2111216444107534,0.016497564717233817,178684
arw,16,477680,0.6104347001279438,0.2111216444107534,0.016497564717233817,178684
adamoe,16,477680,0.6100579910944215,0.2109480619964788,0.014580482494285237,178684
long_only,16,477680,0.6104347001279438,0.2111216444107534,0.016497564717233817,178684
ops,16,477680,0.6098419626161897,0.21084076406465607,0.00723529001635476,178684
dualtime,16,477680,0.6100471843391831,0.21092673754038796,0.011002579035586225,178684
expanding,17,450258,0.6181791279715144,0.21459538814228135,0.02132947340503476,172509
best_fixed,17,450258,0.617512098466736,0.21430202185482553,0.01780892766261711,172509
arw,17,450258,0.617512098466736,0.21430202185482553,0.01780892766261711,172509
adamoe,17,450258,0.617196839741074,0.21416055749192442,0.015577707170774554,172509
long_only,17,450258,0.6171969663768253,0.21416061738904804,0.015579465329030963,172509
ops,17,450258,0.6167412136830214,0.21392230552672636,0.005823831983903957,172509
dualtime,17,450258,0.6169606220987838,0.21403895931731415,0.006535815779190538,172509
expanding,18,538532,0.6170257682519202,0.21406581747005576,0.01951179498263272,204091
best_fixed,18,538532,0.6158050884609805,0.2135092114381374,0.009588447837146498,204091
arw,18,538532,0.6158531831826721,0.213535603532395,0.010753962749556681,204091
adamoe,18,538532,0.6158880451948849,0.21355706405801697,0.013575663937126132,204091
long_only,18,538532,0.6158876032915651,0.21355686046825426,0.013571749879313953,204091
ops,18,538532,0.6155136801796525,0.21336174694375196,0.006721802758573206,204091
dualtime,18,538532,0.6156073137079975,0.2134060087870741,0.007221245590720355,204091
expanding,19,582350,0.6060108863499188,0.20909382343174857,0.01335473283270991,212241
best_fixed,19,582350,0.6059980280883093,0.20906004892520208,0.0152852368698885,212241
arw,19,582350,0.6052067637587956,0.20874060628890287,0.007797591446729099,212241
adamoe,19,582350,0.6052039254653876,0.20872692208374266,0.008743569805812252,212241
long_only,19,582350,0.6051982055107805,0.20872421393686252,0.00868140637487942,212241
ops,19,582350,0.6050339543511578,0.20867352026334413,0.004713397544681128,212241
dualtime,19,582350,0.6052137068134017,0.20873350671902374,0.0064313813759606766,212241
expanding,20,552965,0.6075184817184098,0.20976793988813663,0.013637157395538599,202913
best_fixed,20,552965,0.6066234368694906,0.20935632772317928,0.0070618148450512916,202913
arw,20,552965,0.6066234368694906,0.20935632772317928,0.0070618148450512916,202913
adamoe,20,552965,0.6065965366722117,0.20934200984162865,0.008780472178279174,202913
long_only,20,552965,0.60658917866159,0.2093383302797043,0.008672772900219738,202913
ops,20,552965,0.6064846349113518,0.20929131355703232,0.005666933913482705,202913
dualtime,20,552965,0.6065966338249735,0.20933273834939867,0.0075067289077634615,202913
expanding,21,562085,0.6066954291024904,0.20938011966484227,0.011578862249470865,205782
best_fixed,21,562085,0.6060857317287295,0.20910618194024908,0.00898253901615841,205782
arw,21,562085,0.6060857317287295,0.20910618194024908,0.00898253901615841,205782
adamoe,21,562085,0.6059933733253489,0.20907391771591707,0.00980142165125941,205782
long_only,21,562085,0.6059878343221787,0.20907144995229016,0.009757656077849593,205782
ops,21,562085,0.6058720060478403,0.2090306030557735,0.006867413565890232,205782
dualtime,21,562085,0.6059809920452222,0.20907346637386742,0.008142933716861799,205782
expanding,22,528347,0.6086759614366732,0.2103279350386236,0.013846549929366405,195055
best_fixed,22,528347,0.607978433716579,0.21004204767885515,0.011224352980367253,195055
arw,22,528347,0.607978433716579,0.21004204767885515,0.011224352980367253,195055
adamoe,22,528347,0.6077593340310675,0.2099269409162059,0.008763502481541063,195055
long_only,22,528347,0.6077510104593418,0.20992350991800643,0.00861732204111042,195055
ops,22,528347,0.607624933158716,0.20987451671623228,0.0053702259797438106,195055
dualtime,22,528347,0.6077479861923544,0.20991887002359932,0.006271945699939177,195055
expanding,23,506792,0.6086227025824328,0.2103260389877022,0.009922522603521928,186589
best_fixed,23,506792,0.6082233850397633,0.21013389850713504,0.013396848282025848,186589
arw,23,506792,0.6082233850397633,0.21013389850713504,0.013396848282025848,186589
adamoe,23,506792,0.6077954930155487,0.20995891250385215,0.007511651637671599,186589
long_only,23,506792,0.6077903875816685,0.2099565005331692,0.007546197266358606,186589
ops,23,506792,0.6077410648184798,0.20995874337391524,0.007176980734799448,186589
dualtime,23,506792,0.6078393232618189,0.2099896290807466,0.006490602246531586,186589
expanding,24,436408,0.61538893995025,0.21340885687313504,0.01938021656803825,164916
best_fixed,24,436408,0.6139733245251375,0.21276557668963517,0.007061839163332538,164916
