method,A_m (mean score),G_m (mean gain vs TTAM),gain_ci95_lo,gain_ci95_hi,mbb_ci95_lo,mbb_ci95_hi,origins_won_by_ttam,origins_lost_by_ttam,origins_tied,D,appendix_iw_log_loss,appendix_iw_log_loss_ttam,appendix_brier,appendix_brier_ttam,appendix_ece,appendix_ece_ttam
Expanding,0.6095247634595646,0.0014957729680860584,0.0013142266249586505,0.0017150821453115952,0.0012668878318922725,0.001744190201000351,15,0,0,15,0.6092663259609143,0.6077898105990491,0.21070967358136755,0.21006725945796775,0.014825857744338818,0.006173046757327551
Best Fixed Window,0.6087129747564769,0.0006839842649984717,0.0005508827778089989,0.0008625027095532107,0.0005741596154085704,0.000818162622680414,15,0,0,15,0.6084795289177953,0.6077898105990491,0.2103443238354739,0.21006725945796775,0.011116804744417572,0.006173046757327551
ARW,0.6086432028497474,0.0006142123582687657,0.0005224504768158597,0.0007140484812339649,0.0005041861476728827,0.0007227715887782873,15,0,0,15,0.6083972278151213,0.6077898105990491,0.21031787782870234,0.21006725945796775,0.010778273526637929,0.006173046757327551
AdaMoE,0.608464214654774,0.0004352241632954816,0.0003198597494740137,0.000586314385281105,0.0003168851860810257,0.000588040585566992,15,0,0,15,0.6082179475327919,0.6077898105990491,0.21024216535797974,0.21006725945796775,0.011148291069190821,0.006173046757327551
OPS,0.6082030213350251,0.00017403084354658354,0.0001355736826910503,0.00022032379894115528,0.00013717247904109682,0.0002132371110060736,15,0,0,15,0.6079639570346358,0.6077898105990491,0.21012899470886273,0.21006725945796775,0.006671308335943606,0.006173046757327551
TTAM,0.6080289904914786,0.0,0.0,0.0,0.0,0.0,0,0,15,15,0.6077898105990491,0.6077898105990491,0.21006725945796775,0.21006725945796775,0.006173046757327551,0.006173046757327551
