method,day,gate_move_l1,pi_expanding,pi_rolling_1,pi_rolling_3,pi_rolling_7,pi_rolling_14,h_eff,pi_m2,pi_m5b,pi_m5b_hs
adamoe,4,,0.2,0.2,0.2,0.2,0.2,17.0,,,
adamoe,5,0.011310666159752347,0.20159527713222122,0.19434466692012384,0.20086950168321255,0.20159527713222122,0.20159527713222122,17.12617061967968,,,
adamoe,6,0.008598146344692748,0.20302830152300347,0.19064973286984607,0.2002653625611443,0.20302830152300347,0.20302830152300347,17.23673824391656,,,
adamoe,7,0.0047357262490203,0.2038175892311734,0.18880863908092949,0.1997385932255504,0.2038175892311734,0.2038175892311734,17.297249146482628,,,
adamoe,8,0.006689540367170538,0.2049325126257018,0.18620642935388826,0.1989960327690063,0.2049325126257018,0.2049325126257018,17.382728050342752,,,
adamoe,9,0.0027453394414014842,0.2056188474860522,0.18496434196592146,0.19897549787213104,0.20482246518984315,0.2056188474860522,17.43144280587908,,,
adamoe,10,0.0019098315616013772,0.2060421276328707,0.18493277606754738,0.19805214798970455,0.20493082067700696,0.2060421276328707,17.46072240960814,,,
adamoe,11,0.0015462670726330008,0.20635071016501377,0.1842584956349243,0.1982081164617348,0.20483196757331346,0.20635071016501377,17.482659170244343,,,
adamoe,12,0.003212012294167954,0.20715371323855575,0.1834303040517669,0.19750648896190992,0.20475578050921173,0.20715371323855575,17.538615014155106,,,
adamoe,13,0.0034707661139256607,0.20668642305226337,0.18509863675825833,0.19757353931238114,0.20395497782483346,0.20668642305226337,17.500299405336726,,,
adamoe,14,0.004212849766372484,0.20757156182396003,0.18311852904516593,0.1974472221422876,0.2042911251646267,0.20757156182396003,17.56579364659746,,,
adamoe,15,0.0023210539301792843,0.20719576640876491,0.18270959291046646,0.1984356859939086,0.2044631882780953,0.20719576640876491,17.541745683087463,,,
adamoe,16,0.0022537831281426723,0.20768644897048638,0.1829209273845147,0.19793597159108262,0.2038360111168503,0.2076206409370669,17.571456831323832,,,
adamoe,17,0.0023091551305573776,0.20732038930554617,0.18404512611193696,0.19796635042893862,0.20368596741679024,0.20698216673678804,17.54071964196409,,,
adamoe,18,0.0010280771651823284,0.2071728592480829,0.18398159152353055,0.19815599970152142,0.20401035672679874,0.2066791928000667,17.530402341801594,,,
adamoe,19,0.003407701875746877,0.2079198604091175,0.18331775299995684,0.1971159872872217,0.2043498787503828,0.20729652055332148,17.58245777840785,,,
adamoe,20,0.0013822098757406698,0.20821145672672256,0.18262664806208612,0.19737785621098847,0.20438549765813843,0.20739854134206398,17.60172568269427,,,
adamoe,21,0.0017821399070490074,0.20883108447157406,0.18214591272130815,0.19707774467694456,0.204275274579436,0.20766998355073718,17.64055090681296,,,
adamoe,22,0.0020973836725720063,0.20863794583246587,0.18307340969018154,0.1971989395443574,0.20388684741114765,0.20720285752184797,17.62099491545511,,,
adamoe,23,0.0011586478579654058,0.2083932348061378,0.1827672318116127,0.1972357020612759,0.20442940882321187,0.2071744224977622,17.609516203094863,,,
