regime,seed,config,beta,ll
s0_none,4,fixed_beta_0.00,0.0,0.3298499099002219
s0_none,4,fixed_beta_0.05,0.05,0.3299310105698521
s0_none,4,fixed_beta_0.10,0.1,0.3300196374796347
s0_none,4,fixed_beta_0.15,0.15,0.330117019829849
s0_none,4,fixed_beta_0.20,0.2,0.33022469765916335
s0_none,4,fixed_beta_0.25,0.25,0.33034456590487166
s0_none,4,fixed_beta_0.30,0.3,0.3304790418865064
s0_none,4,fixed_beta_0.35,0.35,0.33063125202953786
s0_none,4,fixed_beta_0.40,0.4,0.33080525749389983
s0_none,4,fixed_beta_0.45,0.45,0.33100650089252437
s0_none,4,fixed_beta_0.50,0.5,0.3312423580163122
s0_none,4,fixed_beta_0.55,0.55,0.33152324816250966
s0_none,4,fixed_beta_0.60,0.6,0.3318642669797728
s0_none,4,fixed_beta_0.65,0.65,0.3322882757833143
s0_none,4,fixed_beta_0.70,0.7,0.33283257902899077
s0_none,4,fixed_beta_0.75,0.75,0.33356281665178084
s0_none,4,fixed_beta_0.80,0.8,0.33460010560375314
s0_none,4,fixed_beta_0.85,0.85,0.33619587479322455
s0_none,4,fixed_beta_0.90,0.9,0.33907590808489263
s0_none,4,fixed_beta_0.95,0.95,0.34571317084866765
s0_none,4,fixed_beta_1.00,1.0,0.3584553889784675
s0_none,4,amgtp_adaptive,,0.33096934542648754
s0_none,4,m5b_smooth0.001,,0.32986341392257623
s0_none,4,m5b_smooth0.1,,0.3300740303882566
s0_none,4,ensemble3,,0.32985766548012596
