regime,seed,config,beta,ll
s8_irregular_recurring,4,fixed_beta_0.00,0.0,0.5113965140270486
s8_irregular_recurring,4,fixed_beta_0.05,0.05,0.4977191851218617
s8_irregular_recurring,4,fixed_beta_0.10,0.1,0.4879640443175531
s8_irregular_recurring,4,fixed_beta_0.15,0.15,0.4883963492904682
s8_irregular_recurring,4,fixed_beta_0.20,0.2,0.48990375771306044
s8_irregular_recurring,4,fixed_beta_0.25,0.25,0.49091610977885625
s8_irregular_recurring,4,fixed_beta_0.30,0.3,0.5187285058095044
s8_irregular_recurring,4,fixed_beta_0.35,0.35,0.49477808196817863
s8_irregular_recurring,4,fixed_beta_0.40,0.4,0.4868087948456597
s8_irregular_recurring,4,fixed_beta_0.45,0.45,0.4855893791421572
s8_irregular_recurring,4,fixed_beta_0.50,0.5,0.4904936731603251
s8_irregular_recurring,4,fixed_beta_0.55,0.55,0.4980374734893534
s8_irregular_recurring,4,fixed_beta_0.60,0.6,0.4913070506288583
s8_irregular_recurring,4,fixed_beta_0.65,0.65,0.48129732854847396
s8_irregular_recurring,4,fixed_beta_0.70,0.7,0.4815239092443205
s8_irregular_recurring,4,fixed_beta_0.75,0.75,0.48367230909331027
s8_irregular_recurring,4,fixed_beta_0.80,0.8,0.47266692409974037
s8_irregular_recurring,4,fixed_beta_0.85,0.85,0.4749140650519694
s8_irregular_recurring,4,fixed_beta_0.90,0.9,0.4743577188934656
s8_irregular_recurring,4,fixed_beta_0.95,0.95,0.47849826075269736
s8_irregular_recurring,4,fixed_beta_1.00,1.0,0.47931687815597385
s8_irregular_recurring,4,amgtp_adaptive,,0.4826081555212591
s8_irregular_recurring,4,m5b_smooth0.001,,0.4891693428429409
s8_irregular_recurring,4,m5b_smooth0.1,,0.48493666141188196
s8_irregular_recurring,4,ensemble3,,0.48492310311300035
