regime,seed,config,beta,ll
s3e_recurring_p21,25,fixed_beta_0.00,0.0,0.4792797411502921
s3e_recurring_p21,25,fixed_beta_0.05,0.05,0.4615598308695401
s3e_recurring_p21,25,fixed_beta_0.10,0.1,0.45936573264666036
s3e_recurring_p21,25,fixed_beta_0.15,0.15,0.4487032003303985
s3e_recurring_p21,25,fixed_beta_0.20,0.2,0.466924608635004
s3e_recurring_p21,25,fixed_beta_0.25,0.25,0.4525591953314638
s3e_recurring_p21,25,fixed_beta_0.30,0.3,0.465423617126895
s3e_recurring_p21,25,fixed_beta_0.35,0.35,0.46611901065957845
s3e_recurring_p21,25,fixed_beta_0.40,0.4,0.4443723968256014
s3e_recurring_p21,25,fixed_beta_0.45,0.45,0.47870035203905487
s3e_recurring_p21,25,fixed_beta_0.50,0.5,0.4408137818634828
s3e_recurring_p21,25,fixed_beta_0.55,0.55,0.44368853755079346
s3e_recurring_p21,25,fixed_beta_0.60,0.6,0.4419415849195859
s3e_recurring_p21,25,fixed_beta_0.65,0.65,0.44118004331141075
s3e_recurring_p21,25,fixed_beta_0.70,0.7,0.4376364285062888
s3e_recurring_p21,25,fixed_beta_0.75,0.75,0.44180077389934996
s3e_recurring_p21,25,fixed_beta_0.80,0.8,0.44133633781751735
s3e_recurring_p21,25,fixed_beta_0.85,0.85,0.438830654883432
s3e_recurring_p21,25,fixed_beta_0.90,0.9,0.44192073027586815
s3e_recurring_p21,25,fixed_beta_0.95,0.95,0.4410860478259808
s3e_recurring_p21,25,fixed_beta_1.00,1.0,0.4493766108718526
s3e_recurring_p21,25,amgtp_adaptive,,0.4380741389705338
s3e_recurring_p21,25,m5b_smooth0.001,,0.4664598075316175
s3e_recurring_p21,25,m5b_smooth0.1,,0.43307373025146745
s3e_recurring_p21,25,ensemble3,,0.4396013531655041
