regime,seed,config,beta,ll
s3d_recurring_p17,2,fixed_beta_0.00,0.0,0.4268318040099966
s3d_recurring_p17,2,fixed_beta_0.05,0.05,0.4316010853191478
s3d_recurring_p17,2,fixed_beta_0.10,0.1,0.4331391104295183
s3d_recurring_p17,2,fixed_beta_0.15,0.15,0.43492802275182324
s3d_recurring_p17,2,fixed_beta_0.20,0.2,0.42901869246859525
s3d_recurring_p17,2,fixed_beta_0.25,0.25,0.43936525768439183
s3d_recurring_p17,2,fixed_beta_0.30,0.3,0.43595757122436235
s3d_recurring_p17,2,fixed_beta_0.35,0.35,0.43130563113345494
s3d_recurring_p17,2,fixed_beta_0.40,0.4,0.4290914492634422
s3d_recurring_p17,2,fixed_beta_0.45,0.45,0.4384276791399564
s3d_recurring_p17,2,fixed_beta_0.50,0.5,0.4299970872857126
s3d_recurring_p17,2,fixed_beta_0.55,0.55,0.42680664401653895
s3d_recurring_p17,2,fixed_beta_0.60,0.6,0.4303105936827818
s3d_recurring_p17,2,fixed_beta_0.65,0.65,0.42242234063876893
s3d_recurring_p17,2,fixed_beta_0.70,0.7,0.41627169090868965
s3d_recurring_p17,2,fixed_beta_0.75,0.75,0.4175825058435963
s3d_recurring_p17,2,fixed_beta_0.80,0.8,0.4148659163970423
s3d_recurring_p17,2,fixed_beta_0.85,0.85,0.4175676039318301
s3d_recurring_p17,2,fixed_beta_0.90,0.9,0.41611311023281206
s3d_recurring_p17,2,fixed_beta_0.95,0.95,0.420894778489315
s3d_recurring_p17,2,fixed_beta_1.00,1.0,0.42344484081113576
s3d_recurring_p17,2,amgtp_adaptive,,0.4157988257558217
s3d_recurring_p17,2,m5b_smooth0.001,,0.4294906597284227
s3d_recurring_p17,2,m5b_smooth0.1,,0.4099533954039928
s3d_recurring_p17,2,ensemble3,,0.4143493493331613
