regime,seed,config,beta,ll
s0_none,0,fixed_beta_0.00,0.0,0.3118940738207069
s0_none,0,fixed_beta_0.05,0.05,0.3119781099944778
s0_none,0,fixed_beta_0.10,0.1,0.31206932752665867
s0_none,0,fixed_beta_0.15,0.15,0.3121688845285041
s0_none,0,fixed_beta_0.20,0.2,0.31227822772747066
s0_none,0,fixed_beta_0.25,0.25,0.31239914171842564
s0_none,0,fixed_beta_0.30,0.3,0.3125338765674503
s0_none,0,fixed_beta_0.35,0.35,0.31268534856337854
s0_none,0,fixed_beta_0.40,0.4,0.31285736728071395
s0_none,0,fixed_beta_0.45,0.45,0.31305508401576737
s0_none,0,fixed_beta_0.50,0.5,0.3132854996913291
s0_none,0,fixed_beta_0.55,0.55,0.313558397115397
s0_none,0,fixed_beta_0.60,0.6,0.3138878576181934
s0_none,0,fixed_beta_0.65,0.65,0.31429509553746665
s0_none,0,fixed_beta_0.70,0.7,0.31481484790496084
s0_none,0,fixed_beta_0.75,0.75,0.3155092891992688
s0_none,0,fixed_beta_0.80,0.8,0.3164940598479107
s0_none,0,fixed_beta_0.85,0.85,0.3180188417760636
s0_none,0,fixed_beta_0.90,0.9,0.3207675641801959
s0_none,0,fixed_beta_0.95,0.95,0.3270482499665509
s0_none,0,fixed_beta_1.00,1.0,0.33886398722140293
s0_none,0,amgtp_adaptive,,0.3129980336777119
s0_none,0,m5b_smooth0.001,,0.3118703530809573
s0_none,0,m5b_smooth0.1,,0.3113928739302798
s0_none,0,ensemble3,,0.3116161348188911
