regime,seed,config,beta,ll
s6_mixed,30,fixed_beta_0.00,0.0,0.3836112954325761
s6_mixed,30,fixed_beta_0.05,0.05,0.3836007031510329
s6_mixed,30,fixed_beta_0.10,0.1,0.38285191224977705
s6_mixed,30,fixed_beta_0.15,0.15,0.3815280282619059
s6_mixed,30,fixed_beta_0.20,0.2,0.3804959425574421
s6_mixed,30,fixed_beta_0.25,0.25,0.3819404423446264
s6_mixed,30,fixed_beta_0.30,0.3,0.3828912660512904
s6_mixed,30,fixed_beta_0.35,0.35,0.38268015686971235
s6_mixed,30,fixed_beta_0.40,0.4,0.3822211255435505
s6_mixed,30,fixed_beta_0.45,0.45,0.38207010091793714
s6_mixed,30,fixed_beta_0.50,0.5,0.38252047150846663
s6_mixed,30,fixed_beta_0.55,0.55,0.3822989733732932
s6_mixed,30,fixed_beta_0.60,0.6,0.38083747602603174
s6_mixed,30,fixed_beta_0.65,0.65,0.38068803502771265
s6_mixed,30,fixed_beta_0.70,0.7,0.3811938648492682
s6_mixed,30,fixed_beta_0.75,0.75,0.3820868706777503
s6_mixed,30,fixed_beta_0.80,0.8,0.38405172855304837
s6_mixed,30,fixed_beta_0.85,0.85,0.38667349399599793
s6_mixed,30,fixed_beta_0.90,0.9,0.39069957330568805
s6_mixed,30,fixed_beta_0.95,0.95,0.3993921205603183
s6_mixed,30,fixed_beta_1.00,1.0,0.4157143545058782
s6_mixed,30,amgtp_adaptive,,0.37543971389563513
s6_mixed,30,m5b_smooth0.001,,0.38453622421778305
s6_mixed,30,m5b_smooth0.1,,0.38625414509965217
s6_mixed,30,ensemble3,,0.38270083605438787
