regime,seed,config,beta,ll
s8_irregular_recurring,21,fixed_beta_0.00,0.0,0.49096074096941184
s8_irregular_recurring,21,fixed_beta_0.05,0.05,0.4732402792238063
s8_irregular_recurring,21,fixed_beta_0.10,0.1,0.46232624940151046
s8_irregular_recurring,21,fixed_beta_0.15,0.15,0.4854193214448919
s8_irregular_recurring,21,fixed_beta_0.20,0.2,0.4571787737050909
s8_irregular_recurring,21,fixed_beta_0.25,0.25,0.46608605524167457
s8_irregular_recurring,21,fixed_beta_0.30,0.3,0.44604149355329104
s8_irregular_recurring,21,fixed_beta_0.35,0.35,0.4684789239427785
s8_irregular_recurring,21,fixed_beta_0.40,0.4,0.4710810877462849
s8_irregular_recurring,21,fixed_beta_0.45,0.45,0.45255913900009226
s8_irregular_recurring,21,fixed_beta_0.50,0.5,0.4613984004228582
s8_irregular_recurring,21,fixed_beta_0.55,0.55,0.4668043550843132
s8_irregular_recurring,21,fixed_beta_0.60,0.6,0.4547069229240661
s8_irregular_recurring,21,fixed_beta_0.65,0.65,0.44635294066849407
s8_irregular_recurring,21,fixed_beta_0.70,0.7,0.4490239081961594
s8_irregular_recurring,21,fixed_beta_0.75,0.75,0.450462673744488
s8_irregular_recurring,21,fixed_beta_0.80,0.8,0.4497560901922067
s8_irregular_recurring,21,fixed_beta_0.85,0.85,0.4348185725755715
s8_irregular_recurring,21,fixed_beta_0.90,0.9,0.4378178446001645
s8_irregular_recurring,21,fixed_beta_0.95,0.95,0.43905848195177916
s8_irregular_recurring,21,fixed_beta_1.00,1.0,0.4413489174319626
s8_irregular_recurring,21,amgtp_adaptive,,0.43416410875437916
s8_irregular_recurring,21,m5b_smooth0.001,,0.4877732785651501
s8_irregular_recurring,21,m5b_smooth0.1,,0.46024195945348434
s8_irregular_recurring,21,ensemble3,,0.4650694244592191
