regime,seed,config,beta,ll
s6_mixed,31,fixed_beta_0.00,0.0,0.4061617731331984
s6_mixed,31,fixed_beta_0.05,0.05,0.41252456355079753
s6_mixed,31,fixed_beta_0.10,0.1,0.4084891602157884
s6_mixed,31,fixed_beta_0.15,0.15,0.4114173708569108
s6_mixed,31,fixed_beta_0.20,0.2,0.41776087106635273
s6_mixed,31,fixed_beta_0.25,0.25,0.41288278761255764
s6_mixed,31,fixed_beta_0.30,0.3,0.40844946692432554
s6_mixed,31,fixed_beta_0.35,0.35,0.40845650341111256
s6_mixed,31,fixed_beta_0.40,0.4,0.4348356019999851
s6_mixed,31,fixed_beta_0.45,0.45,0.4185121556765187
s6_mixed,31,fixed_beta_0.50,0.5,0.40765704750980053
s6_mixed,31,fixed_beta_0.55,0.55,0.4217714285960832
s6_mixed,31,fixed_beta_0.60,0.6,0.4268519617840814
s6_mixed,31,fixed_beta_0.65,0.65,0.42644101684176056
s6_mixed,31,fixed_beta_0.70,0.7,0.4151340239064469
s6_mixed,31,fixed_beta_0.75,0.75,0.40828945815417905
s6_mixed,31,fixed_beta_0.80,0.8,0.4067573906393486
s6_mixed,31,fixed_beta_0.85,0.85,0.4094631329411625
s6_mixed,31,fixed_beta_0.90,0.9,0.4077483609387592
s6_mixed,31,fixed_beta_0.95,0.95,0.4084529198590578
s6_mixed,31,fixed_beta_1.00,1.0,0.41603024320912163
s6_mixed,31,amgtp_adaptive,,0.41887011823214226
s6_mixed,31,m5b_smooth0.001,,0.4112881568921646
s6_mixed,31,m5b_smooth0.1,,0.4170701567986939
s6_mixed,31,ensemble3,,0.43066352288085874
