regime,seed,config,beta,ll
s1_abrupt,1,fixed_beta_0.00,0.0,0.33313025267724505
s1_abrupt,1,fixed_beta_0.05,0.05,0.3332800438323262
s1_abrupt,1,fixed_beta_0.10,0.1,0.33336124701147124
s1_abrupt,1,fixed_beta_0.15,0.15,0.33344654164948406
s1_abrupt,1,fixed_beta_0.20,0.2,0.33353336805030964
s1_abrupt,1,fixed_beta_0.25,0.25,0.3335836936782978
s1_abrupt,1,fixed_beta_0.30,0.3,0.33436850850917044
s1_abrupt,1,fixed_beta_0.35,0.35,0.33485500636882104
s1_abrupt,1,fixed_beta_0.40,0.4,0.3349236486000712
s1_abrupt,1,fixed_beta_0.45,0.45,0.33488304381994405
s1_abrupt,1,fixed_beta_0.50,0.5,0.3350339945441059
s1_abrupt,1,fixed_beta_0.55,0.55,0.3354963544914024
s1_abrupt,1,fixed_beta_0.60,0.6,0.3362178919081156
s1_abrupt,1,fixed_beta_0.65,0.65,0.33722981701388793
s1_abrupt,1,fixed_beta_0.70,0.7,0.3387472079476217
s1_abrupt,1,fixed_beta_0.75,0.75,0.340881938088661
s1_abrupt,1,fixed_beta_0.80,0.8,0.3440826095401347
s1_abrupt,1,fixed_beta_0.85,0.85,0.3488789020577399
s1_abrupt,1,fixed_beta_0.90,0.9,0.355874329885504
s1_abrupt,1,fixed_beta_0.95,0.95,0.3655417813570596
s1_abrupt,1,fixed_beta_1.00,1.0,0.37722598729723894
s1_abrupt,1,amgtp_adaptive,,0.3335148545484725
s1_abrupt,1,m5b_smooth0.001,,0.3330710808070439
s1_abrupt,1,m5b_smooth0.1,,0.3472462918523611
s1_abrupt,1,ensemble3,,0.3341266602861458
