regime,seed,config,beta,ll
s3e_recurring_p21,21,fixed_beta_0.00,0.0,0.4285700574110621
s3e_recurring_p21,21,fixed_beta_0.05,0.05,0.45330335959454043
s3e_recurring_p21,21,fixed_beta_0.10,0.1,0.4478875182143513
s3e_recurring_p21,21,fixed_beta_0.15,0.15,0.44394736515668887
s3e_recurring_p21,21,fixed_beta_0.20,0.2,0.44081957777283387
s3e_recurring_p21,21,fixed_beta_0.25,0.25,0.44432441056390337
s3e_recurring_p21,21,fixed_beta_0.30,0.3,0.44351024037959513
s3e_recurring_p21,21,fixed_beta_0.35,0.35,0.4310076151005802
s3e_recurring_p21,21,fixed_beta_0.40,0.4,0.4371057513913798
s3e_recurring_p21,21,fixed_beta_0.45,0.45,0.43365849757471464
s3e_recurring_p21,21,fixed_beta_0.50,0.5,0.4288366333558525
s3e_recurring_p21,21,fixed_beta_0.55,0.55,0.4268821458664083
s3e_recurring_p21,21,fixed_beta_0.60,0.6,0.4305345143720189
s3e_recurring_p21,21,fixed_beta_0.65,0.65,0.42377525471607735
s3e_recurring_p21,21,fixed_beta_0.70,0.7,0.4253989713694727
s3e_recurring_p21,21,fixed_beta_0.75,0.75,0.42427446427624077
s3e_recurring_p21,21,fixed_beta_0.80,0.8,0.42278845899731177
s3e_recurring_p21,21,fixed_beta_0.85,0.85,0.4228546757020366
s3e_recurring_p21,21,fixed_beta_0.90,0.9,0.4298615816296987
s3e_recurring_p21,21,fixed_beta_0.95,0.95,0.42558083944990727
s3e_recurring_p21,21,fixed_beta_1.00,1.0,0.43345154387707047
s3e_recurring_p21,21,amgtp_adaptive,,0.42284910454767366
s3e_recurring_p21,21,m5b_smooth0.001,,0.4274157418293134
s3e_recurring_p21,21,m5b_smooth0.1,,0.41581274922390793
s3e_recurring_p21,21,ensemble3,,0.4185219080485096
