regime,seed,config,beta,ll
s4_local,27,fixed_beta_0.00,0.0,0.47559661396395964
s4_local,27,fixed_beta_0.05,0.05,0.4772641651019248
s4_local,27,fixed_beta_0.10,0.1,0.4789777801626898
s4_local,27,fixed_beta_0.15,0.15,0.48072375682819546
s4_local,27,fixed_beta_0.20,0.2,0.48246151876415866
s4_local,27,fixed_beta_0.25,0.25,0.48407334874943003
s4_local,27,fixed_beta_0.30,0.3,0.4857540502102228
s4_local,27,fixed_beta_0.35,0.35,0.4873333932411103
s4_local,27,fixed_beta_0.40,0.4,0.4889676736101032
s4_local,27,fixed_beta_0.45,0.45,0.49072932295440075
s4_local,27,fixed_beta_0.50,0.5,0.4924352101916969
s4_local,27,fixed_beta_0.55,0.55,0.4941360314193968
s4_local,27,fixed_beta_0.60,0.6,0.4956598961572043
s4_local,27,fixed_beta_0.65,0.65,0.4972732015749387
s4_local,27,fixed_beta_0.70,0.7,0.49883883478894236
s4_local,27,fixed_beta_0.75,0.75,0.5004448571448914
s4_local,27,fixed_beta_0.80,0.8,0.5021333934197543
s4_local,27,fixed_beta_0.85,0.85,0.5038430967217328
s4_local,27,fixed_beta_0.90,0.9,0.5060154074967088
s4_local,27,fixed_beta_0.95,0.95,0.510253107584761
s4_local,27,fixed_beta_1.00,1.0,0.5218585971834447
s4_local,27,amgtp_adaptive,,0.4779308019202556
s4_local,27,m5b_smooth0.001,,0.47547899028277235
s4_local,27,m5b_smooth0.1,,0.48477287275682834
s4_local,27,ensemble3,,0.47654251978258594
