regime,seed,config,beta,ll
s0_none,29,fixed_beta_0.00,0.0,0.3186038563882412
s0_none,29,fixed_beta_0.05,0.05,0.31868504988205676
s0_none,29,fixed_beta_0.10,0.1,0.31877371340536886
s0_none,29,fixed_beta_0.15,0.15,0.31887103623608853
s0_none,29,fixed_beta_0.20,0.2,0.31897850812589557
s0_none,29,fixed_beta_0.25,0.25,0.3190979791268211
s0_none,29,fixed_beta_0.30,0.3,0.31923179400559415
s0_none,29,fixed_beta_0.35,0.35,0.31938298960890443
s0_none,29,fixed_beta_0.40,0.4,0.3195555213083841
s0_none,29,fixed_beta_0.45,0.45,0.3197546980802254
s0_none,29,fixed_beta_0.50,0.5,0.31998767365155933
s0_none,29,fixed_beta_0.55,0.55,0.32026461892043057
s0_none,29,fixed_beta_0.60,0.6,0.3206005824419202
s0_none,29,fixed_beta_0.65,0.65,0.3210183600169347
s0_none,29,fixed_beta_0.70,0.7,0.3215545090933088
s0_none,29,fixed_beta_0.75,0.75,0.3222716206461315
s0_none,29,fixed_beta_0.80,0.8,0.32328553030630275
s0_none,29,fixed_beta_0.85,0.85,0.32484858402352046
s0_none,29,fixed_beta_0.90,0.9,0.3276513942892974
s0_none,29,fixed_beta_0.95,0.95,0.3340816438974803
s0_none,29,fixed_beta_1.00,1.0,0.346278449953396
s0_none,29,amgtp_adaptive,,0.3197691970811142
s0_none,29,m5b_smooth0.001,,0.31859084360916556
s0_none,29,m5b_smooth0.1,,0.3220249307757655
s0_none,29,ensemble3,,0.31889626780877317
