regime,seed,config,beta,ll
s0_none,26,fixed_beta_0.00,0.0,0.32175946335354466
s0_none,26,fixed_beta_0.05,0.05,0.32184140255134824
s0_none,26,fixed_beta_0.10,0.1,0.32193076265642007
s0_none,26,fixed_beta_0.15,0.15,0.3220287736256384
s0_none,26,fixed_beta_0.20,0.2,0.3221369779610899
s0_none,26,fixed_beta_0.25,0.25,0.32225728923920527
s0_none,26,fixed_beta_0.30,0.3,0.3223921416270398
s0_none,26,fixed_beta_0.35,0.35,0.32254468813121717
s0_none,26,fixed_beta_0.40,0.4,0.3227190487643682
s0_none,26,fixed_beta_0.45,0.45,0.32292079546901525
s0_none,26,fixed_beta_0.50,0.5,0.32315754134745667
s0_none,26,fixed_beta_0.55,0.55,0.3234400178631478
s0_none,26,fixed_beta_0.60,0.6,0.3237836251745408
s0_none,26,fixed_beta_0.65,0.65,0.3242110611798532
s0_none,26,fixed_beta_0.70,0.7,0.32475820310678255
s0_none,26,fixed_beta_0.75,0.75,0.32548771261619963
s0_none,26,fixed_beta_0.80,0.8,0.3265190363682487
s0_none,26,fixed_beta_0.85,0.85,0.328114930439819
s0_none,26,fixed_beta_0.90,0.9,0.33100300618179107
s0_none,26,fixed_beta_0.95,0.95,0.33764871116749023
s0_none,26,fixed_beta_1.00,1.0,0.3505546627388988
s0_none,26,amgtp_adaptive,,0.3228211563133034
s0_none,26,m5b_smooth0.001,,0.321763124125376
s0_none,26,m5b_smooth0.1,,0.3220383246896789
s0_none,26,ensemble3,,0.32175729189414926
