regime,seed,config,beta,ll
s7_opposing_recurring,24,fixed_beta_0.00,0.0,0.4350393763333515
s7_opposing_recurring,24,fixed_beta_0.05,0.05,0.43448133877392664
s7_opposing_recurring,24,fixed_beta_0.10,0.1,0.4353928486682468
s7_opposing_recurring,24,fixed_beta_0.15,0.15,0.4352556407268643
s7_opposing_recurring,24,fixed_beta_0.20,0.2,0.43486446508485577
s7_opposing_recurring,24,fixed_beta_0.25,0.25,0.4342535210013805
s7_opposing_recurring,24,fixed_beta_0.30,0.3,0.4340364404906238
s7_opposing_recurring,24,fixed_beta_0.35,0.35,0.43411980311915
s7_opposing_recurring,24,fixed_beta_0.40,0.4,0.43407535375419387
s7_opposing_recurring,24,fixed_beta_0.45,0.45,0.43410128689365657
s7_opposing_recurring,24,fixed_beta_0.50,0.5,0.43413731717067117
s7_opposing_recurring,24,fixed_beta_0.55,0.55,0.43420294028565887
s7_opposing_recurring,24,fixed_beta_0.60,0.6,0.4344745275486636
s7_opposing_recurring,24,fixed_beta_0.65,0.65,0.43487847094859283
s7_opposing_recurring,24,fixed_beta_0.70,0.7,0.4356409705663998
s7_opposing_recurring,24,fixed_beta_0.75,0.75,0.436642091199942
s7_opposing_recurring,24,fixed_beta_0.80,0.8,0.4372395782710234
s7_opposing_recurring,24,fixed_beta_0.85,0.85,0.4371402358335471
s7_opposing_recurring,24,fixed_beta_0.90,0.9,0.4384272478638796
s7_opposing_recurring,24,fixed_beta_0.95,0.95,0.4423815786494548
s7_opposing_recurring,24,fixed_beta_1.00,1.0,0.4502186223679818
s7_opposing_recurring,24,amgtp_adaptive,,0.4345433615987421
s7_opposing_recurring,24,m5b_smooth0.001,,0.43481540014635717
s7_opposing_recurring,24,m5b_smooth0.1,,0.4319546948632039
s7_opposing_recurring,24,ensemble3,,0.43248400492440414
