regime,seed,config,beta,ll
s3e_recurring_p21,31,fixed_beta_0.00,0.0,0.44812291961982037
s3e_recurring_p21,31,fixed_beta_0.05,0.05,0.4487286831782555
s3e_recurring_p21,31,fixed_beta_0.10,0.1,0.46786139625163187
s3e_recurring_p21,31,fixed_beta_0.15,0.15,0.4498707434431245
s3e_recurring_p21,31,fixed_beta_0.20,0.2,0.45404945522086226
s3e_recurring_p21,31,fixed_beta_0.25,0.25,0.45461034968836433
s3e_recurring_p21,31,fixed_beta_0.30,0.3,0.46434990187514824
s3e_recurring_p21,31,fixed_beta_0.35,0.35,0.4672425555116453
s3e_recurring_p21,31,fixed_beta_0.40,0.4,0.44742126426035356
s3e_recurring_p21,31,fixed_beta_0.45,0.45,0.44165848397422713
s3e_recurring_p21,31,fixed_beta_0.50,0.5,0.4386587241833176
s3e_recurring_p21,31,fixed_beta_0.55,0.55,0.4290050455827279
s3e_recurring_p21,31,fixed_beta_0.60,0.6,0.4355621433278647
s3e_recurring_p21,31,fixed_beta_0.65,0.65,0.4272333896905339
s3e_recurring_p21,31,fixed_beta_0.70,0.7,0.4329703880860666
s3e_recurring_p21,31,fixed_beta_0.75,0.75,0.42996443007698376
s3e_recurring_p21,31,fixed_beta_0.80,0.8,0.42685076249399295
s3e_recurring_p21,31,fixed_beta_0.85,0.85,0.4258125036542405
s3e_recurring_p21,31,fixed_beta_0.90,0.9,0.4311546395165606
s3e_recurring_p21,31,fixed_beta_0.95,0.95,0.42876523731811206
s3e_recurring_p21,31,fixed_beta_1.00,1.0,0.43742601195504915
s3e_recurring_p21,31,amgtp_adaptive,,0.42768018115454315
s3e_recurring_p21,31,m5b_smooth0.001,,0.4453298684211409
s3e_recurring_p21,31,m5b_smooth0.1,,0.4199301878139086
s3e_recurring_p21,31,ensemble3,,0.4210621988725529
