regime,seed,config,beta,ll
s6_mixed,20,fixed_beta_0.00,0.0,0.3797566924622052
s6_mixed,20,fixed_beta_0.05,0.05,0.3826938234909953
s6_mixed,20,fixed_beta_0.10,0.1,0.38456649379636704
s6_mixed,20,fixed_beta_0.15,0.15,0.38442411186437786
s6_mixed,20,fixed_beta_0.20,0.2,0.3839156635698222
s6_mixed,20,fixed_beta_0.25,0.25,0.38458165006108125
s6_mixed,20,fixed_beta_0.30,0.3,0.3812509365592664
s6_mixed,20,fixed_beta_0.35,0.35,0.38759672163060127
s6_mixed,20,fixed_beta_0.40,0.4,0.38353384807400226
s6_mixed,20,fixed_beta_0.45,0.45,0.3835494453676332
s6_mixed,20,fixed_beta_0.50,0.5,0.3827789826883884
s6_mixed,20,fixed_beta_0.55,0.55,0.3818111051532239
s6_mixed,20,fixed_beta_0.60,0.6,0.38299338723872717
s6_mixed,20,fixed_beta_0.65,0.65,0.383335351961887
s6_mixed,20,fixed_beta_0.70,0.7,0.38356337522451645
s6_mixed,20,fixed_beta_0.75,0.75,0.3849078430699837
s6_mixed,20,fixed_beta_0.80,0.8,0.3868067668052892
s6_mixed,20,fixed_beta_0.85,0.85,0.3889420154985696
s6_mixed,20,fixed_beta_0.90,0.9,0.39063816054652345
s6_mixed,20,fixed_beta_0.95,0.95,0.39431193101064044
s6_mixed,20,fixed_beta_1.00,1.0,0.4031359575351688
s6_mixed,20,amgtp_adaptive,,0.37494614468458837
s6_mixed,20,m5b_smooth0.001,,0.37989244400638056
s6_mixed,20,m5b_smooth0.1,,0.3843504561863785
s6_mixed,20,ensemble3,,0.3795335433540246
