regime,seed,config,beta,ll
s3b_recurring_p9,30,fixed_beta_0.00,0.0,0.43812023722347554
s3b_recurring_p9,30,fixed_beta_0.05,0.05,0.43792942624329206
s3b_recurring_p9,30,fixed_beta_0.10,0.1,0.4376169008036954
s3b_recurring_p9,30,fixed_beta_0.15,0.15,0.4376004073513025
s3b_recurring_p9,30,fixed_beta_0.20,0.2,0.43722050499458753
s3b_recurring_p9,30,fixed_beta_0.25,0.25,0.43729677049754306
s3b_recurring_p9,30,fixed_beta_0.30,0.3,0.4372492224966444
s3b_recurring_p9,30,fixed_beta_0.35,0.35,0.437503269843826
s3b_recurring_p9,30,fixed_beta_0.40,0.4,0.4376685027461756
s3b_recurring_p9,30,fixed_beta_0.45,0.45,0.4371376845172143
s3b_recurring_p9,30,fixed_beta_0.50,0.5,0.43720034961509746
s3b_recurring_p9,30,fixed_beta_0.55,0.55,0.4376039684725566
s3b_recurring_p9,30,fixed_beta_0.60,0.6,0.4382348810996903
s3b_recurring_p9,30,fixed_beta_0.65,0.65,0.43726338343022114
s3b_recurring_p9,30,fixed_beta_0.70,0.7,0.4371509954104592
s3b_recurring_p9,30,fixed_beta_0.75,0.75,0.4376408419046064
s3b_recurring_p9,30,fixed_beta_0.80,0.8,0.43883813336698013
s3b_recurring_p9,30,fixed_beta_0.85,0.85,0.4398155128627377
s3b_recurring_p9,30,fixed_beta_0.90,0.9,0.44265917714136876
s3b_recurring_p9,30,fixed_beta_0.95,0.95,0.44840861384101716
s3b_recurring_p9,30,fixed_beta_1.00,1.0,0.45993538586743576
s3b_recurring_p9,30,amgtp_adaptive,,0.4375369473022774
s3b_recurring_p9,30,m5b_smooth0.001,,0.43785742276873213
s3b_recurring_p9,30,m5b_smooth0.1,,0.43462039342223335
s3b_recurring_p9,30,ensemble3,,0.43543561384192125
