regime,seed,config,beta,ll
s2_gradual,29,fixed_beta_0.00,0.0,0.3517539631359764
s2_gradual,29,fixed_beta_0.05,0.05,0.35182074291877063
s2_gradual,29,fixed_beta_0.10,0.1,0.35189448684756247
s2_gradual,29,fixed_beta_0.15,0.15,0.3519766052029458
s2_gradual,29,fixed_beta_0.20,0.2,0.35206900217700154
s2_gradual,29,fixed_beta_0.25,0.25,0.35217425469831193
s2_gradual,29,fixed_beta_0.30,0.3,0.35229561973609475
s2_gradual,29,fixed_beta_0.35,0.35,0.35243698492635894
s2_gradual,29,fixed_beta_0.40,0.4,0.35260321278763523
s2_gradual,29,fixed_beta_0.45,0.45,0.3528009188570642
s2_gradual,29,fixed_beta_0.50,0.5,0.3530395414575667
s2_gradual,29,fixed_beta_0.55,0.55,0.35333281996849797
s2_gradual,29,fixed_beta_0.60,0.6,0.3537010285917413
s2_gradual,29,fixed_beta_0.65,0.65,0.35417662566032726
s2_gradual,29,fixed_beta_0.70,0.7,0.35482059677289995
s2_gradual,29,fixed_beta_0.75,0.75,0.3557494329136416
s2_gradual,29,fixed_beta_0.80,0.8,0.35716945453544996
s2_gradual,29,fixed_beta_0.85,0.85,0.3595059144679026
s2_gradual,29,fixed_beta_0.90,0.9,0.36359415519622656
s2_gradual,29,fixed_beta_0.95,0.95,0.3706213337451128
s2_gradual,29,fixed_beta_1.00,1.0,0.37944546312220384
s2_gradual,29,amgtp_adaptive,,0.3528520650511087
s2_gradual,29,m5b_smooth0.001,,0.35174758440885273
s2_gradual,29,m5b_smooth0.1,,0.3550705920112272
s2_gradual,29,ensemble3,,0.3528231373658891
