regime,seed,config,beta,ll
s3b_recurring_p9,23,fixed_beta_0.00,0.0,0.44119871773311725
s3b_recurring_p9,23,fixed_beta_0.05,0.05,0.4412797041469862
s3b_recurring_p9,23,fixed_beta_0.10,0.1,0.4411687604598705
s3b_recurring_p9,23,fixed_beta_0.15,0.15,0.44172197081900405
s3b_recurring_p9,23,fixed_beta_0.20,0.2,0.4405074002265707
s3b_recurring_p9,23,fixed_beta_0.25,0.25,0.44198762373701744
s3b_recurring_p9,23,fixed_beta_0.30,0.3,0.44172816815338134
s3b_recurring_p9,23,fixed_beta_0.35,0.35,0.4410976055593467
s3b_recurring_p9,23,fixed_beta_0.40,0.4,0.4406549052383952
s3b_recurring_p9,23,fixed_beta_0.45,0.45,0.4406256936018924
s3b_recurring_p9,23,fixed_beta_0.50,0.5,0.4399637075584877
s3b_recurring_p9,23,fixed_beta_0.55,0.55,0.440565906849616
s3b_recurring_p9,23,fixed_beta_0.60,0.6,0.440970537472168
s3b_recurring_p9,23,fixed_beta_0.65,0.65,0.4405674260563892
s3b_recurring_p9,23,fixed_beta_0.70,0.7,0.4407534399003552
s3b_recurring_p9,23,fixed_beta_0.75,0.75,0.4411899652268409
s3b_recurring_p9,23,fixed_beta_0.80,0.8,0.44214739565347083
s3b_recurring_p9,23,fixed_beta_0.85,0.85,0.44324426877911666
s3b_recurring_p9,23,fixed_beta_0.90,0.9,0.44548770492578
s3b_recurring_p9,23,fixed_beta_0.95,0.95,0.4518345490766993
s3b_recurring_p9,23,fixed_beta_1.00,1.0,0.46297755681555913
s3b_recurring_p9,23,amgtp_adaptive,,0.4411367331948647
s3b_recurring_p9,23,m5b_smooth0.001,,0.4411131189033957
s3b_recurring_p9,23,m5b_smooth0.1,,0.43791654171775596
s3b_recurring_p9,23,ensemble3,,0.438802842712604
