regime,seed,config,beta,ll
s3b_recurring_p9,27,fixed_beta_0.00,0.0,0.449619053357203
s3b_recurring_p9,27,fixed_beta_0.05,0.05,0.4504151029221029
s3b_recurring_p9,27,fixed_beta_0.10,0.1,0.4500616379079295
s3b_recurring_p9,27,fixed_beta_0.15,0.15,0.4499898245429515
s3b_recurring_p9,27,fixed_beta_0.20,0.2,0.44954121263790864
s3b_recurring_p9,27,fixed_beta_0.25,0.25,0.4487324787934298
s3b_recurring_p9,27,fixed_beta_0.30,0.3,0.44961215536391735
s3b_recurring_p9,27,fixed_beta_0.35,0.35,0.4495798776981992
s3b_recurring_p9,27,fixed_beta_0.40,0.4,0.44901566045737556
s3b_recurring_p9,27,fixed_beta_0.45,0.45,0.4494114244993807
s3b_recurring_p9,27,fixed_beta_0.50,0.5,0.44876940090033196
s3b_recurring_p9,27,fixed_beta_0.55,0.55,0.44945902735150234
s3b_recurring_p9,27,fixed_beta_0.60,0.6,0.4489931496610857
s3b_recurring_p9,27,fixed_beta_0.65,0.65,0.44922727743153124
s3b_recurring_p9,27,fixed_beta_0.70,0.7,0.4488335855675594
s3b_recurring_p9,27,fixed_beta_0.75,0.75,0.4488717638305436
s3b_recurring_p9,27,fixed_beta_0.80,0.8,0.45017095113537087
s3b_recurring_p9,27,fixed_beta_0.85,0.85,0.4513231907182875
s3b_recurring_p9,27,fixed_beta_0.90,0.9,0.45375450038463505
s3b_recurring_p9,27,fixed_beta_0.95,0.95,0.4602050583297834
s3b_recurring_p9,27,fixed_beta_1.00,1.0,0.47168639226680575
s3b_recurring_p9,27,amgtp_adaptive,,0.44956587490082317
s3b_recurring_p9,27,m5b_smooth0.001,,0.4497940776490545
s3b_recurring_p9,27,m5b_smooth0.1,,0.4472573075362567
s3b_recurring_p9,27,ensemble3,,0.44808706099445916
