regime,seed,config,beta,ll
s9_heterogeneous,1,fixed_beta_0.00,0.0,0.44989067709686187
s9_heterogeneous,1,fixed_beta_0.05,0.05,0.4505195211189925
s9_heterogeneous,1,fixed_beta_0.10,0.1,0.4502805935840229
s9_heterogeneous,1,fixed_beta_0.15,0.15,0.44961968270532926
s9_heterogeneous,1,fixed_beta_0.20,0.2,0.4498862579911217
s9_heterogeneous,1,fixed_beta_0.25,0.25,0.4495320075500103
s9_heterogeneous,1,fixed_beta_0.30,0.3,0.4490765377645078
s9_heterogeneous,1,fixed_beta_0.35,0.35,0.45044989041792216
s9_heterogeneous,1,fixed_beta_0.40,0.4,0.4433075019310126
s9_heterogeneous,1,fixed_beta_0.45,0.45,0.44104131539445063
s9_heterogeneous,1,fixed_beta_0.50,0.5,0.4451459430993884
s9_heterogeneous,1,fixed_beta_0.55,0.55,0.44364138125386315
s9_heterogeneous,1,fixed_beta_0.60,0.6,0.4386918411466071
s9_heterogeneous,1,fixed_beta_0.65,0.65,0.4354972980141891
s9_heterogeneous,1,fixed_beta_0.70,0.7,0.4329004134552863
s9_heterogeneous,1,fixed_beta_0.75,0.75,0.4370590584885447
s9_heterogeneous,1,fixed_beta_0.80,0.8,0.43464198069604865
s9_heterogeneous,1,fixed_beta_0.85,0.85,0.42888351800730473
s9_heterogeneous,1,fixed_beta_0.90,0.9,0.43055719052246694
s9_heterogeneous,1,fixed_beta_0.95,0.95,0.4314747445839986
s9_heterogeneous,1,fixed_beta_1.00,1.0,0.4329460275117304
s9_heterogeneous,1,amgtp_adaptive,,0.4386525094206521
s9_heterogeneous,1,m5b_smooth0.001,,0.45055890543695215
s9_heterogeneous,1,m5b_smooth0.1,,0.4350140903195855
s9_heterogeneous,1,ensemble3,,0.4384407621277653
