regime,seed,config,beta,ll
s2_gradual,22,fixed_beta_0.00,0.0,0.3621657396744972
s2_gradual,22,fixed_beta_0.05,0.05,0.3622269474303917
s2_gradual,22,fixed_beta_0.10,0.1,0.36229467099807006
s2_gradual,22,fixed_beta_0.15,0.15,0.36237025824281127
s2_gradual,22,fixed_beta_0.20,0.2,0.3624552828881457
s2_gradual,22,fixed_beta_0.25,0.25,0.36255168490194645
s2_gradual,22,fixed_beta_0.30,0.3,0.36266212134514964
s2_gradual,22,fixed_beta_0.35,0.35,0.3627904198649716
s2_gradual,22,fixed_beta_0.40,0.4,0.3629418479470454
s2_gradual,22,fixed_beta_0.45,0.45,0.36312345052794304
s2_gradual,22,fixed_beta_0.50,0.5,0.3633450652766661
s2_gradual,22,fixed_beta_0.55,0.55,0.36362071297006715
s2_gradual,22,fixed_beta_0.60,0.6,0.36397050567952505
s2_gradual,22,fixed_beta_0.65,0.65,0.3644292365843951
s2_gradual,22,fixed_beta_0.70,0.7,0.3650612594197165
s2_gradual,22,fixed_beta_0.75,0.75,0.3659543547699628
s2_gradual,22,fixed_beta_0.80,0.8,0.367309545071106
s2_gradual,22,fixed_beta_0.85,0.85,0.3695877470116756
s2_gradual,22,fixed_beta_0.90,0.9,0.37363989101586276
s2_gradual,22,fixed_beta_0.95,0.95,0.3807175166595537
s2_gradual,22,fixed_beta_1.00,1.0,0.38992280572391635
s2_gradual,22,amgtp_adaptive,,0.3631628804618514
s2_gradual,22,m5b_smooth0.001,,0.36210197203924077
s2_gradual,22,m5b_smooth0.1,,0.3677401573534521
s2_gradual,22,ensemble3,,0.3632044604565739
