regime,seed,config,beta,ll
s7_opposing_recurring,1,fixed_beta_0.00,0.0,0.42750076946264504
s7_opposing_recurring,1,fixed_beta_0.05,0.05,0.4272785581612814
s7_opposing_recurring,1,fixed_beta_0.10,0.1,0.4278440328128119
s7_opposing_recurring,1,fixed_beta_0.15,0.15,0.42726158912202056
s7_opposing_recurring,1,fixed_beta_0.20,0.2,0.4274986662790465
s7_opposing_recurring,1,fixed_beta_0.25,0.25,0.42695881924177626
s7_opposing_recurring,1,fixed_beta_0.30,0.3,0.4277476740234141
s7_opposing_recurring,1,fixed_beta_0.35,0.35,0.4282635045136176
s7_opposing_recurring,1,fixed_beta_0.40,0.4,0.42750883367854187
s7_opposing_recurring,1,fixed_beta_0.45,0.45,0.42655575692603803
s7_opposing_recurring,1,fixed_beta_0.50,0.5,0.4265419010282646
s7_opposing_recurring,1,fixed_beta_0.55,0.55,0.42646764569893403
s7_opposing_recurring,1,fixed_beta_0.60,0.6,0.4267479566151013
s7_opposing_recurring,1,fixed_beta_0.65,0.65,0.42785935972147093
s7_opposing_recurring,1,fixed_beta_0.70,0.7,0.4286771157052958
s7_opposing_recurring,1,fixed_beta_0.75,0.75,0.42988217976506565
s7_opposing_recurring,1,fixed_beta_0.80,0.8,0.43076300725351874
s7_opposing_recurring,1,fixed_beta_0.85,0.85,0.4303786542851832
s7_opposing_recurring,1,fixed_beta_0.90,0.9,0.43103709647635086
s7_opposing_recurring,1,fixed_beta_0.95,0.95,0.4348617272265736
s7_opposing_recurring,1,fixed_beta_1.00,1.0,0.44258841396272414
s7_opposing_recurring,1,amgtp_adaptive,,0.4280424336535678
s7_opposing_recurring,1,m5b_smooth0.001,,0.4278127245396581
s7_opposing_recurring,1,m5b_smooth0.1,,0.4242488777158926
s7_opposing_recurring,1,ensemble3,,0.4246946365397966
