regime,seed,config,beta,ll
s1_abrupt,28,fixed_beta_0.00,0.0,0.3402230326274286
s1_abrupt,28,fixed_beta_0.05,0.05,0.3404150678000203
s1_abrupt,28,fixed_beta_0.10,0.1,0.3404006211316429
s1_abrupt,28,fixed_beta_0.15,0.15,0.340478460344301
s1_abrupt,28,fixed_beta_0.20,0.2,0.34065757421881865
s1_abrupt,28,fixed_beta_0.25,0.25,0.3408240800385828
s1_abrupt,28,fixed_beta_0.30,0.3,0.34094264208936115
s1_abrupt,28,fixed_beta_0.35,0.35,0.3410489703856125
s1_abrupt,28,fixed_beta_0.40,0.4,0.3412915564940953
s1_abrupt,28,fixed_beta_0.45,0.45,0.34160146527460544
s1_abrupt,28,fixed_beta_0.50,0.5,0.3420263425464936
s1_abrupt,28,fixed_beta_0.55,0.55,0.34254021132271517
s1_abrupt,28,fixed_beta_0.60,0.6,0.3430620823151335
s1_abrupt,28,fixed_beta_0.65,0.65,0.34392635011532907
s1_abrupt,28,fixed_beta_0.70,0.7,0.34528709412330644
s1_abrupt,28,fixed_beta_0.75,0.75,0.34721347141054576
s1_abrupt,28,fixed_beta_0.80,0.8,0.3504526807347222
s1_abrupt,28,fixed_beta_0.85,0.85,0.35595590527648224
s1_abrupt,28,fixed_beta_0.90,0.9,0.3634410392432939
s1_abrupt,28,fixed_beta_0.95,0.95,0.3730735789910714
s1_abrupt,28,fixed_beta_1.00,1.0,0.385141690285474
s1_abrupt,28,amgtp_adaptive,,0.34095971394131863
s1_abrupt,28,m5b_smooth0.001,,0.34021472477612974
s1_abrupt,28,m5b_smooth0.1,,0.34493710193126254
s1_abrupt,28,ensemble3,,0.3412047528127506
