regime,seed,config,beta,ll
s0_none,0,fixed_beta_0.00,0.0,0.3118940738207069
s0_none,0,fixed_beta_0.05,0.05,0.3119781099944778
s0_none,0,fixed_beta_0.10,0.1,0.3120693275266586
s0_none,0,fixed_beta_0.15,0.15,0.3121688845285041
s0_none,0,fixed_beta_0.20,0.2,0.3122782277274706
s0_none,0,fixed_beta_0.25,0.25,0.3123991417184256
s0_none,0,fixed_beta_0.30,0.3,0.3125338765674503
s0_none,0,fixed_beta_0.35,0.35,0.3126853485633785
s0_none,0,fixed_beta_0.40,0.4,0.3128573672807139
s0_none,0,fixed_beta_0.45,0.45,0.3130550840157673
s0_none,0,fixed_beta_0.50,0.5,0.3132854996913291
s0_none,0,fixed_beta_0.55,0.55,0.313558397115397
s0_none,0,fixed_beta_0.60,0.6,0.3138878576181934
s0_none,0,fixed_beta_0.65,0.65,0.3142950955374666
s0_none,0,fixed_beta_0.70,0.7,0.3148148479049608
s0_none,0,fixed_beta_0.75,0.75,0.3155092891992688
s0_none,0,fixed_beta_0.80,0.8,0.3164940598479107
s0_none,0,fixed_beta_0.85,0.85,0.3180188417760636
s0_none,0,fixed_beta_0.90,0.9,0.3207675641801959
s0_none,0,fixed_beta_0.95,0.95,0.3270482499665509
s0_none,0,fixed_beta_1.00,1.0,0.3388639872214029
s0_none,0,amgtp_adaptive,,0.3129980336777119
s0_none,0,m5b_smooth0.001,,0.3118703530809573
s0_none,0,m5b_smooth0.1,,0.3113928739302798
s0_none,0,ensemble3,,0.3116161348188911
s0_none,1,fixed_beta_0.00,0.0,0.3171794506000517
s0_none,1,fixed_beta_0.05,0.05,0.3172624486692863
s0_none,1,fixed_beta_0.10,0.1,0.3173529228119885
s0_none,1,fixed_beta_0.15,0.15,0.3174520796338099
s0_none,1,fixed_beta_0.20,0.2,0.3175614383757449
s0_none,1,fixed_beta_0.25,0.25,0.3176828771677992
s0_none,1,fixed_beta_0.30,0.3,0.3178187564618289
s0_none,1,fixed_beta_0.35,0.35,0.3179721229869531
s0_none,1,fixed_beta_0.40,0.4,0.3181469451103919
s0_none,1,fixed_beta_0.45,0.45,0.3183485424265419
s0_none,1,fixed_beta_0.50,0.5,0.3185841607418581
s0_none,1,fixed_beta_0.55,0.55,0.3188640171180788
s0_none,1,fixed_beta_0.60,0.6,0.3192027227589949
s0_none,1,fixed_beta_0.65,0.65,0.3196220634084585
s0_none,1,fixed_beta_0.70,0.7,0.3201564520882966
s0_none,1,fixed_beta_0.75,0.75,0.3208646449632307
s0_none,1,fixed_beta_0.80,0.8,0.3218606822425094
s0_none,1,fixed_beta_0.85,0.85,0.3234049187625432
s0_none,1,fixed_beta_0.90,0.9,0.3262077663728249
s0_none,1,fixed_beta_0.95,0.95,0.3327432036638327
s0_none,1,fixed_beta_1.00,1.0,0.3453119197110269
s0_none,1,amgtp_adaptive,,0.3182971558392919
s0_none,1,m5b_smooth0.001,,0.3171790466656647
s0_none,1,m5b_smooth0.1,,0.3168723206359378
s0_none,1,ensemble3,,0.3169923366121369
s0_none,2,fixed_beta_0.00,0.0,0.2984023003206801
s0_none,2,fixed_beta_0.05,0.05,0.2984904798682812
s0_none,2,fixed_beta_0.10,0.1,0.2985866149266105
s0_none,2,fixed_beta_0.15,0.15,0.2986919924663966
s0_none,2,fixed_beta_0.20,0.2,0.2988082232712596
s0_none,2,fixed_beta_0.25,0.25,0.2989372965526159
s0_none,2,fixed_beta_0.30,0.3,0.2990817040872588
s0_none,2,fixed_beta_0.35,0.35,0.2992445849411801
s0_none,2,fixed_beta_0.40,0.4,0.2994299235883208
s0_none,2,fixed_beta_0.45,0.45,0.2996430434655462
s0_none,2,fixed_beta_0.50,0.5,0.2998912871384249
s0_none,2,fixed_beta_0.55,0.55,0.300185115632007
s0_none,2,fixed_beta_0.60,0.6,0.3005397515786401
s0_none,2,fixed_beta_0.65,0.65,0.3009783613112597
s0_none,2,fixed_beta_0.70,0.7,0.3015381635937466
s0_none,2,fixed_beta_0.75,0.75,0.3022823648091741
s0_none,2,fixed_beta_0.80,0.8,0.3033307781165466
s0_none,2,fixed_beta_0.85,0.85,0.3049455551649177
s0_none,2,fixed_beta_0.90,0.9,0.3078259194155113
s0_none,2,fixed_beta_0.95,0.95,0.314252732768103
s0_none,2,fixed_beta_1.00,1.0,0.3256944931201038
s0_none,2,amgtp_adaptive,,0.2996011705981058
s0_none,2,m5b_smooth0.001,,0.2984118715453738
