regime,seed,config,beta,ll
s5_opposing_local,28,fixed_beta_0.00,0.0,0.5102481669123586
s5_opposing_local,28,fixed_beta_0.05,0.05,0.510280055592228
s5_opposing_local,28,fixed_beta_0.10,0.1,0.5108311127013226
s5_opposing_local,28,fixed_beta_0.15,0.15,0.5121723947092078
s5_opposing_local,28,fixed_beta_0.20,0.2,0.5128892218922518
s5_opposing_local,28,fixed_beta_0.25,0.25,0.5129625938043083
s5_opposing_local,28,fixed_beta_0.30,0.3,0.5128785447323172
s5_opposing_local,28,fixed_beta_0.35,0.35,0.5127615821372579
s5_opposing_local,28,fixed_beta_0.40,0.4,0.5127104913745123
s5_opposing_local,28,fixed_beta_0.45,0.45,0.512833524552786
s5_opposing_local,28,fixed_beta_0.50,0.5,0.5129366068950642
s5_opposing_local,28,fixed_beta_0.55,0.55,0.5133969086314824
s5_opposing_local,28,fixed_beta_0.60,0.6,0.5140238725496623
s5_opposing_local,28,fixed_beta_0.65,0.65,0.5166376256850327
s5_opposing_local,28,fixed_beta_0.70,0.7,0.5162986574182438
s5_opposing_local,28,fixed_beta_0.75,0.75,0.5161640457964213
s5_opposing_local,28,fixed_beta_0.80,0.8,0.5168491081880424
s5_opposing_local,28,fixed_beta_0.85,0.85,0.518052714150328
s5_opposing_local,28,fixed_beta_0.90,0.9,0.5204468353623454
s5_opposing_local,28,fixed_beta_0.95,0.95,0.5248247378555397
s5_opposing_local,28,fixed_beta_1.00,1.0,0.533074243191838
s5_opposing_local,28,amgtp_adaptive,,0.5130414420339374
s5_opposing_local,28,m5b_smooth0.001,,0.5102422182993578
s5_opposing_local,28,m5b_smooth0.1,,0.5131597140270809
s5_opposing_local,28,ensemble3,,0.5110661070448476
