regime,seed,config,beta,ll
s2_gradual,26,fixed_beta_0.00,0.0,0.3677359460157919
s2_gradual,26,fixed_beta_0.05,0.05,0.36779690420836164
s2_gradual,26,fixed_beta_0.10,0.1,0.367864451199639
s2_gradual,26,fixed_beta_0.15,0.15,0.3679396283633107
s2_gradual,26,fixed_beta_0.20,0.2,0.36802411504133237
s2_gradual,26,fixed_beta_0.25,0.25,0.36812041725336414
s2_gradual,26,fixed_beta_0.30,0.3,0.3682320995660973
s2_gradual,26,fixed_beta_0.35,0.35,0.36836421889169035
s2_gradual,26,fixed_beta_0.40,0.4,0.36852380387275396
s2_gradual,26,fixed_beta_0.45,0.45,0.3687193509727071
s2_gradual,26,fixed_beta_0.50,0.5,0.36895902729204266
s2_gradual,26,fixed_beta_0.55,0.55,0.3692537211126018
s2_gradual,26,fixed_beta_0.60,0.6,0.36962364998797076
s2_gradual,26,fixed_beta_0.65,0.65,0.3701044537118553
s2_gradual,26,fixed_beta_0.70,0.7,0.3707578042015084
s2_gradual,26,fixed_beta_0.75,0.75,0.37169447443807524
s2_gradual,26,fixed_beta_0.80,0.8,0.37310969362766566
s2_gradual,26,fixed_beta_0.85,0.85,0.3754451229556016
s2_gradual,26,fixed_beta_0.90,0.9,0.379586942595388
s2_gradual,26,fixed_beta_0.95,0.95,0.3867876494430828
s2_gradual,26,fixed_beta_1.00,1.0,0.39609444839465946
s2_gradual,26,amgtp_adaptive,,0.3687623968046676
s2_gradual,26,m5b_smooth0.001,,0.36767493607028356
s2_gradual,26,m5b_smooth0.1,,0.37076682193788657
s2_gradual,26,ensemble3,,0.3688002523872992
