regime,seed,config,beta,ll
s3d_recurring_p17,31,fixed_beta_0.00,0.0,0.4440707696203908
s3d_recurring_p17,31,fixed_beta_0.05,0.05,0.4617287838955443
s3d_recurring_p17,31,fixed_beta_0.10,0.1,0.443324805163974
s3d_recurring_p17,31,fixed_beta_0.15,0.15,0.456642080572715
s3d_recurring_p17,31,fixed_beta_0.20,0.2,0.45698266748879174
s3d_recurring_p17,31,fixed_beta_0.25,0.25,0.45555621510636735
s3d_recurring_p17,31,fixed_beta_0.30,0.3,0.4594637576295066
s3d_recurring_p17,31,fixed_beta_0.35,0.35,0.4489241546153614
s3d_recurring_p17,31,fixed_beta_0.40,0.4,0.443813615507626
s3d_recurring_p17,31,fixed_beta_0.45,0.45,0.4424560366104299
s3d_recurring_p17,31,fixed_beta_0.50,0.5,0.44076372739280417
s3d_recurring_p17,31,fixed_beta_0.55,0.55,0.4447763722991193
s3d_recurring_p17,31,fixed_beta_0.60,0.6,0.4308037734619731
s3d_recurring_p17,31,fixed_beta_0.65,0.65,0.43194161203892906
s3d_recurring_p17,31,fixed_beta_0.70,0.7,0.42846420579472055
s3d_recurring_p17,31,fixed_beta_0.75,0.75,0.42939079678557845
s3d_recurring_p17,31,fixed_beta_0.80,0.8,0.42908916830448934
s3d_recurring_p17,31,fixed_beta_0.85,0.85,0.4305795641402354
s3d_recurring_p17,31,fixed_beta_0.90,0.9,0.43149676248428653
s3d_recurring_p17,31,fixed_beta_0.95,0.95,0.43754430534611505
s3d_recurring_p17,31,fixed_beta_1.00,1.0,0.4397165694905084
s3d_recurring_p17,31,amgtp_adaptive,,0.4300344692777799
s3d_recurring_p17,31,m5b_smooth0.001,,0.4440354058081369
s3d_recurring_p17,31,m5b_smooth0.1,,0.42451990373562126
s3d_recurring_p17,31,ensemble3,,0.42703559725651896
