regime,seed,config,beta,ll
s4_local,28,fixed_beta_0.00,0.0,0.4598334017084587
s4_local,28,fixed_beta_0.05,0.05,0.46150633153276327
s4_local,28,fixed_beta_0.10,0.1,0.46330001904650314
s4_local,28,fixed_beta_0.15,0.15,0.4645825431352108
s4_local,28,fixed_beta_0.20,0.2,0.46617292157232804
s4_local,28,fixed_beta_0.25,0.25,0.46789718718808776
s4_local,28,fixed_beta_0.30,0.3,0.46946074960162487
s4_local,28,fixed_beta_0.35,0.35,0.4709716246597067
s4_local,28,fixed_beta_0.40,0.4,0.4725999639060138
s4_local,28,fixed_beta_0.45,0.45,0.47416651773089147
s4_local,28,fixed_beta_0.50,0.5,0.47575339956940393
s4_local,28,fixed_beta_0.55,0.55,0.47720451561494903
s4_local,28,fixed_beta_0.60,0.6,0.4787262401234227
s4_local,28,fixed_beta_0.65,0.65,0.48039552915099915
s4_local,28,fixed_beta_0.70,0.7,0.4821164737536141
s4_local,28,fixed_beta_0.75,0.75,0.4835338615871306
s4_local,28,fixed_beta_0.80,0.8,0.4852429225525746
s4_local,28,fixed_beta_0.85,0.85,0.4870914194393756
s4_local,28,fixed_beta_0.90,0.9,0.489412136213056
s4_local,28,fixed_beta_0.95,0.95,0.49403518571447563
s4_local,28,fixed_beta_1.00,1.0,0.5058365901169631
s4_local,28,amgtp_adaptive,,0.46188401204568413
s4_local,28,m5b_smooth0.001,,0.4598660203595641
s4_local,28,m5b_smooth0.1,,0.46839390369517503
s4_local,28,ensemble3,,0.46092609517882555
